,error,itml__gamma,itml__max_iters,itml__num_constraints,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
0,,0.01,50,40,1,0.9527896995708155,0.9436619718309859,0.9420289855072463,0.9428571428571428,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9142857142857143,0.9142857142857143,0.9857142857142858,0.9855072463768116,0.025571962549127362,0.0011682510375976562,0.20148277282714844,0.0006766319274902344,ITML+kNN,breast-cancer-wisconsin
1,,0.01,50,80,1,0.9542203147353362,0.9436619718309859,0.9565217391304348,0.9142857142857143,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9142857142857143,0.9857142857142858,0.9710144927536232,0.02365948104450021,0.0011682510375976562,0.14046764373779297,0.0006763935089111328,ITML+kNN,breast-cancer-wisconsin
2,,0.01,50,160,1,0.9513590844062947,0.9436619718309859,0.927536231884058,0.9428571428571428,0.9285714285714286,0.9571428571428572,0.9857142857142858,0.9428571428571428,0.9428571428571428,0.9857142857142858,0.9565217391304348,0.019451381505974315,0.0011682510375976562,0.17440032958984375,0.0006864070892333984,ITML+kNN,breast-cancer-wisconsin
3,,0.01,50,320,1,0.9613733905579399,0.971830985915493,0.9420289855072463,0.9428571428571428,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9710144927536232,0.015814118105741744,0.0011682510375976562,0.46559596061706543,0.0006761550903320312,ITML+kNN,breast-cancer-wisconsin
4,,0.01,250,40,1,0.9570815450643777,0.9436619718309859,0.9565217391304348,0.9571428571428572,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9714285714285714,0.9142857142857143,0.9857142857142858,0.9565217391304348,0.02014953530947521,0.0011682510375976562,0.09500002861022949,0.0006854534149169922,ITML+kNN,breast-cancer-wisconsin
5,,0.01,250,80,1,0.9542203147353362,0.9577464788732394,0.9420289855072463,0.9428571428571428,0.9571428571428572,0.9714285714285714,0.9857142857142858,0.9428571428571428,0.9285714285714286,0.9857142857142858,0.927536231884058,0.020193019606010432,0.0011682510375976562,0.20011353492736816,0.0006759166717529297,ITML+kNN,breast-cancer-wisconsin
6,,0.01,250,160,1,0.949928469241774,0.9295774647887324,0.9420289855072463,0.9142857142857143,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9428571428571428,0.9428571428571428,0.9857142857142858,0.9565217391304348,0.02133950022045644,0.0011682510375976562,0.23057079315185547,0.0007336139678955078,ITML+kNN,breast-cancer-wisconsin
7,,0.01,250,320,1,0.9542203147353362,0.9577464788732394,0.9420289855072463,0.9428571428571428,0.9285714285714286,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9285714285714286,0.9857142857142858,0.9565217391304348,0.01900534278870696,0.0011682510375976562,0.4732661247253418,0.0006682872772216797,ITML+kNN,breast-cancer-wisconsin
8,,0.01,500,40,1,0.9542203147353362,0.9436619718309859,0.9565217391304348,0.9285714285714286,0.9285714285714286,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9285714285714286,0.9857142857142858,0.9710144927536232,0.02091224673972711,0.0011682510375976562,0.09405112266540527,0.0006670951843261719,ITML+kNN,breast-cancer-wisconsin
9,,0.01,500,80,1,0.9527896995708155,0.9436619718309859,0.9565217391304348,0.9428571428571428,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9714285714285714,0.9142857142857143,0.9857142857142858,0.927536231884058,0.022246933603065178,0.0011682510375976562,0.16762113571166992,0.0006573200225830078,ITML+kNN,breast-cancer-wisconsin
10,,0.01,500,160,1,0.9470672389127325,0.9295774647887324,0.927536231884058,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9857142857142858,0.9428571428571428,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.023969921899245506,0.0011682510375976562,0.21405744552612305,0.0006670951843261719,ITML+kNN,breast-cancer-wisconsin
11,,0.01,500,320,1,0.9527896995708155,0.9295774647887324,0.9710144927536232,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9857142857142858,0.9428571428571428,0.9285714285714286,0.9857142857142858,0.9565217391304348,0.020084923546983473,0.0011682510375976562,0.3618183135986328,0.0006728172302246094,ITML+kNN,breast-cancer-wisconsin
12,,0.01,1000,40,1,0.9527896995708155,0.9436619718309859,0.9420289855072463,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9857142857142858,0.9714285714285714,0.9142857142857143,1.0,0.9420289855072463,0.02717779164937777,0.0011682510375976562,0.07031893730163574,0.0006816387176513672,ITML+kNN,breast-cancer-wisconsin
13,,0.01,1000,80,1,0.9527896995708155,0.9295774647887324,0.9710144927536232,0.9571428571428572,0.9285714285714286,0.9571428571428572,0.9857142857142858,0.9285714285714286,0.9142857142857143,0.9857142857142858,0.9710144927536232,0.024626376638735483,0.0011682510375976562,0.1332874298095703,0.0006899833679199219,ITML+kNN,breast-cancer-wisconsin
14,,0.01,1000,160,1,0.9527896995708155,0.971830985915493,0.9565217391304348,0.9285714285714286,0.9285714285714286,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9142857142857143,0.9857142857142858,0.9420289855072463,0.023138367903109452,0.0011682510375976562,0.20162415504455566,0.000705718994140625,ITML+kNN,breast-cancer-wisconsin
