,cmaes__c__n_neighbors,cmaes__c__weights,cmaes__n_gen,cmaes__transformer,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,1,uniform,50,full,,1,0.9889196675900277,0.9910714285714286,0.9905660377358491,0.9819819819819819,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.008139794515537922,0.00867159366607666,1282.5003540039063,0.00488131046295166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
1,1,uniform,50,diagonal,,1,0.9889196675900277,1.0,1.0,0.990990990990991,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9629629629629629,0.9906542056074766,0.9622641509433962,0.013744899855342965,0.01734318733215332,1294.8575905323028,0.012455344200134277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
2,1,uniform,100,full,,1,0.9916897506925207,1.0,1.0,0.990990990990991,0.9908256880733946,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9811320754716981,0.0065341523165479394,0.02601478099822998,3764.363358092308,0.017083501815795897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
3,1,uniform,100,diagonal,,1,0.9852262234533703,1.0,1.0,0.972972972972973,0.981651376146789,0.9907407407407407,0.9907407407407407,0.9722222222222222,0.9722222222222222,0.9906542056074766,0.9811320754716981,0.01022107142601142,0.03468637466430664,3787.941709136963,0.02472538948059082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
4,1,uniform,250,full,,1,0.9889196675900277,1.0,1.0,0.972972972972973,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9629629629629629,0.9906542056074766,0.9811320754716981,0.012204222517688178,0.0433579683303833,10047.741287231445,0.02959730625152588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
5,1,uniform,250,diagonal,,1,0.987072945521699,1.0,1.0,0.972972972972973,0.9724770642201835,1.0,0.9814814814814815,0.9814814814814815,0.9907407407407407,0.9906542056074766,0.9811320754716981,0.010184654035408056,0.05202956199645996,10101.374587202072,0.0372575044631958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
6,1,distance,50,full,,1,0.9879963065558633,1.0,1.0,0.972972972972973,0.981651376146789,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.01014113862123281,0.06070115566253662,11351.196410822868,0.0419527530670166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
7,1,distance,50,diagonal,,1,0.9852262234533703,0.9910714285714286,0.9905660377358491,0.963963963963964,0.9908256880733946,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9907407407407407,0.9906542056074766,0.9905660377358491,0.008225211131091304,0.06937274932861329,11361.648265051841,0.048535490036010744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
8,1,distance,100,full,,1,0.987072945521699,1.0,1.0,0.972972972972973,0.9908256880733946,1.0,0.9907407407407407,0.9907407407407407,0.9629629629629629,0.9906542056074766,0.9716981132075472,0.012536444127307329,0.07804434299468994,13828.55435705185,0.05068480968475342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
9,1,distance,100,diagonal,,1,0.987072945521699,0.9821428571428571,1.0,0.972972972972973,1.0,0.9907407407407407,0.9814814814814815,0.9907407407407407,0.9907407407407407,0.9813084112149533,0.9811320754716981,0.008351351689753575,0.0867159366607666,13850.90127980709,0.05394542217254639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,digits6
