,cmaes__knn_weights,cmaes__metric,cmaes__n_gen,cmaes__n_neighbors,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,uniform,diagonal,100,1,,1,0.7792,0.7936507936507936,0.6666666666666666,0.7936507936507936,0.8412698412698413,0.7936507936507936,0.7936507936507936,0.746031746031746,0.8095238095238095,0.8253968253968254,0.7213114754098361,0.04985121222297577,0.004418659210205078,41.70115737915039,0.002321338653564453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
1,uniform,diagonal,100,4,,1,0.8048,0.7936507936507936,0.8333333333333334,0.7777777777777778,0.8253968253968254,0.7619047619047619,0.8571428571428571,0.7777777777777778,0.8253968253968254,0.8095238095238095,0.7868852459016393,0.028583704900783064,0.008837318420410157,83.24895360469819,0.003839421272277832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
2,uniform,diagonal,100,8,,1,0.7888,0.7936507936507936,0.75,0.7777777777777778,0.7936507936507936,0.8253968253968254,0.8253968253968254,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.7540983606557377,0.02594675184324035,0.013255977630615234,125.3067673921585,0.005336403846740723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
3,uniform,diagonal,100,16,,1,0.7952,0.746031746031746,0.7333333333333333,0.7936507936507936,0.8571428571428571,0.8095238095238095,0.8412698412698413,0.7936507936507936,0.8253968253968254,0.7619047619047619,0.7868852459016393,0.03808260356497705,0.017674636840820313,168.39790077209472,0.006819963455200195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
4,uniform,diagonal,250,1,,1,0.7568,0.7777777777777778,0.6666666666666666,0.7619047619047619,0.7777777777777778,0.7777777777777778,0.8095238095238095,0.7619047619047619,0.7619047619047619,0.7777777777777778,0.6885245901639344,0.04171285331820223,0.02209329605102539,273.064691400528,0.00832664966583252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
5,uniform,diagonal,250,4,,1,0.7808,0.7936507936507936,0.7666666666666667,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.7049180327868853,0.031050820674260193,0.026511955261230468,378.0938015222549,0.009945034980773926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
6,uniform,diagonal,250,8,,1,0.768,0.7619047619047619,0.7333333333333333,0.7619047619047619,0.7936507936507936,0.7777777777777778,0.7301587301587301,0.746031746031746,0.8095238095238095,0.8095238095238095,0.7540983606557377,0.02754176295720714,0.030930614471435545,483.7085623025894,0.011434125900268554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
7,uniform,diagonal,250,16,,1,0.784,0.7619047619047619,0.6833333333333333,0.7777777777777778,0.7777777777777778,0.7936507936507936,0.8095238095238095,0.7936507936507936,0.8253968253968254,0.7619047619047619,0.8524590163934426,0.042924348468056144,0.035349273681640626,591.3107394933701,0.01292402744293213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
8,uniform,diagonal,1000,1,,1,0.776,0.8095238095238095,0.7,0.7936507936507936,0.746031746031746,0.8412698412698413,0.7619047619047619,0.8095238095238095,0.7777777777777778,0.7936507936507936,0.7213114754098361,0.04122480347263892,0.0397679328918457,1007.2614225149155,0.01442251205444336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
9,uniform,diagonal,1000,4,,1,0.7952,0.8571428571428571,0.7166666666666667,0.7619047619047619,0.8253968253968254,0.7936507936507936,0.8412698412698413,0.8253968253968254,0.7777777777777778,0.7301587301587301,0.819672131147541,0.04493707791878564,0.04418659210205078,1422.6825890541077,0.015924692153930664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAES+kNN,balance-scale
