,error,knn__n_neighbors,lmnn__k,lmnn__learn_rate,lmnn__max_iter,lmnn__regularization,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
0,,1,1,1e-07,50,0.1,0.7921348314606742,0.8947368421052632,0.875,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.8333333333333334,0.6111111111111112,0.7222222222222222,0.7222222222222222,0.8235294117647058,0.08508391045783913,0.003708767890930176,0.6027118682861328,0.0007192373275756836,LMNN+kNN,wine
1,,1,1,1e-07,50,0.5,0.7921348314606742,0.8947368421052632,0.875,0.8888888888888888,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.6111111111111112,0.7222222222222222,0.6666666666666666,0.8235294117647058,0.09205346120614995,0.007417535781860352,0.8710179328918457,0.0013342618942260743,LMNN+kNN,wine
2,,1,1,1e-07,50,0.9,0.7865168539325843,0.8947368421052632,0.875,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.7222222222222222,0.6111111111111112,0.8235294117647058,0.10377295849926482,0.011126303672790527,1.1506574153900146,0.0019432306289672852,LMNN+kNN,wine
3,,1,1,1e-07,250,0.1,0.9101123595505618,0.9473684210526315,1.0,0.9444444444444444,0.9444444444444444,0.7222222222222222,0.9444444444444444,0.8888888888888888,1.0,0.7777777777777778,0.9411764705882353,0.08677841107346915,0.014835071563720704,2.607441234588623,0.002533102035522461,LMNN+kNN,wine
4,,1,1,1e-07,250,0.5,0.9157303370786517,0.9473684210526315,1.0,0.9444444444444444,1.0,0.7777777777777778,0.9444444444444444,0.8333333333333334,1.0,0.7777777777777778,0.9411764705882353,0.0833333972337264,0.01854383945465088,3.968631315231323,0.0033380746841430663,LMNN+kNN,wine
5,,1,1,1e-07,250,0.9,0.9382022471910112,1.0,1.0,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8888888888888888,0.9411764705882353,0.04611897349625653,0.022252607345581054,5.49931378364563,0.003909564018249512,LMNN+kNN,wine
6,,1,1,1e-07,500,0.1,0.9438202247191011,0.9473684210526315,1.0,0.9444444444444444,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.9444444444444444,0.9411764705882353,0.04305547117084885,0.02596137523651123,8.401924753189087,0.004489088058471679,LMNN+kNN,wine
7,,1,1,1e-07,500,0.5,0.9438202247191011,0.9473684210526315,1.0,0.9444444444444444,1.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.04305547117084885,0.029670143127441408,11.492475152015686,0.005041003227233887,LMNN+kNN,wine
8,,1,1,1e-07,500,0.9,0.9382022471910112,0.9473684210526315,1.0,1.0,1.0,0.9444444444444444,0.8888888888888888,0.9444444444444444,0.8888888888888888,0.8888888888888888,0.8823529411764706,0.046938623024857594,0.03337891101837158,14.429487895965575,0.00559701919555664,LMNN+kNN,wine
9,,1,1,1e-07,1000,0.1,0.9438202247191011,0.9473684210526315,1.0,0.9444444444444444,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.9444444444444444,0.9411764705882353,0.04305547117084885,0.03708767890930176,20.46488573551178,0.006170058250427246,LMNN+kNN,wine
10,,1,1,1e-07,1000,0.5,0.9438202247191011,0.9473684210526315,1.0,0.9444444444444444,1.0,0.8888888888888888,0.8888888888888888,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.04305547117084885,0.040796446800231936,26.701241040229796,0.006709074974060059,LMNN+kNN,wine
11,,1,1,1e-07,1000,0.9,0.9325842696629213,0.9473684210526315,0.9375,1.0,1.0,0.9444444444444444,0.8888888888888888,0.9444444444444444,0.8888888888888888,0.8888888888888888,0.8823529411764706,0.042265742377255285,0.04450521469116211,32.5258003950119,0.007252717018127441,LMNN+kNN,wine
12,,1,2,1e-07,50,0.1,0.8764044943820225,0.8947368421052632,0.9375,0.9444444444444444,0.9444444444444444,0.6666666666666666,0.9444444444444444,0.8333333333333334,0.8333333333333334,0.8888888888888888,0.8823529411764706,0.0811447897524581,0.04821398258209229,33.086622309684756,0.007800507545471192,LMNN+kNN,wine
13,,1,2,1e-07,50,0.5,0.8707865168539326,0.8947368421052632,0.875,0.9444444444444444,0.9444444444444444,0.6666666666666666,0.9444444444444444,0.8888888888888888,0.8333333333333334,0.8333333333333334,0.8823529411764706,0.07861279207302868,0.05192275047302246,33.607630372047424,0.008337283134460449,LMNN+kNN,wine
14,,1,2,1e-07,50,0.9,0.8595505617977528,0.8947368421052632,0.875,1.0,0.8888888888888888,0.6666666666666666,0.9444444444444444,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.8823529411764706,0.08663488151250931,0.05563151836395264,34.176124405860904,0.008879446983337402,LMNN+kNN,wine
