,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,sdml__balance_param,sdml__num_constraints,sdml__sparsity_param,sdml__use_cov,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.7154471544715447,0.0,0.8125,0.0,0.7777777777777778,0.0,0.7222222222222222,0.6666666666666666,0.5555555555555556,0.8333333333333334,0.6470588235294118,0.1,10000,0.01,True,0.3373096828807114,0.003417515754699707,1.5331554174423219,0.0004675865173339844,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.45825756949558394,SDML+kNN,wine
1,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.6851851851851852,0.6842105263157895,0.0,0.7777777777777778,0.0,0.6111111111111112,0.7222222222222222,0.6666666666666666,0.0,0.0,0.6470588235294118,0.1,10000,0.01,False,0.33806016922589016,0.006835031509399414,2.877907228469849,0.0007950782775878907,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.4898979485566356,SDML+kNN,wine
2,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.7078651685393258,0.6842105263157895,0.8125,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.7222222222222222,0.6666666666666666,0.5555555555555556,0.8333333333333334,0.6470588235294118,0.1,10000,0.05,True,0.08670471260275514,0.010252547264099122,4.210791230201721,0.0013390541076660155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,wine
3,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.6935483870967742,0.6842105263157895,0.8125,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.0,0.0,0.5555555555555556,0.0,0.6470588235294118,0.1,10000,0.05,False,0.3272878436678411,0.013670063018798828,5.644982194900512,0.00172576904296875,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.45825756949558394,SDML+kNN,wine
4,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.7078651685393258,0.6842105263157895,0.8125,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.7222222222222222,0.6666666666666666,0.5555555555555556,0.8333333333333334,0.6470588235294118,0.1,10000,0.1,True,0.08670471260275514,0.017087578773498535,7.068841600418091,0.0022796869277954103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,wine
5,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.7125,0.6842105263157895,0.8125,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.7222222222222222,0.0,0.5555555555555556,0.8333333333333334,0.6470588235294118,0.1,10000,0.1,False,0.23051753849942255,0.020505094528198244,8.492325448989869,0.0028238296508789062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.30000000000000004,SDML+kNN,wine
6,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.7078651685393258,0.6842105263157895,0.8125,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.7222222222222222,0.6666666666666666,0.5555555555555556,0.8333333333333334,0.6470588235294118,0.1,10000,0.25,True,0.08670471260275514,0.02392261028289795,9.745219731330872,0.0033562421798706056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,wine
7,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.7078651685393258,0.6842105263157895,0.8125,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.7222222222222222,0.6666666666666666,0.5555555555555556,0.8333333333333334,0.6470588235294118,0.1,10000,0.25,False,0.08670471260275514,0.027340126037597657,11.15524501800537,0.00393366813659668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,wine
8,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.7078651685393258,0.6842105263157895,0.8125,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.7222222222222222,0.6111111111111112,0.5555555555555556,0.8333333333333334,0.6470588235294118,0.1,100000,0.01,True,0.08670471260275514,0.030757641792297362,37.1438366651535,0.0044547319412231445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,wine
9,Cascading:Non SPD result: the system is too ill-conditioned for this solver. The system is too ill-conditioned for this solver,1,0.7078651685393258,0.6842105263157895,0.8125,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.7222222222222222,0.6666666666666666,0.5555555555555556,0.8333333333333334,0.6470588235294118,0.1,100000,0.01,False,0.08670471260275514,0.03417515754699707,63.2036274433136,0.004971528053283691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,wine
