,cmaes__knn_weights,cmaes__metric,cmaes__n_gen,cmaes__n_neighbors,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,uniform,diagonal,100,1,,1,0.776,0.8253968253968254,0.7166666666666667,0.7936507936507936,0.746031746031746,0.8253968253968254,0.7301587301587301,0.8253968253968254,0.7619047619047619,0.8253968253968254,0.7049180327868853,0.046733754209803524,0.005382752418518067,41.56110773086548,0.0017094612121582031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
1,uniform,diagonal,100,4,,1,0.7712,0.746031746031746,0.7166666666666667,0.7619047619047619,0.8095238095238095,0.7777777777777778,0.8095238095238095,0.7777777777777778,0.7936507936507936,0.746031746031746,0.7704918032786885,0.028026745415636982,0.010765504837036134,83.19954800605774,0.0034591197967529298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
2,uniform,diagonal,100,8,,1,0.7856,0.7936507936507936,0.7,0.7619047619047619,0.8253968253968254,0.7777777777777778,0.7936507936507936,0.7777777777777778,0.8253968253968254,0.746031746031746,0.8524590163934426,0.04164588445137819,0.0161482572555542,125.43212015628815,0.0049920320510864254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
3,uniform,diagonal,100,16,,1,0.7712,0.7619047619047619,0.7,0.8253968253968254,0.7777777777777778,0.7619047619047619,0.8095238095238095,0.746031746031746,0.8253968253968254,0.6984126984126984,0.8032786885245902,0.04425915504723218,0.021531009674072267,168.65201697349548,0.006523418426513672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
4,uniform,diagonal,250,1,,1,0.7488,0.7619047619047619,0.6333333333333333,0.7619047619047619,0.7936507936507936,0.7777777777777778,0.746031746031746,0.7777777777777778,0.7777777777777778,0.7619047619047619,0.6885245901639344,0.04691884331396628,0.026913762092590332,272.9761120557785,0.008050680160522461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
5,uniform,diagonal,250,4,,1,0.7792,0.8095238095238095,0.7,0.8095238095238095,0.8253968253968254,0.7936507936507936,0.7777777777777778,0.7777777777777778,0.8095238095238095,0.7619047619047619,0.7213114754098361,0.038762505196446514,0.0322965145111084,377.8056046962738,0.009574055671691895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
6,uniform,diagonal,250,8,,1,0.7808,0.8253968253968254,0.6833333333333333,0.7936507936507936,0.7777777777777778,0.746031746031746,0.7936507936507936,0.7777777777777778,0.8253968253968254,0.746031746031746,0.8360655737704918,0.04392854593303271,0.03767926692962646,483.17983400821686,0.011080312728881835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
7,uniform,diagonal,250,16,,1,0.792,0.8095238095238095,0.6333333333333333,0.8253968253968254,0.7777777777777778,0.7936507936507936,0.8253968253968254,0.8253968253968254,0.7936507936507936,0.7936507936507936,0.8360655737704918,0.055656688883523785,0.043062019348144534,590.3778858423233,0.012581825256347656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
8,uniform,diagonal,1000,1,,1,0.7568,0.7777777777777778,0.6833333333333333,0.8095238095238095,0.8253968253968254,0.746031746031746,0.746031746031746,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.6885245901639344,0.042768154680824295,0.0484447717666626,1006.2068534612656,0.014091587066650391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
9,uniform,diagonal,1000,4,,1,0.7792,0.7936507936507936,0.7833333333333333,0.8095238095238095,0.7936507936507936,0.7619047619047619,0.7777777777777778,0.8095238095238095,0.8095238095238095,0.7619047619047619,0.6885245901639344,0.03466254404137492,0.053827524185180664,1422.066037750244,0.015602564811706543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
10,uniform,diagonal,1000,8,,1,0.7952,0.7777777777777778,0.7833333333333333,0.7777777777777778,0.8095238095238095,0.746031746031746,0.8095238095238095,0.8253968253968254,0.8095238095238095,0.8095238095238095,0.8032786885245902,0.02227822402168639,0.05921027660369873,1839.2585427284241,0.01710057258605957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
11,uniform,diagonal,1000,16,,1,0.7984,0.7936507936507936,0.8333333333333334,0.7777777777777778,0.8253968253968254,0.8253968253968254,0.8095238095238095,0.7777777777777778,0.7936507936507936,0.7936507936507936,0.7540983606557377,0.023838162051091495,0.0645930290222168,2265.487412929535,0.01861271858215332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
12,uniform,full,100,1,,1,0.9424,0.9841269841269841,0.9166666666666666,0.9523809523809523,0.9523809523809523,0.9682539682539683,0.9047619047619048,0.9523809523809523,0.9841269841269841,0.873015873015873,0.9344262295081968,0.03377264937702384,0.06997578144073487,2326.910407423973,0.02011137008666992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
13,uniform,full,100,4,,1,0.9424,0.9841269841269841,0.8333333333333334,0.9682539682539683,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9206349206349206,0.9841269841269841,0.9206349206349206,0.9508196721311475,0.041666542247517445,0.07535853385925292,2388.7913131952287,0.02159421443939209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
14,uniform,full,100,8,,1,0.9664,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9682539682539683,0.9682539682539683,0.9523809523809523,0.9365079365079365,0.9841269841269841,1.0,0.9836065573770492,0.02372123683746123,0.080741286277771,2450.9395261764525,0.023068618774414063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
15,uniform,full,100,16,,1,0.8944,0.9523809523809523,0.85,0.9523809523809523,0.9206349206349206,0.7936507936507936,0.9047619047619048,0.8253968253968254,0.9841269841269841,0.9682539682539683,0.7868852459016393,0.07033073999142767,0.08612403869628907,2513.9644416809083,0.02454502582550049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
16,uniform,full,250,1,,1,0.9424,0.9841269841269841,0.8666666666666667,0.9523809523809523,0.9682539682539683,0.9523809523809523,0.9365079365079365,0.8571428571428571,0.9841269841269841,0.9682539682539683,0.9508196721311475,0.04257603448486443,0.09150679111480713,2667.541483259201,0.025852251052856445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
17,uniform,full,250,4,,1,0.9488,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9682539682539683,0.9047619047619048,0.9523809523809523,0.9206349206349206,0.9841269841269841,1.0,0.8852459016393442,0.03700028378486499,0.0968895435333252,2820.527901601791,0.02649035453796387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
18,uniform,full,250,8,,1,0.9536,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9682539682539683,0.9682539682539683,0.9523809523809523,0.9365079365079365,0.9682539682539683,1.0,0.8688524590163934,0.03575146703757203,0.10227229595184326,2974.563607764244,0.027124571800231933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
19,uniform,full,250,16,,1,0.952,0.9841269841269841,0.9,0.9523809523809523,0.9206349206349206,0.9682539682539683,0.9682539682539683,0.9047619047619048,0.9841269841269841,0.9841269841269841,0.9508196721311475,0.030894861368713347,0.10765504837036133,3132.641972923279,0.027755355834960936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
20,uniform,full,1000,1,,1,0.9584,0.9841269841269841,0.9166666666666666,0.9047619047619048,0.9523809523809523,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,1.0,0.9836065573770492,0.029928385213569823,0.1130378007888794,3747.67949757576,0.028389406204223634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
21,uniform,full,1000,4,,1,0.9392,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9523809523809523,0.9523809523809523,0.9047619047619048,0.8888888888888888,0.9841269841269841,0.9523809523809523,0.8852459016393442,0.035408224251985865,0.11842055320739746,4364.038497281074,0.029038453102111818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
22,uniform,full,1000,8,,1,0.9552,0.9841269841269841,0.9166666666666666,0.9365079365079365,0.9682539682539683,0.9682539682539683,0.9206349206349206,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.025137528711811255,0.12380330562591553,4983.006868195534,0.029674339294433593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
23,uniform,full,1000,16,,1,0.936,0.9206349206349206,0.9166666666666666,0.8888888888888888,0.9365079365079365,0.9523809523809523,0.9523809523809523,0.9365079365079365,0.9841269841269841,1.0,0.8688524590163934,0.03779758542369412,0.1291860580444336,5612.35743675232,0.030315756797790527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
24,distance,diagonal,100,1,,1,0.776,0.7619047619047619,0.7,0.7619047619047619,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8253968253968254,0.7619047619047619,0.8253968253968254,0.6885245901639344,0.04719270466031156,0.13456881046295166,5652.673377346992,0.03096029758453369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
25,distance,diagonal,100,4,,1,0.7712,0.7619047619047619,0.7,0.7619047619047619,0.7936507936507936,0.8095238095238095,0.8412698412698413,0.7936507936507936,0.7301587301587301,0.8253968253968254,0.6885245901639344,0.04907351951593016,0.13995156288146973,5693.652393126487,0.03160593509674072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
26,distance,diagonal,100,8,,1,0.7712,0.7936507936507936,0.7666666666666667,0.7936507936507936,0.8095238095238095,0.8095238095238095,0.7301587301587301,0.7619047619047619,0.7301587301587301,0.7777777777777778,0.7377049180327869,0.029302309270075735,0.1453343152999878,5735.4414246559145,0.03225219249725342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
27,distance,diagonal,100,16,,1,0.792,0.7619047619047619,0.7666666666666667,0.7619047619047619,0.7936507936507936,0.8253968253968254,0.7619047619047619,0.8412698412698413,0.7936507936507936,0.7619047619047619,0.8524590163934426,0.0338647729581379,0.15071706771850585,5777.940298271179,0.03290092945098877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
28,distance,diagonal,250,1,,1,0.7664,0.8095238095238095,0.6666666666666666,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.746031746031746,0.7936507936507936,0.7777777777777778,0.7619047619047619,0.6721311475409836,0.052510137095212926,0.15609982013702392,5881.163801503181,0.033550477027893065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
29,distance,diagonal,250,4,,1,0.776,0.8095238095238095,0.7166666666666667,0.7619047619047619,0.8095238095238095,0.8253968253968254,0.7936507936507936,0.7619047619047619,0.7936507936507936,0.7936507936507936,0.6885245901639344,0.04145961177014774,0.161482572555542,5984.855901789665,0.034196877479553224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
30,distance,diagonal,250,8,,1,0.7856,0.7619047619047619,0.7333333333333333,0.7936507936507936,0.8253968253968254,0.7777777777777778,0.7619047619047619,0.7936507936507936,0.7936507936507936,0.7619047619047619,0.8524590163934426,0.03275016385704545,0.16686532497406006,6089.1913535356525,0.034840631484985354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
31,distance,diagonal,250,16,,1,0.784,0.7936507936507936,0.7,0.7619047619047619,0.8253968253968254,0.8253968253968254,0.7936507936507936,0.7619047619047619,0.7936507936507936,0.8095238095238095,0.7704918032786885,0.035455862180194836,0.17224807739257814,6195.25815653801,0.03548343181610107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,balance-scale
