,error,knn__n_neighbors,mean,rca__chunk_size,rca__num_chunks,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038457632064819334,0.12720577716827391,0.0007221221923828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
1,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007691526412963867,0.17210071086883544,0.0014142751693725585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
2,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.0,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011537289619445801,0.2307278633117676,0.0020754098892211913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
3,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.0,1,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015383052825927734,0.3986577749252319,0.00275113582611084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
4,Cascading:Unable to make 1000 chunks of 1 examples each,1,0.0,1,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019228816032409668,0.4830202102661133,0.00275113582611084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
5,Cascading:Unable to make 1000 chunks of 1 examples each,1,0.9370529327610873,2,10,0.9154929577464789,0.9565217391304348,0.9714285714285714,0.9571428571428572,0.8714285714285714,0.9571428571428572,0.9285714285714286,0.8857142857142857,0.9714285714285714,0.9565217391304348,0.0337750725500969,0.023074579238891602,0.48963727951049807,0.0036148309707641603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
6,Cascading:Unable to make 1000 chunks of 1 examples each,1,0.9470672389127325,2,50,0.9154929577464789,0.9710144927536232,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9714285714285714,0.9285714285714286,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.021024204286449102,0.026920342445373537,0.5123631000518799,0.004431986808776855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
7,Cascading:Unable to make 1000 chunks of 1 examples each,1,0.9556509298998569,2,100,0.9295774647887324,0.9710144927536232,0.9571428571428572,0.9428571428571428,0.9428571428571428,0.9857142857142858,0.9571428571428572,0.9285714285714286,0.9857142857142858,0.9565217391304348,0.019466150649153934,0.030766105651855467,0.5607412099838257,0.005250620841979981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
8,Cascading:Unable to make 500 chunks of 2 examples each,1,0.0,2,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034611868858337405,0.6021219730377197,0.005250620841979981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
9,Cascading:Unable to make 1000 chunks of 2 examples each,1,0.0,2,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038457632064819336,0.6419668674468995,0.005250620841979981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
10,Cascading:Unable to make 1000 chunks of 2 examples each,1,0.9399141630901288,3,10,0.9295774647887324,0.9855072463768116,0.8857142857142857,0.9142857142857143,0.9428571428571428,0.9857142857142858,0.9285714285714286,0.9142857142857143,0.9714285714285714,0.9420289855072463,0.031095610133746468,0.04230339527130127,0.6487561702728272,0.0060733318328857425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
11,Cascading:Unable to make 1000 chunks of 2 examples each,1,0.9570815450643777,3,50,0.9577464788732394,1.0,0.9142857142857143,0.9571428571428572,0.9285714285714286,1.0,0.9571428571428572,0.9142857142857143,0.9714285714285714,0.9710144927536232,0.029257699806768452,0.046149158477783205,0.6647878885269165,0.00690007209777832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
12,Cascading:Unable to make 1000 chunks of 2 examples each,1,0.9556509298998569,3,100,0.9436619718309859,0.9710144927536232,0.9428571428571428,0.9571428571428572,0.9428571428571428,0.9714285714285714,0.9571428571428572,0.9285714285714286,0.9714285714285714,0.9710144927536232,0.014760613160917233,0.049994921684265135,0.7025972127914428,0.0077220678329467775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+RCA+kNN,breast-cancer-wisconsin
