,error,knn__n_neighbors,lsml__max_iter,lsml__num_constraints,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
0,,1,50,90,0.7744,0.8095238095238095,0.6833333333333333,0.7619047619047619,0.7936507936507936,0.7777777777777778,0.8095238095238095,0.8095238095238095,0.7619047619047619,0.7301587301587301,0.8032786885245902,0.03934278499282054,0.0038272857666015623,0.09266860485076904,0.0007631778717041016,stand+LSML+kNN,balance-scale
1,,1,50,180,0.7856,0.7777777777777778,0.7166666666666667,0.7936507936507936,0.7777777777777778,0.8253968253968254,0.7936507936507936,0.8412698412698413,0.746031746031746,0.7777777777777778,0.8032786885245902,0.034095978088107506,0.007654571533203125,0.16688237190246583,0.0014702320098876954,stand+LSML+kNN,balance-scale
2,,1,50,360,0.8016,0.8253968253968254,0.7,0.7936507936507936,0.7936507936507936,0.8412698412698413,0.8095238095238095,0.8253968253968254,0.7777777777777778,0.7777777777777778,0.8688524590163934,0.04344555183066971,0.011481857299804688,0.31186575889587403,0.00217742919921875,stand+LSML+kNN,balance-scale
3,,1,50,720,0.784,0.8095238095238095,0.7166666666666667,0.7777777777777778,0.7777777777777778,0.8412698412698413,0.7777777777777778,0.7936507936507936,0.8253968253968254,0.746031746031746,0.7704918032786885,0.034656599231187406,0.01530914306640625,0.5269110202789307,0.0028885364532470702,stand+LSML+kNN,balance-scale
4,,1,250,90,0.784,0.8095238095238095,0.6833333333333333,0.7936507936507936,0.7936507936507936,0.7936507936507936,0.8571428571428571,0.7777777777777778,0.8253968253968254,0.8095238095238095,0.6885245901639344,0.05284680038765087,0.019136428833007812,0.618110966682434,0.003599119186401367,stand+LSML+kNN,balance-scale
5,,1,250,180,0.7776,0.8253968253968254,0.75,0.7619047619047619,0.8095238095238095,0.7936507936507936,0.7936507936507936,0.7936507936507936,0.7936507936507936,0.7619047619047619,0.6885245901639344,0.0367713638518189,0.022963714599609376,0.7207731962203979,0.004300689697265625,stand+LSML+kNN,balance-scale
6,,1,250,360,0.792,0.8412698412698413,0.7333333333333333,0.7619047619047619,0.7777777777777778,0.8095238095238095,0.8888888888888888,0.8253968253968254,0.7936507936507936,0.7777777777777778,0.7049180327868853,0.050569116129361574,0.02679100036621094,0.8975353240966797,0.005008554458618164,stand+LSML+kNN,balance-scale
7,,1,250,720,0.8192,0.8571428571428571,0.75,0.7777777777777778,0.8253968253968254,0.8412698412698413,0.873015873015873,0.8253968253968254,0.7936507936507936,0.8095238095238095,0.8360655737704918,0.03526216782560138,0.0306182861328125,1.0842153549194335,0.005719184875488281,stand+LSML+kNN,balance-scale
8,,1,500,90,0.7776,0.8095238095238095,0.7,0.7936507936507936,0.8253968253968254,0.7777777777777778,0.8253968253968254,0.8095238095238095,0.7619047619047619,0.7936507936507936,0.6721311475409836,0.04950700772092256,0.034445571899414065,1.137825846672058,0.006423664093017578,stand+LSML+kNN,balance-scale
9,,1,500,180,0.7712,0.7301587301587301,0.7,0.8095238095238095,0.7777777777777778,0.8095238095238095,0.8095238095238095,0.7936507936507936,0.7777777777777778,0.7777777777777778,0.7213114754098361,0.03778915076713367,0.038272857666015625,1.1989281177520752,0.007123875617980957,stand+LSML+kNN,balance-scale
