,error,knn__n_neighbors,mean,nca__learn_rate,nca__max_iter,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,0.8509615384615384,0.1,50,0.9090909090909091,0.75,0.8095238095238095,0.8571428571428571,0.9047619047619048,0.7619047619047619,0.9047619047619048,0.8571428571428571,0.85,0.9,0.05611481776010144,0.0027770519256591795,156.7724782705307,0.0007687807083129883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NCA+kNN,sonar
1,,1,0.8557692307692307,0.1,250,0.9090909090909091,0.8,0.8095238095238095,0.8571428571428571,0.9523809523809523,0.6666666666666666,0.8095238095238095,0.9047619047619048,0.85,1.0,0.08863524305673107,0.005554103851318359,942.0629253864288,0.0014204740524291991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NCA+kNN,sonar
2,,1,0.8509615384615384,0.1,500,0.8636363636363636,0.85,0.8095238095238095,0.8571428571428571,0.9047619047619048,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.9,0.95,0.07145743874237376,0.00833115577697754,2502.9066480875017,0.0020707368850708006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NCA+kNN,sonar
3,,1,0.8365384615384616,0.1,1000,0.8636363636363636,0.8,0.8095238095238095,0.8095238095238095,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.9,0.95,0.07110342169088012,0.011108207702636718,5583.1266101837155,0.002724027633666992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NCA+kNN,sonar
4,,1,0.8509615384615384,0.01,50,0.9090909090909091,0.75,0.8095238095238095,0.8571428571428571,0.9047619047619048,0.7619047619047619,0.9047619047619048,0.8571428571428571,0.85,0.9,0.05611481776010144,0.013885259628295898,5740.955322647094,0.003374624252319336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NCA+kNN,sonar
5,,1,0.8557692307692307,0.01,250,0.9090909090909091,0.8,0.8095238095238095,0.8571428571428571,0.9523809523809523,0.6666666666666666,0.8095238095238095,0.9047619047619048,0.85,1.0,0.08863524305673107,0.01666231155395508,6517.115571832657,0.004025483131408691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NCA+kNN,sonar
6,,1,0.8509615384615384,0.01,500,0.8636363636363636,0.85,0.8095238095238095,0.8571428571428571,0.9047619047619048,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.9,0.95,0.07145743874237376,0.01943936347961426,8056.492579460144,0.004677700996398926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NCA+kNN,sonar
7,,1,0.8365384615384616,0.01,1000,0.8636363636363636,0.8,0.8095238095238095,0.8095238095238095,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.9,0.95,0.07110342169088012,0.022216415405273436,10617.337877821923,0.005340433120727539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NCA+kNN,sonar
8,,2,0.8028846153846154,0.1,50,0.8636363636363636,0.65,0.8571428571428571,0.8095238095238095,0.7619047619047619,0.6666666666666666,0.7619047619047619,0.8095238095238095,0.9,0.95,0.09115083298538143,0.024993467330932616,10774.110356092453,0.005989599227905274,0.9444444444444444,0.9354838709677419,0.9414893617021277,0.9518716577540107,0.9358288770053476,0.9411764705882353,0.9679144385026738,0.9411764705882353,0.946524064171123,0.9361702127659575,0.9468085106382979,0.009321975945321921,NCA+kNN,sonar
9,,2,0.8413461538461539,0.1,250,0.9090909090909091,0.75,0.8095238095238095,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.9047619047619048,0.9,1.0,0.08908760916315635,0.027770519256591797,11559.400803208351,0.006640219688415527,0.9909188034188035,0.9946236559139785,0.9840425531914894,0.9946524064171123,0.9946524064171123,0.983957219251337,0.9946524064171123,0.9946524064171123,0.9893048128342246,0.9840425531914894,0.9946808510638298,0.004788233678829123,NCA+kNN,sonar
