,error,knn__n_neighbors,lsml__max_iter,lsml__num_constraints,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
0,,1,50,90,0.7936,0.8253968253968254,0.7166666666666667,0.7777777777777778,0.8253968253968254,0.8095238095238095,0.8412698412698413,0.7777777777777778,0.8095238095238095,0.7777777777777778,0.7704918032786885,0.034645990593827454,0.0030197858810424804,0.12332386970520019,0.0007697105407714844,LSML+kNN,balance-scale
1,,1,50,180,0.7824,0.8253968253968254,0.7166666666666667,0.746031746031746,0.8412698412698413,0.8095238095238095,0.7936507936507936,0.7936507936507936,0.7936507936507936,0.7619047619047619,0.7377049180327869,0.03806439816994214,0.006039571762084961,0.212796950340271,0.0014671564102172851,LSML+kNN,balance-scale
2,,1,50,360,0.7904,0.8095238095238095,0.75,0.7936507936507936,0.8253968253968254,0.8095238095238095,0.7936507936507936,0.7936507936507936,0.8253968253968254,0.7142857142857143,0.7868852459016393,0.0326346172652902,0.00905935764312744,0.3475470066070557,0.0021648645401000977,LSML+kNN,balance-scale
3,,1,50,720,0.776,0.7301587301587301,0.6833333333333333,0.7936507936507936,0.8412698412698413,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.8095238095238095,0.7301587301587301,0.7540983606557377,0.046391613930813216,0.012079143524169922,0.607538890838623,0.002854466438293457,LSML+kNN,balance-scale
4,,1,250,90,0.7968,0.7301587301587301,0.75,0.8253968253968254,0.8095238095238095,0.8095238095238095,0.7777777777777778,0.8095238095238095,0.8253968253968254,0.8412698412698413,0.7868852459016393,0.03345087277964266,0.015098929405212402,0.6877442836761475,0.0035422563552856444,LSML+kNN,balance-scale
5,,1,250,180,0.7776,0.746031746031746,0.8166666666666667,0.7777777777777778,0.8412698412698413,0.7777777777777778,0.7777777777777778,0.8095238095238095,0.7301587301587301,0.7619047619047619,0.7377049180327869,0.03418249421447434,0.01811871528625488,0.7465045928955079,0.00422980785369873,LSML+kNN,balance-scale
6,,1,250,360,0.7808,0.8253968253968254,0.7666666666666667,0.746031746031746,0.7777777777777778,0.7936507936507936,0.8095238095238095,0.7936507936507936,0.7619047619047619,0.746031746031746,0.7868852459016393,0.024829025326345542,0.021138501167297364,0.8406717777252197,0.004911541938781738,LSML+kNN,balance-scale
7,,1,250,720,0.7856,0.8095238095238095,0.7333333333333333,0.7936507936507936,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.7301587301587301,0.7540983606557377,0.031285857386402965,0.024158287048339843,1.0104751110076904,0.005988812446594239,LSML+kNN,balance-scale
8,,1,500,90,0.784,0.8095238095238095,0.8166666666666667,0.746031746031746,0.7777777777777778,0.7777777777777778,0.8253968253968254,0.7936507936507936,0.746031746031746,0.7777777777777778,0.7704918032786885,0.02589803106352291,0.027178072929382326,1.0605710744857788,0.007459807395935059,LSML+kNN,balance-scale
9,,1,500,180,0.7904,0.8571428571428571,0.7833333333333333,0.7619047619047619,0.8253968253968254,0.7936507936507936,0.8095238095238095,0.7777777777777778,0.746031746031746,0.7619047619047619,0.7868852459016393,0.03141618270199777,0.030197858810424805,1.1141149759292603,0.008925747871398926,LSML+kNN,balance-scale
10,,1,500,360,0.7824,0.8095238095238095,0.6833333333333333,0.7936507936507936,0.8095238095238095,0.8253968253968254,0.8253968253968254,0.7936507936507936,0.7301587301587301,0.746031746031746,0.8032786885245902,0.04440979286818396,0.033217644691467284,1.1695396900177002,0.010394287109375,LSML+kNN,balance-scale
11,,1,500,720,0.7744,0.7936507936507936,0.7166666666666667,0.7619047619047619,0.8095238095238095,0.8253968253968254,0.8571428571428571,0.7619047619047619,0.7142857142857143,0.746031746031746,0.7540983606557377,0.044188484253904314,0.03623743057250976,1.3263006448745727,0.011863303184509278,LSML+kNN,balance-scale
12,,1,1000,90,0.7824,0.8253968253968254,0.7166666666666667,0.7936507936507936,0.8412698412698413,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.7301587301587301,0.7377049180327869,0.040625860167680224,0.03925721645355225,1.3678945541381835,0.01333928108215332,LSML+kNN,balance-scale
13,,1,1000,180,0.7936,0.8095238095238095,0.8166666666666667,0.7777777777777778,0.7936507936507936,0.8412698412698413,0.8095238095238095,0.746031746031746,0.7936507936507936,0.746031746031746,0.8032786885245902,0.028602316627356822,0.04227700233459473,1.4160339117050171,0.014804840087890625,LSML+kNN,balance-scale
14,,1,1000,360,0.7872,0.8095238095238095,0.7666666666666667,0.7619047619047619,0.7777777777777778,0.7777777777777778,0.8412698412698413,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.7704918032786885,0.02473797536279366,0.04529678821563721,1.4888993740081786,0.016273069381713866,LSML+kNN,balance-scale
15,,1,1000,720,0.7872,0.8253968253968254,0.8,0.746031746031746,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.7936507936507936,0.7777777777777778,0.7540983606557377,0.0249437756136234,0.048316574096679686,1.6082828283309936,0.0177462100982666,LSML+kNN,balance-scale
16,,2,50,90,0.7248,0.746031746031746,0.6,0.7936507936507936,0.7619047619047619,0.7936507936507936,0.7619047619047619,0.6984126984126984,0.6666666666666666,0.7142857142857143,0.7049180327868853,0.0573040247191595,0.051336359977722165,1.731606698036194,0.019210457801818848,LSML+kNN,balance-scale
17,,2,50,180,0.7216,0.8095238095238095,0.65,0.746031746031746,0.7619047619047619,0.7301587301587301,0.746031746031746,0.7142857142857143,0.6825396825396826,0.7142857142857143,0.6557377049180327,0.04660067042312388,0.05435614585876465,1.8210797786712647,0.02067434787750244,LSML+kNN,balance-scale
18,,2,50,360,0.7168,0.746031746031746,0.6,0.7777777777777778,0.7619047619047619,0.7619047619047619,0.746031746031746,0.6984126984126984,0.6666666666666666,0.7142857142857143,0.6885245901639344,0.051760496781857165,0.05737593173980713,1.9558298349380494,0.022139573097229005,LSML+kNN,balance-scale
19,,2,50,720,0.7216,0.6984126984126984,0.5833333333333334,0.7619047619047619,0.7777777777777778,0.7777777777777778,0.7619047619047619,0.6825396825396826,0.6825396825396826,0.7142857142857143,0.7704918032786885,0.05891429967111387,0.06039571762084961,2.215821719169617,0.02326045036315918,LSML+kNN,balance-scale
20,,2,250,90,0.7264,0.6984126984126984,0.65,0.746031746031746,0.7619047619047619,0.8095238095238095,0.7777777777777778,0.6984126984126984,0.746031746031746,0.6984126984126984,0.6721311475409836,0.04765470001711041,0.0634155035018921,2.296027112007141,0.023890066146850585,LSML+kNN,balance-scale
21,,2,250,180,0.7296,0.6984126984126984,0.6833333333333333,0.7619047619047619,0.7777777777777778,0.7301587301587301,0.7619047619047619,0.6984126984126984,0.7777777777777778,0.7142857142857143,0.6885245901639344,0.035687659823806506,0.06643528938293457,2.3547874212265016,0.024520611763000487,LSML+kNN,balance-scale
22,,2,250,360,0.72,0.746031746031746,0.6166666666666667,0.6666666666666666,0.746031746031746,0.7142857142857143,0.7777777777777778,0.7142857142857143,0.6984126984126984,0.7777777777777778,0.7377049180327869,0.047325417222757904,0.06945507526397705,2.4489546060562133,0.025154590606689453,LSML+kNN,balance-scale
23,,2,250,720,0.7296,0.8095238095238095,0.6166666666666667,0.6984126984126984,0.746031746031746,0.7936507936507936,0.7777777777777778,0.6825396825396826,0.7142857142857143,0.7301587301587301,0.7213114754098361,0.054150749087680417,0.07247486114501953,2.618757939338684,0.0257901668548584,LSML+kNN,balance-scale
24,,2,500,90,0.7264,0.7777777777777778,0.6333333333333333,0.746031746031746,0.6984126984126984,0.746031746031746,0.7936507936507936,0.6984126984126984,0.7301587301587301,0.7301587301587301,0.7049180327868853,0.04318362508997879,0.07549464702606201,2.6688539028167724,0.026424503326416014,LSML+kNN,balance-scale
25,,2,500,180,0.728,0.7142857142857143,0.6,0.746031746031746,0.7619047619047619,0.7301587301587301,0.8095238095238095,0.6825396825396826,0.7301587301587301,0.746031746031746,0.7540983606557377,0.052699473482533676,0.0785144329071045,2.722397804260254,0.027050375938415527,LSML+kNN,balance-scale
26,,2,500,360,0.7296,0.746031746031746,0.6333333333333333,0.746031746031746,0.746031746031746,0.746031746031746,0.7301587301587301,0.7301587301587301,0.7619047619047619,0.7142857142857143,0.7377049180327869,0.034190418425965395,0.08153421878814697,2.7778225183486938,0.027681350708007812,LSML+kNN,balance-scale
27,,2,500,720,0.7248,0.7142857142857143,0.65,0.7619047619047619,0.746031746031746,0.7777777777777778,0.7619047619047619,0.746031746031746,0.6984126984126984,0.7301587301587301,0.6557377049180327,0.042022173843325454,0.08455400466918946,2.9345834732055662,0.028319883346557616,LSML+kNN,balance-scale
28,,2,1000,90,0.7104,0.7142857142857143,0.6333333333333333,0.746031746031746,0.746031746031746,0.7301587301587301,0.746031746031746,0.6825396825396826,0.6825396825396826,0.7142857142857143,0.7049180327868853,0.03427784862379574,0.08757379055023193,2.976177382469177,0.028946828842163087,LSML+kNN,balance-scale
29,,2,1000,180,0.7184,0.7936507936507936,0.6333333333333333,0.6666666666666666,0.746031746031746,0.7777777777777778,0.7301587301587301,0.746031746031746,0.6666666666666666,0.7142857142857143,0.7049180327868853,0.04862036107769714,0.09059357643127441,3.024316740036011,0.02957887649536133,LSML+kNN,balance-scale
30,,2,1000,360,0.7376,0.8253968253968254,0.6833333333333333,0.7301587301587301,0.746031746031746,0.746031746031746,0.7301587301587301,0.7301587301587301,0.7619047619047619,0.6984126984126984,0.7213114754098361,0.036540635141668755,0.0936133623123169,3.097182202339172,0.030205368995666504,LSML+kNN,balance-scale
31,,2,1000,720,0.7264,0.746031746031746,0.6333333333333333,0.7619047619047619,0.746031746031746,0.7619047619047619,0.7777777777777778,0.7142857142857143,0.6825396825396826,0.7301587301587301,0.7049180327868853,0.04139630292875001,0.09663314819335937,3.216565656661987,0.03083360195159912,LSML+kNN,balance-scale
32,,4,50,90,0.8016,0.8253968253968254,0.7,0.8253968253968254,0.8412698412698413,0.7936507936507936,0.873015873015873,0.8095238095238095,0.8095238095238095,0.746031746031746,0.7868852459016393,0.04649662859784893,0.09965293407440186,3.3398895263671875,0.03158679008483887,LSML+kNN,balance-scale
