,error,knn__n_neighbors,lfda__k,lfda__metric,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
0,,1,1,weighted,0.949928469241774,0.9154929577464789,0.9565217391304348,0.9428571428571428,0.9571428571428572,0.9571428571428572,0.9714285714285714,0.9428571428571428,0.9142857142857143,1.0,0.9420289855072463,0.02394906213335999,0.0011577606201171875,0.19272184371948242,0.0007126331329345703,LFDA+kNN,breast-cancer-wisconsin
1,,1,1,orthonormalized,0.9570815450643777,0.9577464788732394,0.9565217391304348,0.9285714285714286,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9285714285714286,0.9857142857142858,0.9565217391304348,0.01807318808066627,0.0011577606201171875,0.0837409496307373,0.0006372928619384766,LFDA+kNN,breast-cancer-wisconsin
2,,1,2,weighted,0.9542203147353362,0.9295774647887324,0.9420289855072463,0.9428571428571428,0.9571428571428572,0.9571428571428572,1.0,0.9714285714285714,0.9142857142857143,0.9857142857142858,0.9420289855072463,0.02455458705543886,0.0011577606201171875,0.14156627655029297,0.0006368160247802734,LFDA+kNN,breast-cancer-wisconsin
3,,1,2,orthonormalized,0.9570815450643777,0.9577464788732394,0.9565217391304348,0.9285714285714286,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.019231472914709336,0.0011577606201171875,0.1342756748199463,0.0006487369537353516,LFDA+kNN,breast-cancer-wisconsin
4,,1,3,weighted,0.9484978540772532,0.9014084507042254,0.9565217391304348,0.9428571428571428,0.9571428571428572,0.9571428571428572,0.9714285714285714,0.9428571428571428,0.9142857142857143,1.0,0.9420289855072463,0.02624015883085708,0.0011577606201171875,0.06750130653381348,0.0007550716400146484,LFDA+kNN,breast-cancer-wisconsin
5,,1,3,orthonormalized,0.9542203147353362,0.9577464788732394,0.9420289855072463,0.9142857142857143,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9285714285714286,0.9857142857142858,0.9565217391304348,0.02104366193364359,0.0011577606201171875,0.09915781021118164,0.0007631778717041016,LFDA+kNN,breast-cancer-wisconsin
6,,1,4,weighted,0.9513590844062947,0.9295774647887324,0.9565217391304348,0.9428571428571428,0.9428571428571428,0.9571428571428572,1.0,0.9571428571428572,0.9142857142857143,0.9857142857142858,0.927536231884058,0.024901292001761013,0.0011577606201171875,0.09630250930786133,0.0007486343383789062,LFDA+kNN,breast-cancer-wisconsin
7,,1,4,orthonormalized,0.9542203147353362,0.9577464788732394,0.9420289855072463,0.9285714285714286,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.019065072398423175,0.0011577606201171875,0.190962553024292,0.0007562637329101562,LFDA+kNN,breast-cancer-wisconsin
8,,1,5,weighted,0.9513590844062947,0.9014084507042254,0.9565217391304348,0.9428571428571428,0.9571428571428572,0.9571428571428572,0.9714285714285714,0.9714285714285714,0.9142857142857143,1.0,0.9420289855072463,0.027007139618539254,0.0011577606201171875,0.11760473251342773,0.0007517337799072266,LFDA+kNN,breast-cancer-wisconsin
9,,1,5,orthonormalized,0.9542203147353362,0.9577464788732394,0.9420289855072463,0.9285714285714286,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.019065072398423175,0.0011577606201171875,0.0902719497680664,0.0007586479187011719,LFDA+kNN,breast-cancer-wisconsin
10,,1,6,weighted,0.9513590844062947,0.9295774647887324,0.9565217391304348,0.9428571428571428,0.9428571428571428,0.9428571428571428,1.0,0.9571428571428572,0.9142857142857143,1.0,0.927536231884058,0.027249281145542235,0.0011577606201171875,0.09480834007263184,0.0007519721984863281,LFDA+kNN,breast-cancer-wisconsin
11,,1,6,orthonormalized,0.9585121602288984,0.9577464788732394,0.9565217391304348,0.9285714285714286,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9565217391304348,0.018579287811024997,0.0011577606201171875,0.08912444114685059,0.0007555484771728516,LFDA+kNN,breast-cancer-wisconsin
12,,1,7,weighted,0.9484978540772532,0.9014084507042254,0.9565217391304348,0.9428571428571428,0.9571428571428572,0.9571428571428572,0.9714285714285714,0.9714285714285714,0.9142857142857143,0.9857142857142858,0.927536231884058,0.025513955224625566,0.0011577606201171875,0.09700989723205566,0.0007317066192626953,LFDA+kNN,breast-cancer-wisconsin
13,,1,7,orthonormalized,0.9570815450643777,0.9577464788732394,0.9420289855072463,0.9285714285714286,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9565217391304348,0.019231472914709336,0.0011577606201171875,0.0993812084197998,0.0007493495941162109,LFDA+kNN,breast-cancer-wisconsin
14,,1,8,weighted,0.9513590844062947,0.9295774647887324,0.9565217391304348,0.9428571428571428,0.9428571428571428,0.9428571428571428,1.0,0.9714285714285714,0.9142857142857143,0.9857142857142858,0.927536231884058,0.02570779395217682,0.0011577606201171875,0.07465767860412598,0.0007536411285400391,LFDA+kNN,breast-cancer-wisconsin
15,,1,8,orthonormalized,0.9542203147353362,0.9577464788732394,0.9420289855072463,0.9142857142857143,0.9571428571428572,0.9571428571428572,0.9857142857142858,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.02204372847657479,0.0011577606201171875,0.04472756385803223,0.0007584095001220703,LFDA+kNN,breast-cancer-wisconsin
16,,2,1,weighted,0.9399141630901288,0.9154929577464789,0.927536231884058,0.9428571428571428,0.9428571428571428,0.9571428571428572,0.9714285714285714,0.9285714285714286,0.8857142857142857,1.0,0.927536231884058,0.029810605248159677,0.0011577606201171875,0.19272184371948242,0.0007550716400146484,LFDA+kNN,breast-cancer-wisconsin
17,,2,1,orthonormalized,0.944206008583691,0.9436619718309859,0.9130434782608695,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9857142857142858,0.9285714285714286,0.9142857142857143,1.0,0.927536231884058,0.02688915033760534,0.0011577606201171875,0.0837409496307373,0.0006256103515625,LFDA+kNN,breast-cancer-wisconsin
18,,2,2,weighted,0.9427753934191703,0.9295774647887324,0.927536231884058,0.9428571428571428,0.9142857142857143,0.9428571428571428,0.9857142857142858,0.9428571428571428,0.9142857142857143,0.9857142857142858,0.9420289855072463,0.023911952987652776,0.0011577606201171875,0.14156627655029297,0.0006368160247802734,LFDA+kNN,breast-cancer-wisconsin
19,,2,2,orthonormalized,0.9470672389127325,0.9436619718309859,0.9130434782608695,0.9428571428571428,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9428571428571428,0.9142857142857143,1.0,0.927536231884058,0.026599649680335926,0.0011577606201171875,0.1342756748199463,0.0006442070007324219,LFDA+kNN,breast-cancer-wisconsin
20,,2,3,weighted,0.9399141630901288,0.9154929577464789,0.927536231884058,0.9571428571428572,0.9428571428571428,0.9571428571428572,0.9714285714285714,0.9285714285714286,0.8857142857142857,1.0,0.9130434782608695,0.03121490775131105,0.0011577606201171875,0.06750130653381348,0.0006444454193115234,LFDA+kNN,breast-cancer-wisconsin
21,,2,3,orthonormalized,0.9456366237482118,0.9436619718309859,0.9130434782608695,0.9428571428571428,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9285714285714286,0.9142857142857143,1.0,0.927536231884058,0.027161238265022182,0.0011577606201171875,0.09915781021118164,0.0006351470947265625,LFDA+kNN,breast-cancer-wisconsin
22,,2,4,weighted,0.944206008583691,0.9436619718309859,0.9420289855072463,0.9571428571428572,0.9,0.9428571428571428,1.0,0.9428571428571428,0.9142857142857143,0.9857142857142858,0.9130434782608695,0.029719386659383625,0.0011577606201171875,0.09630250930786133,0.0006356239318847656,LFDA+kNN,breast-cancer-wisconsin
23,,2,4,orthonormalized,0.9470672389127325,0.9436619718309859,0.9130434782608695,0.9428571428571428,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9428571428571428,0.9142857142857143,1.0,0.927536231884058,0.026599649680335926,0.0011577606201171875,0.190962553024292,0.001069784164428711,LFDA+kNN,breast-cancer-wisconsin
24,,2,5,weighted,0.9427753934191703,0.9154929577464789,0.927536231884058,0.9571428571428572,0.9428571428571428,0.9571428571428572,0.9714285714285714,0.9571428571428572,0.8857142857142857,1.0,0.9130434782608695,0.03135514739152244,0.0011577606201171875,0.11760473251342773,0.0006396770477294922,LFDA+kNN,breast-cancer-wisconsin
25,,2,5,orthonormalized,0.9456366237482118,0.9436619718309859,0.9130434782608695,0.9428571428571428,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9285714285714286,0.9142857142857143,1.0,0.927536231884058,0.027161238265022182,0.0011577606201171875,0.0902719497680664,0.0006492137908935547,LFDA+kNN,breast-cancer-wisconsin
26,,2,6,weighted,0.9470672389127325,0.9436619718309859,0.927536231884058,0.9571428571428572,0.9142857142857143,0.9428571428571428,1.0,0.9571428571428572,0.9142857142857143,1.0,0.9130434782608695,0.03086161567870789,0.0011577606201171875,0.09480834007263184,0.0006465911865234375,LFDA+kNN,breast-cancer-wisconsin
27,,2,6,orthonormalized,0.944206008583691,0.9436619718309859,0.9130434782608695,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9857142857142858,0.9428571428571428,0.9142857142857143,0.9857142857142858,0.927536231884058,0.023659270904993944,0.0011577606201171875,0.08912444114685059,0.0006515979766845703,LFDA+kNN,breast-cancer-wisconsin
28,,2,7,weighted,0.9399141630901288,0.9154929577464789,0.927536231884058,0.9714285714285714,0.9285714285714286,0.9428571428571428,0.9714285714285714,0.9428571428571428,0.9,0.9857142857142858,0.9130434782608695,0.027008748707394517,0.0011577606201171875,0.09700989723205566,0.000652313232421875,LFDA+kNN,breast-cancer-wisconsin
29,,2,7,orthonormalized,0.944206008583691,0.9436619718309859,0.9130434782608695,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9857142857142858,0.9428571428571428,0.9142857142857143,0.9857142857142858,0.927536231884058,0.023659270904993944,0.0011577606201171875,0.0993812084197998,0.0006449222564697266,LFDA+kNN,breast-cancer-wisconsin
30,,2,8,weighted,0.9427753934191703,0.9295774647887324,0.9420289855072463,0.9428571428571428,0.9285714285714286,0.9428571428571428,0.9857142857142858,0.9571428571428572,0.9142857142857143,0.9857142857142858,0.8985507246376812,0.02652902547852712,0.0011577606201171875,0.07465767860412598,0.0006439685821533203,LFDA+kNN,breast-cancer-wisconsin
31,,2,8,orthonormalized,0.944206008583691,0.9436619718309859,0.9130434782608695,0.9428571428571428,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9285714285714286,0.9142857142857143,0.9857142857142858,0.927536231884058,0.024506681258108065,0.0011577606201171875,0.04472756385803223,0.0006582736968994141,LFDA+kNN,breast-cancer-wisconsin
32,,4,1,weighted,0.9670958512160229,0.9436619718309859,0.9855072463768116,0.9857142857142858,0.9714285714285714,0.9571428571428572,1.0,0.9571428571428572,0.9142857142857143,0.9857142857142858,0.9710144927536232,0.02384370274801605,0.0011577606201171875,0.19272184371948242,0.0006473064422607422,LFDA+kNN,breast-cancer-wisconsin
33,,4,1,orthonormalized,0.9613733905579399,0.9436619718309859,0.9420289855072463,0.9857142857142858,0.9714285714285714,0.9571428571428572,1.0,0.9571428571428572,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.02225295687249738,0.0011577606201171875,0.0837409496307373,0.0006320476531982422,LFDA+kNN,breast-cancer-wisconsin
34,,4,2,weighted,0.9599427753934192,0.9436619718309859,0.9710144927536232,0.9714285714285714,0.9142857142857143,0.9714285714285714,0.9857142857142858,0.9571428571428572,0.9142857142857143,1.0,0.9710144927536232,0.026869635823550123,0.0011577606201171875,0.14156627655029297,0.0006549358367919922,LFDA+kNN,breast-cancer-wisconsin
35,,4,2,orthonormalized,0.9628040057224606,0.9436619718309859,0.9420289855072463,0.9857142857142858,0.9714285714285714,0.9571428571428572,1.0,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.022395531254801836,0.0011577606201171875,0.1342756748199463,0.0006468296051025391,LFDA+kNN,breast-cancer-wisconsin
36,,4,3,weighted,0.9628040057224606,0.9436619718309859,0.9710144927536232,0.9857142857142858,0.9714285714285714,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9142857142857143,0.9857142857142858,0.9565217391304348,0.021308296750228665,0.0011577606201171875,0.06750130653381348,0.0006785392761230469,LFDA+kNN,breast-cancer-wisconsin
37,,4,3,orthonormalized,0.9628040057224606,0.9436619718309859,0.9420289855072463,0.9857142857142858,0.9714285714285714,0.9571428571428572,1.0,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.022395531254801836,0.0011577606201171875,0.09915781021118164,0.0006387233734130859,LFDA+kNN,breast-cancer-wisconsin
38,,4,4,weighted,0.9585121602288984,0.9436619718309859,0.9710144927536232,0.9714285714285714,0.9428571428571428,0.9571428571428572,1.0,0.9428571428571428,0.9142857142857143,1.0,0.9420289855072463,0.025895669671573585,0.0011577606201171875,0.09630250930786133,0.0006411075592041016,LFDA+kNN,breast-cancer-wisconsin
39,,4,4,orthonormalized,0.9628040057224606,0.9436619718309859,0.9420289855072463,0.9857142857142858,0.9714285714285714,0.9571428571428572,1.0,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.022395531254801836,0.0011577606201171875,0.190962553024292,0.0006437301635742188,LFDA+kNN,breast-cancer-wisconsin
40,,4,5,weighted,0.9628040057224606,0.9436619718309859,0.9855072463768116,0.9857142857142858,0.9571428571428572,0.9571428571428572,1.0,0.9571428571428572,0.9142857142857143,0.9857142857142858,0.9420289855072463,0.02489361617945465,0.0011577606201171875,0.11760473251342773,0.0006604194641113281,LFDA+kNN,breast-cancer-wisconsin
41,,4,5,orthonormalized,0.9628040057224606,0.9436619718309859,0.9420289855072463,0.9857142857142858,0.9714285714285714,0.9571428571428572,1.0,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.022395531254801836,0.0011577606201171875,0.0902719497680664,0.0006587505340576172,LFDA+kNN,breast-cancer-wisconsin
42,,4,6,weighted,0.9628040057224606,0.9436619718309859,0.9710144927536232,0.9714285714285714,0.9428571428571428,0.9714285714285714,1.0,0.9571428571428572,0.9,1.0,0.9710144927536232,0.027912963241720972,0.0011577606201171875,0.09480834007263184,0.0006434917449951172,LFDA+kNN,breast-cancer-wisconsin
43,,4,6,orthonormalized,0.9628040057224606,0.9436619718309859,0.9420289855072463,0.9857142857142858,0.9714285714285714,0.9571428571428572,1.0,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.022395531254801836,0.0011577606201171875,0.08912444114685059,0.0006856918334960938,LFDA+kNN,breast-cancer-wisconsin
44,,4,7,weighted,0.9628040057224606,0.9436619718309859,0.9710144927536232,0.9714285714285714,0.9428571428571428,0.9571428571428572,1.0,0.9571428571428572,0.9142857142857143,1.0,0.9710144927536232,0.02481669218109492,0.0011577606201171875,0.09700989723205566,0.000659942626953125,LFDA+kNN,breast-cancer-wisconsin
45,,4,7,orthonormalized,0.9628040057224606,0.9436619718309859,0.9420289855072463,0.9857142857142858,0.9714285714285714,0.9571428571428572,1.0,0.9714285714285714,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.022395531254801836,0.0011577606201171875,0.0993812084197998,0.0006470680236816406,LFDA+kNN,breast-cancer-wisconsin
46,,4,8,weighted,0.9570815450643777,0.9436619718309859,0.9710144927536232,0.9714285714285714,0.9142857142857143,0.9571428571428572,0.9857142857142858,0.9571428571428572,0.9,1.0,0.9710144927536232,0.029198908261912206,0.0011577606201171875,0.07465767860412598,0.0006735324859619141,LFDA+kNN,breast-cancer-wisconsin
