,error,knn__n_neighbors,lmnn__k,lmnn__learn_rate,lmnn__max_iter,lmnn__regularization,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
0,,1,1,1e-07,50,0.1,0.7776,0.7936507936507936,0.7,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.7777777777777778,0.7619047619047619,0.8253968253968254,0.7301587301587301,0.7704918032786885,0.03661399596793638,0.001453399658203125,0.431926965713501,0.0024793148040771484,stand+LMNN+kNN,balance-scale
1,,1,1,1e-07,50,0.5,0.7888,0.7936507936507936,0.7333333333333333,0.8095238095238095,0.7777777777777778,0.8253968253968254,0.8412698412698413,0.7619047619047619,0.7936507936507936,0.7777777777777778,0.7704918032786885,0.02990983765903217,0.001453399658203125,0.32169508934020996,0.002506732940673828,stand+LMNN+kNN,balance-scale
2,,1,1,1e-07,50,0.9,0.7968,0.8412698412698413,0.7,0.7936507936507936,0.8095238095238095,0.8571428571428571,0.7619047619047619,0.8253968253968254,0.7936507936507936,0.7777777777777778,0.8032786885245902,0.041962045395874226,0.001453399658203125,0.3930215835571289,0.002486705780029297,stand+LMNN+kNN,balance-scale
3,,1,1,1e-07,250,0.1,0.8016,0.8412698412698413,0.7166666666666667,0.8095238095238095,0.7936507936507936,0.873015873015873,0.8253968253968254,0.7777777777777778,0.7936507936507936,0.7777777777777778,0.8032786885245902,0.039723130999399864,0.001453399658203125,0.6867296695709229,0.002473115921020508,stand+LMNN+kNN,balance-scale
4,,1,1,1e-07,250,0.5,0.7904,0.8253968253968254,0.6833333333333333,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.7777777777777778,0.7704918032786885,0.03883244781395647,0.001453399658203125,0.604102611541748,0.002872943878173828,stand+LMNN+kNN,balance-scale
5,,1,1,1e-07,250,0.9,0.7872,0.8571428571428571,0.7,0.7936507936507936,0.8095238095238095,0.8253968253968254,0.7777777777777778,0.746031746031746,0.7619047619047619,0.7936507936507936,0.8032786885245902,0.0414934561211973,0.001453399658203125,0.5316202640533447,0.0024814605712890625,stand+LMNN+kNN,balance-scale
6,,1,1,1e-07,500,0.1,0.8016,0.8253968253968254,0.75,0.7936507936507936,0.8095238095238095,0.8095238095238095,0.7777777777777778,0.8253968253968254,0.8253968253968254,0.8095238095238095,0.7868852459016393,0.023229601740546453,0.001453399658203125,1.0206944942474365,0.0024750232696533203,stand+LMNN+kNN,balance-scale
7,,1,1,1e-07,500,0.5,0.7984,0.8095238095238095,0.75,0.7777777777777778,0.8253968253968254,0.8412698412698413,0.7619047619047619,0.8095238095238095,0.8412698412698413,0.7777777777777778,0.7868852459016393,0.030510398961875154,0.001453399658203125,0.9632647037506104,0.0024759769439697266,stand+LMNN+kNN,balance-scale
8,,1,1,1e-07,500,0.9,0.7952,0.8095238095238095,0.7833333333333333,0.8095238095238095,0.7777777777777778,0.8253968253968254,0.7936507936507936,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.7868852459016393,0.017759937478117167,0.001453399658203125,1.0422673225402832,0.002477884292602539,stand+LMNN+kNN,balance-scale
9,,1,1,1e-07,1000,0.1,0.8112,0.8095238095238095,0.7,0.7936507936507936,0.9206349206349206,0.8412698412698413,0.8095238095238095,0.8253968253968254,0.8095238095238095,0.7936507936507936,0.8032786885245902,0.05111872041475342,0.001453399658203125,1.5672938823699951,0.0024518966674804688,stand+LMNN+kNN,balance-scale
10,,1,1,1e-07,1000,0.5,0.8,0.8253968253968254,0.7,0.8253968253968254,0.7936507936507936,0.8095238095238095,0.8095238095238095,0.7777777777777778,0.8571428571428571,0.7936507936507936,0.8032786885245902,0.039140441709198386,0.001453399658203125,1.5667219161987305,0.001066446304321289,stand+LMNN+kNN,balance-scale
11,,1,1,1e-07,1000,0.9,0.784,0.8095238095238095,0.75,0.8095238095238095,0.7936507936507936,0.8571428571428571,0.8253968253968254,0.7936507936507936,0.7619047619047619,0.7301587301587301,0.7049180327868853,0.043986491244454626,0.001453399658203125,1.2442467212677002,0.0011293888092041016,stand+LMNN+kNN,balance-scale
12,,1,2,1e-07,50,0.1,0.7952,0.8571428571428571,0.7333333333333333,0.7936507936507936,0.8095238095238095,0.8571428571428571,0.7777777777777778,0.7936507936507936,0.8412698412698413,0.7301587301587301,0.7540983606557377,0.044782987638849046,0.001453399658203125,0.3291144371032715,0.001081228256225586,stand+LMNN+kNN,balance-scale
13,,1,2,1e-07,50,0.5,0.7776,0.8095238095238095,0.7166666666666667,0.7936507936507936,0.7777777777777778,0.8095238095238095,0.7777777777777778,0.7936507936507936,0.7619047619047619,0.746031746031746,0.7868852459016393,0.027558811481598118,0.001453399658203125,0.4332888126373291,0.0010695457458496094,stand+LMNN+kNN,balance-scale
14,,1,2,1e-07,50,0.9,0.792,0.873015873015873,0.7,0.7936507936507936,0.8095238095238095,0.8253968253968254,0.7777777777777778,0.8253968253968254,0.7936507936507936,0.7619047619047619,0.7540983606557377,0.04484664160633151,0.001453399658203125,0.3450794219970703,0.0010666847229003906,stand+LMNN+kNN,balance-scale
15,,1,2,1e-07,250,0.1,0.8016,0.8095238095238095,0.75,0.8095238095238095,0.8095238095238095,0.8412698412698413,0.7619047619047619,0.8253968253968254,0.8095238095238095,0.8095238095238095,0.7868852459016393,0.026282807627181083,0.001453399658203125,0.8700807094573975,0.001071929931640625,stand+LMNN+kNN,balance-scale
16,,1,2,1e-07,250,0.5,0.7776,0.7936507936507936,0.7166666666666667,0.8095238095238095,0.7777777777777778,0.8095238095238095,0.746031746031746,0.8095238095238095,0.7936507936507936,0.746031746031746,0.7704918032786885,0.030542110806799697,0.001453399658203125,1.0526094436645508,0.0010688304901123047,stand+LMNN+kNN,balance-scale
17,,1,2,1e-07,250,0.9,0.7952,0.8412698412698413,0.6833333333333333,0.7936507936507936,0.8253968253968254,0.8412698412698413,0.7936507936507936,0.7936507936507936,0.8253968253968254,0.7777777777777778,0.7704918032786885,0.04415903331803219,0.001453399658203125,1.0479636192321777,0.0010714530944824219,stand+LMNN+kNN,balance-scale
18,,1,2,1e-07,500,0.1,0.7968,0.8095238095238095,0.7833333333333333,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.8095238095238095,0.8253968253968254,0.7777777777777778,0.7868852459016393,0.01826023515828551,0.001453399658203125,1.3168611526489258,0.0010581016540527344,stand+LMNN+kNN,balance-scale
19,,1,2,1e-07,500,0.5,0.7952,0.7936507936507936,0.75,0.7936507936507936,0.8095238095238095,0.8253968253968254,0.7936507936507936,0.7619047619047619,0.8412698412698413,0.7777777777777778,0.8032786885245902,0.026012886508242006,0.001453399658203125,1.864042043685913,0.0012998580932617188,stand+LMNN+kNN,balance-scale
20,,1,2,1e-07,500,0.9,0.8016,0.8253968253968254,0.7166666666666667,0.8095238095238095,0.8253968253968254,0.8571428571428571,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.7777777777777778,0.7868852459016393,0.03530551637797421,0.001453399658203125,1.1060328483581543,0.001068115234375,stand+LMNN+kNN,balance-scale
21,,1,2,1e-07,1000,0.1,0.8192,0.9206349206349206,0.7166666666666667,0.8095238095238095,0.7936507936507936,0.8253968253968254,0.8412698412698413,0.8571428571428571,0.873015873015873,0.7777777777777778,0.7704918032786885,0.05522133758358501,0.001453399658203125,2.431299924850464,0.0010712146759033203,stand+LMNN+kNN,balance-scale
22,,1,2,1e-07,1000,0.5,0.8032,0.8412698412698413,0.7166666666666667,0.7936507936507936,0.8095238095238095,0.873015873015873,0.7619047619047619,0.8095238095238095,0.8253968253968254,0.7936507936507936,0.8032786885245902,0.04033639618066679,0.001453399658203125,2.7693161964416504,0.001074075698852539,stand+LMNN+kNN,balance-scale
23,,1,2,1e-07,1000,0.9,0.7888,0.8253968253968254,0.7166666666666667,0.7777777777777778,0.7936507936507936,0.8095238095238095,0.7936507936507936,0.7936507936507936,0.8412698412698413,0.7619047619047619,0.7704918032786885,0.03312720464751447,0.001453399658203125,3.8318305015563965,0.0010797977447509766,stand+LMNN+kNN,balance-scale
24,,1,4,1e-07,50,0.1,0.7856,0.7777777777777778,0.7166666666666667,0.7936507936507936,0.7777777777777778,0.8253968253968254,0.7777777777777778,0.8253968253968254,0.8412698412698413,0.7301587301587301,0.7868852459016393,0.037869806477775575,0.001453399658203125,0.6221601963043213,0.0010612010955810547,stand+LMNN+kNN,balance-scale
25,,1,4,1e-07,50,0.5,0.7872,0.7777777777777778,0.7333333333333333,0.7936507936507936,0.7936507936507936,0.8412698412698413,0.7301587301587301,0.8095238095238095,0.8253968253968254,0.746031746031746,0.819672131147541,0.03735940942050183,0.001453399658203125,0.679781436920166,0.001058340072631836,stand+LMNN+kNN,balance-scale
