,error,knn__n_neighbors,lsml__max_iter,lsml__num_constraints,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,50,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.00393373966217041,0.09261150360107422,0.0006222963333129883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
1,,1,50,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.00786747932434082,0.23256375789642333,0.0011838674545288086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
2,,1,50,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.01180121898651123,0.31867992877960205,0.001731276512145996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
3,,1,50,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.01573495864868164,0.46235811710357666,0.0022709846496582033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
4,,1,250,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.01966869831085205,0.5989742755889893,0.0028081655502319334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
5,,1,250,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.02360243797302246,0.6545653104782104,0.0033397674560546875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
6,,1,250,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.027536177635192872,0.7356000423431397,0.0038735628128051757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
7,,1,250,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.03146991729736328,0.8006468296051026,0.004929113388061524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
8,,1,500,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.035403656959533694,0.8251115322113037,0.006119918823242187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
9,,1,500,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.0393373966217041,0.8653252601623536,0.007298994064331055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
10,,1,500,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.04327113628387451,0.9016344785690308,0.008480525016784668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
11,,1,500,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.04720487594604492,0.9783128261566162,0.009673786163330079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
12,,1,1000,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.05113861560821533,0.9997399091720581,0.010877847671508789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
13,,1,1000,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.055072355270385745,1.0380245685577392,0.012073659896850586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
14,,1,1000,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.05900609493255615,1.076284909248352,0.013256216049194336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
15,,1,1000,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.06293983459472656,1.1467745304107666,0.014451694488525391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LSML+kNN,iris
16,,2,50,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.06687357425689697,1.2393860340118408,0.016005849838256835,0.937037037037037,0.9407407407407408,0.9259259259259259,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9407407407407408,0.9407407407407408,0.007590333900710825,LSML+kNN,iris
17,,2,50,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.07080731391906739,1.3793382883071899,0.017223095893859862,0.9377777777777778,0.9407407407407408,0.9333333333333333,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9407407407407408,0.9407407407407408,0.006789001029564218,LSML+kNN,iris
18,,2,50,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.0747410535812378,1.4654544591903687,0.018419361114501952,0.937037037037037,0.9407407407407408,0.9259259259259259,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9407407407407408,0.9407407407407408,0.007590333900710825,LSML+kNN,iris
19,,2,50,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.0786747932434082,1.6091326475143433,0.019625639915466307,0.937037037037037,0.9407407407407408,0.9259259259259259,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9407407407407408,0.9407407407407408,0.007590333900710825,LSML+kNN,iris
20,,2,250,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.08260853290557861,1.745748805999756,0.020184946060180665,0.937037037037037,0.9407407407407408,0.9259259259259259,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9407407407407408,0.9407407407407408,0.007590333900710825,LSML+kNN,iris
