,error,knn__n_neighbors,lmnn__k,lmnn__learn_rate,lmnn__max_iter,lmnn__regularization,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,1,1e-07,50,0.1,0.9953703703703703,0.990990990990991,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006352156491093706,0.00649104118347168,1.8714964866638184,0.002583909034729004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
1,,1,1,1e-07,50,0.5,0.9953703703703703,0.990990990990991,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006352156491093706,0.01298208236694336,3.65829222202301,0.005072999000549317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
2,,1,1,1e-07,50,0.9,0.9953703703703703,0.990990990990991,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006352156491093706,0.01947312355041504,5.524898982048034,0.007550811767578125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
3,,1,1,1e-07,250,0.1,0.9953703703703703,0.990990990990991,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006352156491093706,0.02596416473388672,14.409855008125305,0.01002054214477539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
4,,1,1,1e-07,250,0.5,0.9953703703703703,0.990990990990991,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006352156491093706,0.0324552059173584,23.226261854171753,0.01252729892730713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
5,,1,1,1e-07,250,0.9,0.9962962962962963,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006317380553057909,0.03894624710083008,31.313081884384154,0.015040397644042969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
6,,1,1,1e-07,500,0.1,0.9972222222222222,0.990990990990991,1.0,1.0,1.0,1.0,1.0,1.0,0.9904761904761905,0.9904761904761905,1.0,0.004287781491928173,0.045437288284301755,47.5273090839386,0.017507529258728026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
7,,1,1,1e-07,500,0.5,0.9972222222222222,0.990990990990991,1.0,1.0,1.0,1.0,1.0,1.0,0.9904761904761905,0.9904761904761905,1.0,0.004287781491928173,0.05192832946777344,64.11459200382232,0.01980574131011963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
8,,1,1,1e-07,500,0.9,0.9981481481481481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9904761904761905,0.9904761904761905,1.0,0.003809523809523796,0.05841937065124512,79.78533639907837,0.022162365913391113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
9,,1,1,1e-07,1000,0.1,0.9990740740740741,1.0,1.0,1.0,1.0,0.990990990990991,1.0,1.0,1.0,1.0,1.0,0.0027027027027027085,0.0649104118347168,112.17528376579284,0.024467945098876953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
10,,1,1,1e-07,1000,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07140145301818848,144.5452862262726,0.02676234245300293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
11,,1,1,1e-07,1000,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07789249420166015,174.52640964984894,0.02910902500152588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
12,,1,2,1e-07,50,0.1,0.9962962962962963,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006317380553057909,0.08438353538513184,177.98567724227905,0.031404304504394534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
13,,1,2,1e-07,50,0.5,0.9962962962962963,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006317380553057909,0.09087457656860351,181.3913078546524,0.03373959064483643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
14,,1,2,1e-07,50,0.9,0.9962962962962963,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006317380553057909,0.0973656177520752,184.84683001041412,0.036094284057617186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
15,,1,2,1e-07,250,0.1,0.9972222222222222,0.990990990990991,1.0,1.0,1.0,1.0,1.0,1.0,0.9904761904761905,0.9904761904761905,1.0,0.004287781491928173,0.10385665893554688,201.80452361106873,0.03862755298614502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
16,,1,2,1e-07,250,0.5,0.9972222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.9904761904761905,0.9904761904761905,0.9904761904761905,1.0,0.004364357804719832,0.11034770011901855,218.94741768836974,0.04117269515991211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
17,,1,2,1e-07,250,0.9,0.9962962962962963,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9904761904761905,0.9904761904761905,1.0,0.006317380553057909,0.11683874130249024,235.19354498386383,0.04370946884155273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
18,,1,2,1e-07,500,0.1,0.9990740740740741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9904761904761905,1.0,0.002857142857142847,0.12332978248596191,268.2439653158188,0.04666247367858887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
19,,1,2,1e-07,500,0.5,0.9990740740740741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9904761904761905,1.0,0.002857142857142847,0.1298208236694336,300.66206493377683,0.04920830726623535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
20,,1,2,1e-07,500,0.9,0.9990740740740741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9904761904761905,1.0,0.002857142857142847,0.13631186485290528,333.0635367393494,0.05173094272613525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
21,,1,2,1e-07,1000,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14280290603637696,397.9145957946777,0.054256772994995116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LMNN+kNN,mice-protein
