,error,knn__n_neighbors,mean,rca__chunk_size,rca__num_chunks,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
52,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.8832807570977917,3,100,0.9166666666666666,0.0,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.8888888888888888,0.8285714285714286,0.8235294117647058,0.9705882352941176,0.8823529411764706,0.26825169962605666,0.21353635787963868,1.1518311738967895,0.020339131355285645,0.9883884588318086,0.9904761904761905,0.0,0.9904761904761905,0.9873015873015873,0.9777777777777777,0.9936507936507937,0.9841772151898734,0.9936908517350158,0.9905362776025236,0.9873817034700315,0.2965496215479386,stand+RCA+kNN,ionosphere
53,Cascading:Unable to make 500 chunks of 3 examples each,2,0.0,3,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21756534576416015,1.1642035961151123,0.020339131355285645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
54,Cascading:Unable to make 1000 chunks of 3 examples each,2,0.0,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22159433364868164,1.1701753616333008,0.020339131355285645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
55,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.8625592417061612,5,10,0.0,0.0,0.8611111111111112,0.9444444444444444,0.8055555555555556,0.0,0.8857142857142857,0.7941176470588235,0.0,0.8823529411764706,0.4242366814166685,0.22562332153320314,1.1838833808898925,0.02097303867340088,0.9715039577836412,0.0,0.0,0.9841269841269841,0.9714285714285714,0.9619047619047619,0.0,0.9715189873417721,0.9716088328075709,0.0,0.9684542586750788,0.47596671662862733,stand+RCA+kNN,ionosphere
56,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.8428571428571429,5,50,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.7941176470588235,0.0,0.0,0.33726772661434623,0.2296523094177246,1.2349720239639281,0.021607494354248045,0.9873417721518988,0.0,0.0,0.0,0.0,0.9873015873015873,0.0,0.0,0.9873817034700315,0.0,0.0,0.39493665856062943,stand+RCA+kNN,ionosphere
57,Cascading:Unable to make 100 chunks of 5 examples each,2,0.0,5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336812973022461,1.2421615839004516,0.021607494354248045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
58,Cascading:Unable to make 500 chunks of 5 examples each,2,0.0,5,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23771028518676757,1.2489237546920777,0.021607494354248045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
59,Cascading:Unable to make 1000 chunks of 5 examples each,2,0.0,5,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24173927307128906,1.2536999225616454,0.021607494354248045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
60,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.8670520231213873,7,10,0.0,0.8823529411764706,0.0,0.0,0.0,0.8055555555555556,0.8571428571428571,0.0,0.9117647058823529,0.8823529411764706,0.4346473482340951,0.24576826095581056,1.2579049587249755,0.02223823070526123,0.9804045512010113,0.0,0.9716088328075709,0.0,0.0,0.0,0.9873015873015873,0.9778481012658228,0.0,0.9810725552050473,0.9842271293375394,0.49022076585017255,stand+RCA+kNN,ionosphere
61,Cascading:Unable to make 50 chunks of 7 examples each,2,0.0,7,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24979724884033203,1.2640326738357544,0.02223823070526123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
62,Cascading:Unable to make 100 chunks of 7 examples each,2,0.0,7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538262367248535,1.2682427644729615,0.02223823070526123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
63,Cascading:Unable to make 500 chunks of 7 examples each,2,0.0,7,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257855224609375,1.272914671897888,0.02223823070526123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
64,Cascading:Unable to make 1000 chunks of 7 examples each,2,0.0,7,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618842124938965,1.2765321493148805,0.02223823070526123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
65,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.875,10,10,0.0,0.8823529411764706,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8235294117647058,0.9117647058823529,0.8529411764705882,0.42910176731394195,0.265913200378418,1.2805261135101318,0.02286829948425293,0.9857744994731296,0.0,0.9747634069400631,0.0,0.0,0.9841269841269841,0.9936507936507937,0.0,0.9873817034700315,0.9873817034700315,0.9873817034700315,0.4829521723922407,stand+RCA+kNN,ionosphere
66,Cascading:Unable to make 50 chunks of 10 examples each,2,0.0,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2699421882629395,1.2857971906661987,0.02286829948425293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
67,Cascading:Unable to make 100 chunks of 10 examples each,2,0.0,10,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2739711761474609,1.2933937549591064,0.02286829948425293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
68,Cascading:Unable to make 500 chunks of 10 examples each,2,0.0,10,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2780001640319824,1.2984538555145264,0.02286829948425293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
69,Cascading:Unable to make 1000 chunks of 10 examples each,2,0.0,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2820291519165039,1.3018157005310058,0.02286829948425293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,ionosphere
70,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.9150943396226415,16,10,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.9722222222222222,0.8611111111111112,0.0,0.0,0.0,0.9411764705882353,0.0,0.4495316314612621,0.2860581398010254,1.305444073677063,0.023502397537231445,0.984688489968321,0.9809523809523809,0.9873817034700315,0.9904761904761905,0.9841269841269841,0.9841269841269841,0.0,0.0,0.0,0.9810725552050473,0.0,0.4824044406391093,stand+RCA+kNN,ionosphere
