,error,knn__n_neighbors,lsml__max_iter,lsml__num_constraints,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
0,,1,50,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.04867911338806152,0.0010387897491455078,stand+LSML+kNN,iris
1,,1,50,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.09253072738647461,0.0010309219360351562,stand+LSML+kNN,iris
2,,1,50,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.3043045997619629,0.0010247230529785156,stand+LSML+kNN,iris
3,,1,50,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.15981364250183105,0.0010347366333007812,stand+LSML+kNN,iris
4,,1,250,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.07368302345275879,0.0010323524475097656,stand+LSML+kNN,iris
5,,1,250,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.047235965728759766,0.0010237693786621094,stand+LSML+kNN,iris
6,,1,250,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.043480634689331055,0.0010223388671875,stand+LSML+kNN,iris
7,,1,250,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.11428141593933105,0.001024007797241211,stand+LSML+kNN,iris
8,,1,500,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.018579721450805664,0.0010352134704589844,stand+LSML+kNN,iris
9,,1,500,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.02624034881591797,0.001016378402709961,stand+LSML+kNN,iris
10,,1,500,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.040169715881347656,0.0010285377502441406,stand+LSML+kNN,iris
11,,1,500,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.0324862003326416,0.00101470947265625,stand+LSML+kNN,iris
12,,1,1000,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.028318166732788086,0.0010180473327636719,stand+LSML+kNN,iris
13,,1,1000,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.05686497688293457,0.0010693073272705078,stand+LSML+kNN,iris
14,,1,1000,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.050241708755493164,0.0009043216705322266,stand+LSML+kNN,iris
15,,1,1000,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.002506732940673828,0.2874281406402588,0.0009238719940185547,stand+LSML+kNN,iris
16,,2,50,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.04867911338806152,0.0008900165557861328,stand+LSML+kNN,iris
17,,2,50,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.09253072738647461,0.0008871555328369141,stand+LSML+kNN,iris
18,,2,50,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.3043045997619629,0.0008783340454101562,stand+LSML+kNN,iris
19,,2,50,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.15981364250183105,0.0008833408355712891,stand+LSML+kNN,iris
20,,2,250,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.07368302345275879,0.0008857250213623047,stand+LSML+kNN,iris
21,,2,250,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.047235965728759766,0.00089263916015625,stand+LSML+kNN,iris
22,,2,250,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.043480634689331055,0.0008940696716308594,stand+LSML+kNN,iris
23,,2,250,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.11428141593933105,0.0008802413940429688,stand+LSML+kNN,iris
24,,2,500,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.018579721450805664,0.0008857250213623047,stand+LSML+kNN,iris
25,,2,500,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.02624034881591797,0.0008933544158935547,stand+LSML+kNN,iris
26,,2,500,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.040169715881347656,0.0008935928344726562,stand+LSML+kNN,iris
27,,2,500,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.0324862003326416,0.0008828639984130859,stand+LSML+kNN,iris
28,,2,1000,90,0.9,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.0614636297152859,0.002506732940673828,0.028318166732788086,0.0008871555328369141,stand+LSML+kNN,iris
29,,2,1000,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.05686497688293457,0.0008831024169921875,stand+LSML+kNN,iris
30,,2,1000,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.050241708755493164,0.0008966922760009766,stand+LSML+kNN,iris
31,,2,1000,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.002506732940673828,0.2874281406402588,0.0008869171142578125,stand+LSML+kNN,iris
32,,4,50,90,0.9066666666666666,0.8666666666666667,1.0,0.9333333333333333,0.8666666666666667,0.7333333333333333,0.8666666666666667,1.0,1.0,0.8666666666666667,0.9333333333333333,0.08,0.002506732940673828,0.04867911338806152,0.000888824462890625,stand+LSML+kNN,iris
33,,4,50,180,0.9066666666666666,0.8666666666666667,1.0,0.9333333333333333,0.8666666666666667,0.7333333333333333,0.8666666666666667,1.0,1.0,0.8666666666666667,0.9333333333333333,0.08,0.002506732940673828,0.09253072738647461,0.0005018711090087891,stand+LSML+kNN,iris
34,,4,50,360,0.9133333333333333,0.8666666666666667,1.0,0.9333333333333333,0.9333333333333333,0.7333333333333333,0.8666666666666667,1.0,1.0,0.8666666666666667,0.9333333333333333,0.07916228058025279,0.002506732940673828,0.3043045997619629,0.0005142688751220703,stand+LSML+kNN,iris
35,,4,50,720,0.9066666666666666,0.8666666666666667,1.0,0.9333333333333333,0.8666666666666667,0.7333333333333333,0.8666666666666667,1.0,1.0,0.8666666666666667,0.9333333333333333,0.08,0.002506732940673828,0.15981364250183105,0.0005114078521728516,stand+LSML+kNN,iris
36,,4,250,90,0.9133333333333333,0.8666666666666667,1.0,0.9333333333333333,0.9333333333333333,0.7333333333333333,0.8666666666666667,1.0,1.0,0.8666666666666667,0.9333333333333333,0.07916228058025279,0.002506732940673828,0.07368302345275879,0.0005078315734863281,stand+LSML+kNN,iris
37,,4,250,180,0.9,0.8666666666666667,1.0,0.9333333333333333,0.8,0.7333333333333333,0.8666666666666667,1.0,1.0,0.8666666666666667,0.9333333333333333,0.08563488385776753,0.002506732940673828,0.047235965728759766,0.0005068778991699219,stand+LSML+kNN,iris
38,,4,250,360,0.9066666666666666,0.8666666666666667,1.0,0.9333333333333333,0.8666666666666667,0.7333333333333333,0.8666666666666667,1.0,1.0,0.8666666666666667,0.9333333333333333,0.08,0.002506732940673828,0.043480634689331055,0.0005025863647460938,stand+LSML+kNN,iris
39,,4,250,720,0.9066666666666666,0.8666666666666667,1.0,0.9333333333333333,0.8666666666666667,0.7333333333333333,0.8666666666666667,1.0,1.0,0.8666666666666667,0.9333333333333333,0.08,0.002506732940673828,0.11428141593933105,0.0005109310150146484,stand+LSML+kNN,iris
40,,4,500,90,0.9066666666666666,0.8666666666666667,1.0,0.9333333333333333,0.8666666666666667,0.7333333333333333,0.8666666666666667,1.0,1.0,0.8666666666666667,0.9333333333333333,0.08,0.002506732940673828,0.018579721450805664,0.0005142688751220703,stand+LSML+kNN,iris
