,error,itml__gamma,itml__max_iters,itml__num_constraints,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
0,,0.01,50,40,1,0.70703125,0.7402597402597403,0.6710526315789473,0.7142857142857143,0.7012987012987013,0.7272727272727273,0.6493506493506493,0.7142857142857143,0.7532467532467533,0.7532467532467533,0.6447368421052632,0.037981120453459825,0.0045746564865112305,0.41528873443603515,0.0011614322662353515,stand+ITML+kNN,pima-indians-diabetes
1,,0.01,50,80,1,0.7018229166666666,0.7402597402597403,0.6842105263157895,0.7012987012987013,0.7662337662337663,0.6753246753246753,0.6363636363636364,0.7272727272727273,0.7532467532467533,0.7142857142857143,0.618421052631579,0.04618096598582929,0.009149312973022461,0.7439616680145263,0.002048039436340332,stand+ITML+kNN,pima-indians-diabetes
2,,0.01,50,160,1,0.7044270833333334,0.7272727272727273,0.6710526315789473,0.7012987012987013,0.7662337662337663,0.7012987012987013,0.6623376623376623,0.7012987012987013,0.7142857142857143,0.7532467532467533,0.6447368421052632,0.03646924019449039,0.013723969459533691,1.1883123159408568,0.002855515480041504,stand+ITML+kNN,pima-indians-diabetes
3,,0.01,50,320,1,0.70703125,0.7532467532467533,0.6973684210526315,0.6753246753246753,0.7402597402597403,0.7272727272727273,0.6623376623376623,0.7142857142857143,0.7922077922077922,0.7012987012987013,0.6052631578947368,0.049439846764238043,0.018298625946044922,1.824023962020874,0.0036005735397338866,stand+ITML+kNN,pima-indians-diabetes
4,,0.01,250,40,1,0.69921875,0.7402597402597403,0.6842105263157895,0.7012987012987013,0.7272727272727273,0.6883116883116883,0.6233766233766234,0.7142857142857143,0.7272727272727273,0.7402597402597403,0.6447368421052632,0.037734006467894744,0.022873282432556152,1.9597991228103637,0.00433194637298584,stand+ITML+kNN,pima-indians-diabetes
5,,0.01,250,80,1,0.7018229166666666,0.7142857142857143,0.6578947368421053,0.6753246753246753,0.7402597402597403,0.7012987012987013,0.6623376623376623,0.7142857142857143,0.7662337662337663,0.7532467532467533,0.631578947368421,0.04207897078358476,0.027447938919067383,2.186397838592529,0.005049324035644532,stand+ITML+kNN,pima-indians-diabetes
6,,0.01,250,160,1,0.6966145833333334,0.7272727272727273,0.6578947368421053,0.7402597402597403,0.7402597402597403,0.6883116883116883,0.6623376623376623,0.6883116883116883,0.7142857142857143,0.7012987012987013,0.6447368421052632,0.03253782817136095,0.03202259540557861,2.627154493331909,0.005802273750305176,stand+ITML+kNN,pima-indians-diabetes
7,,0.01,250,320,1,0.6953125,0.7142857142857143,0.6710526315789473,0.7012987012987013,0.7402597402597403,0.7272727272727273,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.7272727272727273,0.6052631578947368,0.04165467947006515,0.036597251892089844,3.2973088026046753,0.006545615196228027,stand+ITML+kNN,pima-indians-diabetes
8,,0.01,500,40,1,0.703125,0.7792207792207793,0.6578947368421053,0.6623376623376623,0.7272727272727273,0.7272727272727273,0.6623376623376623,0.7142857142857143,0.7402597402597403,0.7272727272727273,0.631578947368421,0.04419847788055578,0.041171908378601074,3.428640103340149,0.007282280921936035,stand+ITML+kNN,pima-indians-diabetes
9,,0.01,500,80,1,0.703125,0.7402597402597403,0.6447368421052632,0.7012987012987013,0.7532467532467533,0.7142857142857143,0.6493506493506493,0.7142857142857143,0.7402597402597403,0.7272727272727273,0.6447368421052632,0.039768761553851874,0.045746564865112305,3.632987356185913,0.008001089096069336,stand+ITML+kNN,pima-indians-diabetes
10,,0.01,500,160,1,0.7005208333333334,0.7272727272727273,0.6578947368421053,0.7142857142857143,0.7532467532467533,0.7272727272727273,0.6363636363636364,0.7272727272727273,0.7402597402597403,0.7012987012987013,0.618421052631579,0.04401080947272741,0.050321221351623535,4.0578094005584715,0.008717823028564452,stand+ITML+kNN,pima-indians-diabetes
11,,0.01,500,320,1,0.7057291666666666,0.7402597402597403,0.6710526315789473,0.6883116883116883,0.7532467532467533,0.7142857142857143,0.6753246753246753,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6710526315789473,0.02715839514583693,0.054895877838134766,4.669827342033386,0.009433102607727051,stand+ITML+kNN,pima-indians-diabetes
12,,0.01,1000,40,1,0.7018229166666666,0.7272727272727273,0.6710526315789473,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.7012987012987013,0.7272727272727273,0.7272727272727273,0.6447368421052632,0.035180746873618586,0.059470534324645996,4.810151171684265,0.010145878791809082,stand+ITML+kNN,pima-indians-diabetes
13,,0.01,1000,80,1,0.703125,0.7402597402597403,0.6973684210526315,0.7142857142857143,0.7272727272727273,0.6883116883116883,0.6493506493506493,0.7272727272727273,0.7402597402597403,0.7142857142857143,0.631578947368421,0.035265161947166876,0.06404519081115723,5.0146671533584595,0.010865497589111327,stand+ITML+kNN,pima-indians-diabetes
14,,0.01,1000,160,1,0.6979166666666666,0.7402597402597403,0.6842105263157895,0.6753246753246753,0.7142857142857143,0.7142857142857143,0.6623376623376623,0.7142857142857143,0.7402597402597403,0.7142857142857143,0.618421052631579,0.03597385535161957,0.06861984729766846,5.43895390033722,0.01158287525177002,stand+ITML+kNN,pima-indians-diabetes
15,,0.01,1000,320,1,0.6901041666666666,0.7142857142857143,0.6710526315789473,0.6623376623376623,0.7272727272727273,0.6883116883116883,0.6623376623376623,0.6753246753246753,0.7402597402597403,0.7142857142857143,0.6447368421052632,0.03041589544043766,0.07319450378417969,6.0880509376525875,0.012296247482299804,stand+ITML+kNN,pima-indians-diabetes
16,,0.1,50,40,1,0.6940104166666666,0.7012987012987013,0.6842105263157895,0.7012987012987013,0.7272727272727273,0.7532467532467533,0.6493506493506493,0.6753246753246753,0.7012987012987013,0.6883116883116883,0.6578947368421053,0.029242356317476677,0.07776916027069092,6.276253581047058,0.013385891914367676,stand+ITML+kNN,pima-indians-diabetes
17,,0.1,50,80,1,0.6783854166666666,0.7142857142857143,0.6578947368421053,0.6103896103896104,0.6883116883116883,0.7272727272727273,0.6363636363636364,0.7012987012987013,0.7272727272727273,0.6883116883116883,0.631578947368421,0.039737572685266336,0.08234381675720215,6.628289651870728,0.0150346040725708,stand+ITML+kNN,pima-indians-diabetes
18,,0.1,50,160,1,0.6783854166666666,0.7012987012987013,0.618421052631579,0.6233766233766234,0.7142857142857143,0.7142857142857143,0.6363636363636364,0.7012987012987013,0.7272727272727273,0.7272727272727273,0.618421052631579,0.04515599951484999,0.08691847324371338,7.304813289642334,0.01676015853881836,stand+ITML+kNN,pima-indians-diabetes
19,,0.1,50,320,1,0.6861979166666666,0.7142857142857143,0.6578947368421053,0.6493506493506493,0.7142857142857143,0.7142857142857143,0.6493506493506493,0.7272727272727273,0.6753246753246753,0.7142857142857143,0.6447368421052632,0.03193198359691711,0.09149312973022461,9.139847755432129,0.01842026710510254,stand+ITML+kNN,pima-indians-diabetes
20,,0.1,250,40,1,0.6875,0.6883116883116883,0.6710526315789473,0.6363636363636364,0.7792207792207793,0.7012987012987013,0.6493506493506493,0.6363636363636364,0.7272727272727273,0.7532467532467533,0.631578947368421,0.04958940389241564,0.09606778621673584,9.287595081329346,0.020064258575439455,stand+ITML+kNN,pima-indians-diabetes
21,,0.1,250,80,1,0.7005208333333334,0.7532467532467533,0.6578947368421053,0.6493506493506493,0.7272727272727273,0.7272727272727273,0.6623376623376623,0.7142857142857143,0.6883116883116883,0.7402597402597403,0.6842105263157895,0.03505475729652189,0.10064244270324707,9.585413432121277,0.02171485424041748,stand+ITML+kNN,pima-indians-diabetes
22,,0.1,250,160,1,0.6848958333333334,0.7402597402597403,0.6710526315789473,0.7012987012987013,0.6753246753246753,0.7012987012987013,0.5974025974025974,0.7662337662337663,0.7142857142857143,0.6883116883116883,0.5921052631578947,0.052576390715530844,0.1052170991897583,10.148421239852905,0.02335517406463623,stand+ITML+kNN,pima-indians-diabetes
23,,0.1,250,320,1,0.7109375,0.7402597402597403,0.6842105263157895,0.7272727272727273,0.7402597402597403,0.7402597402597403,0.6623376623376623,0.7402597402597403,0.6883116883116883,0.7272727272727273,0.6578947368421053,0.032209446584960784,0.10979175567626953,12.010884118080138,0.02511305809020996,stand+ITML+kNN,pima-indians-diabetes
24,,0.1,500,40,1,0.6848958333333334,0.7142857142857143,0.6710526315789473,0.6753246753246753,0.7142857142857143,0.6883116883116883,0.6233766233766234,0.7012987012987013,0.7142857142857143,0.6753246753246753,0.6710526315789473,0.026875826156380976,0.11436641216278076,12.170257782936096,0.02677316665649414,stand+ITML+kNN,pima-indians-diabetes
25,,0.1,500,80,1,0.6822916666666666,0.7012987012987013,0.6578947368421053,0.6103896103896104,0.7012987012987013,0.6753246753246753,0.6623376623376623,0.7142857142857143,0.7012987012987013,0.7402597402597403,0.6578947368421053,0.035035276370416674,0.11894106864929199,12.510999846458436,0.02844879627227783,stand+ITML+kNN,pima-indians-diabetes
26,,0.1,500,160,1,0.6783854166666666,0.7272727272727273,0.6710526315789473,0.6363636363636364,0.7142857142857143,0.6883116883116883,0.5974025974025974,0.7272727272727273,0.7142857142857143,0.6883116883116883,0.618421052631579,0.04419064164933641,0.12351572513580322,13.131371140480042,0.030144906044006346,stand+ITML+kNN,pima-indians-diabetes
27,,0.1,500,320,1,0.6940104166666666,0.6883116883116883,0.631578947368421,0.7012987012987013,0.6883116883116883,0.7402597402597403,0.7012987012987013,0.7012987012987013,0.7402597402597403,0.7402597402597403,0.6052631578947368,0.04291233727821218,0.12809038162231445,14.868012928962708,0.03183410167694092,stand+ITML+kNN,pima-indians-diabetes
28,,0.1,1000,40,1,0.6927083333333334,0.7662337662337663,0.6710526315789473,0.6753246753246753,0.7272727272727273,0.6623376623376623,0.6623376623376623,0.6883116883116883,0.6883116883116883,0.7142857142857143,0.6710526315789473,0.03192144268731279,0.13266503810882568,15.03393976688385,0.03254423141479492,stand+ITML+kNN,pima-indians-diabetes
29,,0.1,1000,80,1,0.68359375,0.6883116883116883,0.6447368421052632,0.6753246753246753,0.7012987012987013,0.7142857142857143,0.6233766233766234,0.7012987012987013,0.7142857142857143,0.7012987012987013,0.6710526315789473,0.028649995649960337,0.13723969459533691,15.353941082954407,0.033261656761169434,stand+ITML+kNN,pima-indians-diabetes
30,,0.1,1000,160,1,0.6770833333333334,0.7272727272727273,0.631578947368421,0.6233766233766234,0.7142857142857143,0.6883116883116883,0.6363636363636364,0.6883116883116883,0.7012987012987013,0.7142857142857143,0.6447368421052632,0.03712801145766049,0.14181435108184814,16.00387692451477,0.033996057510375974,stand+ITML+kNN,pima-indians-diabetes
