,error,knn__n_neighbors,lfda__k,lfda__metric,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,1,weighted,0.6953125,0.7402597402597403,0.6842105263157895,0.7012987012987013,0.7012987012987013,0.7272727272727273,0.6233766233766234,0.6753246753246753,0.7662337662337663,0.7402597402597403,0.5921052631578947,0.051490300843995786,0.0062580108642578125,0.3526111841201782,0.000751662254333496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
1,,1,1,orthonormalized,0.7005208333333334,0.7662337662337663,0.6578947368421053,0.7272727272727273,0.6883116883116883,0.7272727272727273,0.6103896103896104,0.7012987012987013,0.7402597402597403,0.7402597402597403,0.6447368421052632,0.04702112157741767,0.012516021728515625,0.47613885402679446,0.001457524299621582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
2,,1,2,weighted,0.6979166666666666,0.7402597402597403,0.7105263157894737,0.7142857142857143,0.6883116883116883,0.7012987012987013,0.6233766233766234,0.6623376623376623,0.7662337662337663,0.7402597402597403,0.631578947368421,0.0447285909802707,0.018774032592773438,0.5602604627609253,0.0021615028381347656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
3,,1,2,orthonormalized,0.7005208333333334,0.7662337662337663,0.6578947368421053,0.7272727272727273,0.6883116883116883,0.7272727272727273,0.6103896103896104,0.7012987012987013,0.7402597402597403,0.7402597402597403,0.6447368421052632,0.04702112157741767,0.02503204345703125,0.6436569452285766,0.002864503860473633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
4,,1,3,weighted,0.6822916666666666,0.7142857142857143,0.6842105263157895,0.7142857142857143,0.6753246753246753,0.6883116883116883,0.5974025974025974,0.6753246753246753,0.7532467532467533,0.7012987012987013,0.618421052631579,0.04343463496750383,0.03129005432128906,0.7439531326293946,0.0035703420639038087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
5,,1,3,orthonormalized,0.7005208333333334,0.7662337662337663,0.6578947368421053,0.7272727272727273,0.6883116883116883,0.7272727272727273,0.6103896103896104,0.7012987012987013,0.7402597402597403,0.7402597402597403,0.6447368421052632,0.04702112157741767,0.037548065185546875,0.8356993198394775,0.00427696704864502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
6,,1,4,weighted,0.6888020833333334,0.7272727272727273,0.6973684210526315,0.7012987012987013,0.6883116883116883,0.7012987012987013,0.6233766233766234,0.6753246753246753,0.7532467532467533,0.7402597402597403,0.5789473684210527,0.05019658018349066,0.04380607604980469,0.9649071216583252,0.004984760284423828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
7,,1,4,orthonormalized,0.7005208333333334,0.7662337662337663,0.6578947368421053,0.7272727272727273,0.6883116883116883,0.7272727272727273,0.6103896103896104,0.7012987012987013,0.7402597402597403,0.7402597402597403,0.6447368421052632,0.04702112157741767,0.0500640869140625,1.0761593580245972,0.005689740180969238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
8,,1,5,weighted,0.6796875,0.7142857142857143,0.6842105263157895,0.7142857142857143,0.6883116883116883,0.6883116883116883,0.6103896103896104,0.6883116883116883,0.7532467532467533,0.7012987012987013,0.5526315789473685,0.054277821996040795,0.05632209777832031,1.1663498878479004,0.006385135650634766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
9,,1,5,orthonormalized,0.7005208333333334,0.7662337662337663,0.6578947368421053,0.7272727272727273,0.6883116883116883,0.7272727272727273,0.6103896103896104,0.7012987012987013,0.7402597402597403,0.7402597402597403,0.6447368421052632,0.04702112157741767,0.06258010864257812,1.2567196369171143,0.007091593742370605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
10,,1,6,weighted,0.6888020833333334,0.7272727272727273,0.6842105263157895,0.7142857142857143,0.7012987012987013,0.7012987012987013,0.5974025974025974,0.6753246753246753,0.7532467532467533,0.7012987012987013,0.631578947368421,0.04310687827625846,0.06883811950683594,1.3439759731292724,0.007790851593017578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
11,,1,6,orthonormalized,0.7005208333333334,0.7662337662337663,0.6578947368421053,0.7272727272727273,0.6883116883116883,0.7272727272727273,0.6103896103896104,0.7012987012987013,0.7402597402597403,0.7402597402597403,0.6447368421052632,0.04702112157741767,0.07509613037109375,1.4412760496139527,0.008491086959838866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
12,,1,7,weighted,0.68359375,0.7142857142857143,0.6842105263157895,0.7142857142857143,0.6883116883116883,0.7012987012987013,0.6103896103896104,0.6753246753246753,0.7402597402597403,0.7402597402597403,0.5657894736842105,0.05286492830862147,0.08135414123535156,1.5294068098068236,0.00918879508972168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
13,,1,7,orthonormalized,0.7005208333333334,0.7662337662337663,0.6578947368421053,0.7272727272727273,0.6883116883116883,0.7272727272727273,0.6103896103896104,0.7012987012987013,0.7402597402597403,0.7402597402597403,0.6447368421052632,0.04702112157741767,0.08761215209960938,1.639309000968933,0.009886455535888673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LFDA+kNN,pima-indians
14,,2,1,weighted,0.7044270833333334,0.7532467532467533,0.6842105263157895,0.6753246753246753,0.7402597402597403,0.7012987012987013,0.6883116883116883,0.7272727272727273,0.7012987012987013,0.7532467532467533,0.618421052631579,0.03937563832629162,0.09387016296386719,1.9919201850891113,0.010592889785766602,0.8418692129629629,0.8451519536903039,0.838150289017341,0.8408104196816208,0.8393632416787264,0.8480463096960926,0.8465991316931982,0.8437047756874095,0.8335745296671491,0.8408104196816208,0.8424855491329479,0.0040768657752695255,stand+LFDA+kNN,pima-indians
15,,2,1,orthonormalized,0.7096354166666666,0.8051948051948052,0.7105263157894737,0.7012987012987013,0.7272727272727273,0.6753246753246753,0.6883116883116883,0.7272727272727273,0.6753246753246753,0.7142857142857143,0.6710526315789473,0.03760775007423423,0.100128173828125,2.1154478549957276,0.011300253868103027,0.8404224537037037,0.8437047756874095,0.838150289017341,0.8364688856729378,0.8393632416787264,0.8451519536903039,0.8422575976845152,0.8465991316931982,0.8408104196816208,0.8335745296671491,0.838150289017341,0.0038572475165759494,stand+LFDA+kNN,pima-indians
16,,2,2,weighted,0.70703125,0.7532467532467533,0.6973684210526315,0.6623376623376623,0.7272727272727273,0.7142857142857143,0.6883116883116883,0.7402597402597403,0.7272727272727273,0.7402597402597403,0.618421052631579,0.03938161137922986,0.10638618469238281,2.1995694637298584,0.012004423141479491,0.8410011574074074,0.8437047756874095,0.838150289017341,0.8408104196816208,0.8437047756874095,0.8480463096960926,0.8437047756874095,0.8437047756874095,0.8364688856729378,0.8306801736613604,0.8410404624277457,0.004627115140500122,stand+LFDA+kNN,pima-indians
17,,2,2,orthonormalized,0.7096354166666666,0.8051948051948052,0.7105263157894737,0.7012987012987013,0.7272727272727273,0.6753246753246753,0.6883116883116883,0.7272727272727273,0.6753246753246753,0.7142857142857143,0.6710526315789473,0.03760775007423423,0.11264419555664062,2.2829659461975096,0.012709355354309082,0.8404224537037037,0.8437047756874095,0.838150289017341,0.8364688856729378,0.8393632416787264,0.8451519536903039,0.8422575976845152,0.8465991316931982,0.8408104196816208,0.8335745296671491,0.838150289017341,0.0038572475165759494,stand+LFDA+kNN,pima-indians
18,,2,3,weighted,0.69921875,0.7142857142857143,0.6973684210526315,0.6493506493506493,0.7142857142857143,0.7272727272727273,0.7272727272727273,0.7142857142857143,0.7142857142857143,0.7272727272727273,0.6052631578947368,0.038192774486191135,0.11890220642089844,2.3832621335983277,0.013411164283752441,0.8360821759259259,0.8408104196816208,0.8280346820809249,0.8321273516642547,0.8321273516642547,0.8451519536903039,0.8422575976845152,0.8393632416787264,0.829232995658466,0.8263386396526773,0.8453757225433526,0.006912160219462883,stand+LFDA+kNN,pima-indians
19,,2,3,orthonormalized,0.7096354166666666,0.8051948051948052,0.7105263157894737,0.7012987012987013,0.7272727272727273,0.6753246753246753,0.6883116883116883,0.7272727272727273,0.6753246753246753,0.7142857142857143,0.6710526315789473,0.03760775007423423,0.12516021728515625,2.475008320808411,0.014118695259094238,0.8404224537037037,0.8437047756874095,0.838150289017341,0.8364688856729378,0.8393632416787264,0.8451519536903039,0.8422575976845152,0.8465991316931982,0.8408104196816208,0.8335745296671491,0.838150289017341,0.0038572475165759494,stand+LFDA+kNN,pima-indians
