,error,jdepur__f__sig,jdepur__s__n_gen,jdepur__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,0.5,25,full,1,0.28,0.225,0.175,0.425,0.4,0.25,0.225,0.25,0.35,0.25,0.25,0.07810249675906654,0.003049302101135254,27.999005436897278,0.0014874458312988282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
1,,0.5,25,diagonal,1,0.3,0.475,0.175,0.4,0.4,0.25,0.225,0.25,0.3,0.275,0.25,0.08944271909999159,0.006098604202270508,34.5797477722168,0.002821826934814453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
2,,0.5,100,full,1,0.275,0.25,0.175,0.4,0.3,0.25,0.275,0.3,0.3,0.25,0.25,0.05477225575051661,0.009147906303405761,138.19087700843812,0.004144144058227539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
3,,0.5,100,diagonal,1,0.2825,0.2,0.175,0.4,0.4,0.25,0.3,0.25,0.275,0.275,0.3,0.0698659430624106,0.012197208404541016,163.89216089248657,0.005480194091796875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
4,,1.0,25,full,1,0.2875,0.225,0.2,0.4,0.4,0.25,0.25,0.275,0.325,0.275,0.275,0.06446898479113813,0.01524651050567627,190.3049404859543,0.006816244125366211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
5,,1.0,25,diagonal,1,0.295,0.3,0.175,0.375,0.4,0.225,0.225,0.25,0.3,0.425,0.275,0.07810249675906654,0.018295812606811523,196.8659128189087,0.008138251304626466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
6,,1.0,100,full,1,0.2625,0.225,0.175,0.375,0.35,0.225,0.2,0.25,0.325,0.25,0.25,0.0625,0.021345114707946776,301.2442284345627,0.009478449821472168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
7,,1.0,100,diagonal,1,0.3375,0.2,0.175,0.375,0.375,0.25,0.325,0.25,0.275,0.3,0.85,0.18208857734630143,0.024394416809082033,327.05959260463715,0.01079864501953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
8,,10.0,25,full,1,0.2825,0.325,0.175,0.375,0.375,0.25,0.25,0.25,0.3,0.225,0.3,0.06128825336065631,0.027443718910217286,353.3703268289566,0.01211559772491455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
9,,10.0,25,diagonal,1,0.2725,0.275,0.175,0.375,0.4,0.25,0.225,0.25,0.275,0.25,0.25,0.06368869601428499,0.03049302101135254,359.85159983634946,0.01343381404876709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEPur+kNN,gaussians
