,error,jde__s__n_gen,jde__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,25,full,1,0.6888020833333334,0.6623376623376623,0.7236842105263158,0.6233766233766234,0.7142857142857143,0.7142857142857143,0.6883116883116883,0.7272727272727273,0.7012987012987013,0.7142857142857143,0.618421052631579,0.03838714647830082,0.004278635978698731,111.86298856735229,0.0017884254455566406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,pima-indians
1,,25,diagonal,1,0.7057291666666666,0.7662337662337663,0.6447368421052632,0.7142857142857143,0.7662337662337663,0.7012987012987013,0.7012987012987013,0.7142857142857143,0.6493506493506493,0.7532467532467533,0.6447368421052632,0.045148238929629825,0.008557271957397462,125.09539856910706,0.003403639793395996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,pima-indians
2,,100,full,1,0.69921875,0.7272727272727273,0.6447368421052632,0.6753246753246753,0.7272727272727273,0.7012987012987013,0.6623376623376623,0.7272727272727273,0.7662337662337663,0.7402597402597403,0.618421052631579,0.044685744214214854,0.01283590793609619,536.272315812111,0.005037164688110352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,pima-indians
3,,100,diagonal,1,0.6966145833333334,0.7142857142857143,0.6447368421052632,0.7272727272727273,0.7662337662337663,0.6623376623376623,0.6493506493506493,0.7532467532467533,0.7272727272727273,0.6753246753246753,0.6447368421052632,0.044148172327231686,0.017114543914794923,587.530526471138,0.006645107269287109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,pima-indians
4,,25,full,2,0.6953125,0.6753246753246753,0.7368421052631579,0.6623376623376623,0.7012987012987013,0.7142857142857143,0.6623376623376623,0.7142857142857143,0.7012987012987013,0.7142857142857143,0.6710526315789473,0.024574488936301906,0.021393179893493652,699.3935150384902,0.008265399932861328,0.8411458333333334,0.8437047756874095,0.8309248554913294,0.8437047756874095,0.85383502170767,0.8379160636758322,0.8465991316931982,0.8350217076700435,0.8379160636758322,0.8393632416787264,0.8424855491329479,0.00609638350764661,JDE+kNN,pima-indians
5,,25,diagonal,2,0.7239583333333334,0.7922077922077922,0.7236842105263158,0.7272727272727273,0.7012987012987013,0.7272727272727273,0.6753246753246753,0.7402597402597403,0.7142857142857143,0.7792207792207793,0.6578947368421053,0.039161567537877015,0.02567181587219238,712.6259250402451,0.00987851619720459,0.8405671296296297,0.8364688856729378,0.8439306358381503,0.8480463096960926,0.829232995658466,0.8437047756874095,0.8480463096960926,0.8552821997105644,0.8350217076700435,0.8321273516642547,0.8338150289017341,0.008014974536909003,JDE+kNN,pima-indians
6,,100,full,2,0.7109375,0.7402597402597403,0.6842105263157895,0.6103896103896104,0.7012987012987013,0.7012987012987013,0.7402597402597403,0.7532467532467533,0.7532467532467533,0.7142857142857143,0.7105263157894737,0.040399409236066636,0.029950451850891114,1123.802842283249,0.01149909496307373,0.8491030092592593,0.8625180897250362,0.8497109826589595,0.8509406657018813,0.8480463096960926,0.8465991316931982,0.849493487698987,0.849493487698987,0.8379160636758322,0.8523878437047757,0.8439306358381503,0.005950573851996718,JDE+kNN,pima-indians
7,,100,diagonal,2,0.7044270833333334,0.7662337662337663,0.7368421052631579,0.7012987012987013,0.7142857142857143,0.6753246753246753,0.6363636363636364,0.7402597402597403,0.7402597402597403,0.7142857142857143,0.618421052631579,0.04529845706854055,0.034229087829589847,1175.061052942276,0.013099074363708496,0.8408564814814815,0.8451519536903039,0.8410404624277457,0.85383502170767,0.8277858176555717,0.8118668596237337,0.8437047756874095,0.8523878437047757,0.8437047756874095,0.8437047756874095,0.8453757225433526,0.011729885143134534,JDE+kNN,pima-indians
8,,25,full,4,0.71875,0.7402597402597403,0.7368421052631579,0.7402597402597403,0.6883116883116883,0.7142857142857143,0.6883116883116883,0.7532467532467533,0.7792207792207793,0.6753246753246753,0.6710526315789473,0.03483259641132338,0.038507723808288576,1286.9240415096283,0.014652824401855469,0.8055555555555556,0.788712011577424,0.8164739884393064,0.804630969609262,0.8162083936324168,0.8060781476121563,0.7988422575976846,0.8075253256150506,0.8002894356005789,0.829232995658466,0.7875722543352601,0.012158243031762113,JDE+kNN,pima-indians
9,,25,diagonal,4,0.7473958333333334,0.7792207792207793,0.7631578947368421,0.7792207792207793,0.7272727272727273,0.7402597402597403,0.7142857142857143,0.7532467532467533,0.7272727272727273,0.7792207792207793,0.7105263157894737,0.025763528093176113,0.042786359786987305,1300.156451511383,0.016459155082702636,0.8070023148148148,0.8147612156295224,0.8106936416184971,0.8104196816208393,0.8060781476121563,0.8060781476121563,0.8060781476121563,0.8075253256150506,0.7945007235890015,0.8118668596237337,0.8020231213872833,0.005413747065390712,JDE+kNN,pima-indians
10,,100,full,4,0.7109375,0.7142857142857143,0.6447368421052632,0.5844155844155844,0.7142857142857143,0.7402597402597403,0.7142857142857143,0.7532467532467533,0.7922077922077922,0.7402597402597403,0.7105263157894737,0.05526171272560645,0.047064995765686034,1711.3333687543868,0.018087005615234374,0.8110532407407407,0.8176555716353111,0.8280346820809249,0.8060781476121563,0.8191027496382055,0.8176555716353111,0.8118668596237337,0.8031837916063675,0.7930535455861071,0.808972503617945,0.8049132947976878,0.009453595353979759,JDE+kNN,pima-indians
11,,100,diagonal,4,0.7486979166666666,0.7922077922077922,0.7236842105263158,0.7272727272727273,0.7142857142857143,0.7792207792207793,0.7142857142857143,0.7792207792207793,0.8181818181818182,0.7532467532467533,0.6842105263157895,0.04026998388319455,0.05134363174438476,1762.591579413414,0.019670534133911132,0.8132233796296297,0.8104196816208393,0.815028901734104,0.8147612156295224,0.8104196816208393,0.8002894356005789,0.8234442836468886,0.8104196816208393,0.8104196816208393,0.8191027496382055,0.8179190751445087,0.006045147359835746,JDE+kNN,pima-indians
12,,25,full,8,0.7278645833333334,0.7142857142857143,0.7631578947368421,0.6883116883116883,0.7142857142857143,0.7272727272727273,0.7402597402597403,0.7792207792207793,0.7792207792207793,0.7012987012987013,0.6710526315789473,0.03541336578892327,0.0556222677230835,1874.4545679807663,0.021248269081115722,0.7845775462962963,0.7713458755426917,0.7687861271676301,0.8162083936324168,0.7771345875542692,0.7872648335745297,0.7872648335745297,0.7800289435600579,0.7727930535455861,0.7945007235890015,0.7904624277456648,0.013369601736187342,JDE+kNN,pima-indians
