,error,knn__n_neighbors,lsml__max_iter,lsml__num_constraints,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,50,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.004520344734191895,0.11423189640045166,0.0005798101425170899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
1,,1,50,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.00904068946838379,0.18792335987091063,0.0011055469512939453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
2,,1,50,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.013561034202575683,0.29575395584106445,0.001627945899963379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
3,,1,50,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.01808137893676758,0.4608591556549072,0.0021506786346435548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
4,,1,250,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.022601723670959473,0.5323401927947998,0.0026758432388305662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
5,,1,250,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.027122068405151366,0.5991629600524903,0.003199601173400879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
6,,1,250,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.03164241313934326,0.6627895116806031,0.0037258148193359377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
7,,1,250,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.03616275787353516,0.7763760566711426,0.004250812530517578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
8,,1,500,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.04068310260772705,0.8370314359664917,0.004778289794921875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
9,,1,500,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.045203447341918945,0.9473279714584351,0.005682706832885742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
10,,1,500,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.04972379207611084,1.038363528251648,0.006851744651794433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
11,,1,500,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.05424413681030273,1.1460315942764283,0.008026528358459472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
12,,1,1000,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.05876448154449463,1.2338197469711303,0.009192228317260742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
13,,1,1000,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.06328482627868652,1.2676649332046508,0.010364699363708495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
14,,1,1000,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.06780517101287842,1.314026403427124,0.011536073684692384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
15,,1,1000,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.06798692684790378,0.07232551574707032,1.387767505645752,0.012712764739990234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,iris
16,,2,50,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.07684586048126221,1.5019994020462035,0.013878440856933594,0.937037037037037,0.9407407407407408,0.9259259259259259,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9407407407407408,0.9407407407407408,0.007590333900710825,stand+LSML+kNN,iris
17,,2,50,180,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.0813662052154541,1.5756908655166626,0.015042972564697266,0.9362962962962963,0.9407407407407408,0.9259259259259259,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9333333333333333,0.9407407407407408,0.007554102983100433,stand+LSML+kNN,iris
18,,2,50,360,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.085886549949646,1.6835214614868164,0.016208624839782713,0.9362962962962963,0.9407407407407408,0.9259259259259259,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9333333333333333,0.9407407407407408,0.007554102983100433,stand+LSML+kNN,iris
19,,2,50,720,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.09040689468383789,1.8486266613006592,0.017371225357055663,0.937037037037037,0.9407407407407408,0.9259259259259259,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9407407407407408,0.9407407407407408,0.007590333900710825,stand+LSML+kNN,iris
20,,2,250,90,0.9066666666666666,0.8,1.0,0.8666666666666667,0.9333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06110100926607785,0.09492723941802979,1.9201076984405518,0.018534159660339354,0.937037037037037,0.9407407407407408,0.9259259259259259,0.9333333333333333,0.9259259259259259,0.9481481481481482,0.9333333333333333,0.9333333333333333,0.9481481481481482,0.9407407407407408,0.9407407407407408,0.007590333900710825,stand+LSML+kNN,iris
