,cmaesfme__s__n_gen,cmaesfme__transformer,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,100,full,,1,0.864,0.9682539682539683,0.9,0.8888888888888888,0.873015873015873,0.7936507936507936,0.8253968253968254,0.873015873015873,0.9206349206349206,0.7777777777777778,0.819672131147541,0.056562240860744815,0.004326033592224121,26.14445593357086,0.001662874221801758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,balance-scale
1,100,diagonal,,1,0.7824,0.7936507936507936,0.7833333333333333,0.7777777777777778,0.8253968253968254,0.7936507936507936,0.7936507936507936,0.8412698412698413,0.7619047619047619,0.7619047619047619,0.6885245901639344,0.03920229919228811,0.008652067184448243,37.78533322811127,0.003177046775817871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,balance-scale
2,250,full,,1,0.8672,0.873015873015873,0.65,0.9523809523809523,0.9206349206349206,0.873015873015873,0.9206349206349206,0.8571428571428571,0.8253968253968254,0.9047619047619048,0.8852459016393442,0.07986583903241865,0.012978100776672363,105.19347622394562,0.004661965370178223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,balance-scale
3,250,diagonal,,1,0.8112,0.8412698412698413,0.7333333333333333,0.7777777777777778,0.8571428571428571,0.8412698412698413,0.7936507936507936,0.7936507936507936,0.7777777777777778,0.8253968253968254,0.8688524590163934,0.040444279049198395,0.017304134368896485,135.48354032039643,0.0061729192733764645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,balance-scale
4,500,full,,1,0.8848,0.9365079365079365,0.7166666666666667,0.873015873015873,0.873015873015873,0.9206349206349206,0.873015873015873,0.9047619047619048,0.9206349206349206,0.873015873015873,0.9508196721311475,0.06230558202076654,0.021630167961120605,265.3145959377289,0.007664299011230469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,balance-scale
5,500,diagonal,,1,0.7824,0.7777777777777778,0.75,0.8253968253968254,0.7301587301587301,0.7936507936507936,0.7777777777777778,0.8095238095238095,0.7936507936507936,0.7936507936507936,0.7704918032786885,0.026319660763620512,0.025956201553344726,319.72075107097623,0.009188675880432129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,balance-scale
6,100,full,,2,0.864,0.9523809523809523,0.9166666666666666,0.8412698412698413,0.9047619047619048,0.8412698412698413,0.873015873015873,0.7777777777777778,0.9047619047619048,0.8253968253968254,0.8032786885245902,0.05256820633128512,0.030282235145568846,345.86520700454713,0.010654377937316894,0.9402666666666667,0.9555160142348754,0.9610619469026549,0.9501779359430605,0.9306049822064056,0.9483985765124555,0.9395017793594306,0.9323843416370107,0.9555160142348754,0.902135231316726,0.9273049645390071,0.01685219869644442,stand+CMAESFme+kNN,balance-scale
7,100,diagonal,,2,0.7232,0.7142857142857143,0.6666666666666666,0.746031746031746,0.7777777777777778,0.7142857142857143,0.746031746031746,0.6984126984126984,0.7301587301587301,0.7619047619047619,0.6721311475409836,0.03484726376089754,0.03460826873779297,357.50608429908755,0.012155842781066895,0.8853333333333333,0.8790035587188612,0.8902654867256637,0.8718861209964412,0.8736654804270463,0.895017793594306,0.902135231316726,0.8701067615658363,0.8843416370106761,0.895017793594306,0.8918439716312057,0.010613481649293233,stand+CMAESFme+kNN,balance-scale
8,250,full,,2,0.8384,0.8571428571428571,0.6333333333333333,0.9206349206349206,0.9206349206349206,0.8412698412698413,0.8888888888888888,0.7777777777777778,0.7936507936507936,0.9365079365079365,0.8032786885245902,0.08660862670456894,0.03893430233001709,424.9142272949219,0.013623905181884766,0.9416888888888889,0.9145907473309609,0.9079646017699115,0.9501779359430605,0.9572953736654805,0.9519572953736655,0.9750889679715302,0.9359430604982206,0.9128113879003559,0.9519572953736655,0.9592198581560284,0.02165171318309049,stand+CMAESFme+kNN,balance-scale
9,250,diagonal,,2,0.7008,0.7936507936507936,0.6,0.746031746031746,0.746031746031746,0.6507936507936508,0.6825396825396826,0.6666666666666666,0.7301587301587301,0.7142857142857143,0.6721311475409836,0.05360534698783681,0.04326033592224121,455.2042913913727,0.015120100975036622,0.8819555555555556,0.8701067615658363,0.8991150442477877,0.8843416370106761,0.8736654804270463,0.8861209964412812,0.8790035587188612,0.8790035587188612,0.8843416370106761,0.8736654804270463,0.8900709219858156,0.008272343205415466,stand+CMAESFme+kNN,balance-scale
