,error,jde__s__n_gen,jde__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,100,full,1,0.872,0.8253968253968254,0.7333333333333333,0.8888888888888888,0.9206349206349206,0.9047619047619048,0.8571428571428571,0.9365079365079365,0.873015873015873,0.8888888888888888,0.8852459016393442,0.054739509776919694,0.003011775016784668,114.93271450996399,0.0016172409057617187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,balance-scale
1,,100,diagonal,1,0.7568,0.7936507936507936,0.6166666666666667,0.7777777777777778,0.6984126984126984,0.7777777777777778,0.8095238095238095,0.7619047619047619,0.7936507936507936,0.746031746031746,0.7868852459016393,0.055196187307243065,0.006023550033569336,132.75030279159546,0.003112053871154785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,balance-scale
2,,250,full,1,0.8896,0.873015873015873,0.85,0.8888888888888888,0.9206349206349206,0.873015873015873,0.8571428571428571,0.8412698412698413,0.9206349206349206,1.0,0.8688524590163934,0.044779803767396355,0.009035325050354004,414.65886092185974,0.00458073616027832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,balance-scale
3,,250,diagonal,1,0.7552,0.7619047619047619,0.6833333333333333,0.7619047619047619,0.6825396825396826,0.8095238095238095,0.7777777777777778,0.7936507936507936,0.8095238095238095,0.7777777777777778,0.6885245901639344,0.04834968221456334,0.012047100067138671,459.37165570259094,0.006075167655944824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,balance-scale
4,,500,full,1,0.9056,0.9365079365079365,0.85,0.9206349206349206,0.9047619047619048,0.9047619047619048,0.9206349206349206,0.9523809523809523,0.8888888888888888,0.9047619047619048,0.8688524590163934,0.0288400955574673,0.01505887508392334,1019.5182641029357,0.007534432411193848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,balance-scale
5,,500,diagonal,1,0.7568,0.7936507936507936,0.6333333333333333,0.7301587301587301,0.8095238095238095,0.7619047619047619,0.7777777777777778,0.7936507936507936,0.746031746031746,0.8095238095238095,0.7049180327868853,0.05243805115191405,0.01807065010070801,1107.7731918811799,0.009021496772766114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,balance-scale
6,,100,full,2,0.8352,0.746031746031746,0.6666666666666666,0.8571428571428571,0.873015873015873,0.8412698412698413,0.8571428571428571,0.8571428571428571,0.873015873015873,0.8888888888888888,0.8852459016393442,0.06788136593057169,0.021082425117492677,1222.7059063911438,0.010468459129333496,0.9331555555555555,0.900355871886121,0.9008849557522124,0.9306049822064056,0.9430604982206405,0.9537366548042705,0.9341637010676157,0.9466192170818505,0.9466192170818505,0.9377224199288257,0.9379432624113475,0.017472087793973166,stand+JDE+kNN,balance-scale
7,,100,diagonal,2,0.6848,0.6984126984126984,0.5666666666666667,0.7301587301587301,0.6507936507936508,0.7936507936507936,0.7619047619047619,0.6190476190476191,0.6507936507936508,0.7301587301587301,0.639344262295082,0.06689299318876452,0.024094200134277342,1240.5234946727753,0.011945223808288575,0.8846222222222222,0.8807829181494662,0.8991150442477877,0.8790035587188612,0.8825622775800712,0.8861209964412812,0.8825622775800712,0.902135231316726,0.8843416370106761,0.8754448398576512,0.874113475177305,0.008766565809964698,stand+JDE+kNN,balance-scale
8,,250,full,2,0.8768,0.873015873015873,0.7833333333333333,0.8571428571428571,0.9206349206349206,0.8412698412698413,0.8412698412698413,0.8888888888888888,0.8571428571428571,0.9841269841269841,0.9180327868852459,0.05228174339193238,0.02710597515106201,1522.4320528030396,0.013397598266601562,0.9480888888888889,0.9270462633451957,0.9486725663716814,0.9359430604982206,0.9519572953736655,0.9501779359430605,0.9572953736654805,0.9412811387900356,0.9537366548042705,0.9697508896797153,0.9450354609929078,0.011187271249742501,stand+JDE+kNN,balance-scale
9,,250,diagonal,2,0.6784,0.6984126984126984,0.55,0.746031746031746,0.6507936507936508,0.6666666666666666,0.7777777777777778,0.6984126984126984,0.6825396825396826,0.6349206349206349,0.6721311475409836,0.05880498151439985,0.03011775016784668,1567.1448475837708,0.014892220497131348,0.8876444444444445,0.905693950177936,0.8902654867256637,0.8807829181494662,0.8843416370106761,0.891459074733096,0.8843416370106761,0.8790035587188612,0.8807829181494662,0.8754448398576512,0.9042553191489362,0.009811217897892414,stand+JDE+kNN,balance-scale
