,error,jde__s__n_gen,jde__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,25,diagonal,1,0.9744017807456873,0.972972972972973,0.9715909090909091,0.9726775956284153,0.9723756906077348,0.9944444444444445,0.9608938547486033,0.9608938547486033,0.9832402234636871,0.9775280898876404,0.9774011299435028,0.00938373496190443,0.0043506622314453125,1122.2509393453597,0.0034459114074707033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,digits10
1,,100,diagonal,1,0.9710628825820813,0.9783783783783784,1.0,0.9453551912568307,0.9447513812154696,0.9777777777777777,0.9497206703910615,0.9664804469273743,0.9888268156424581,0.9719101123595506,0.9887005649717514,0.018419645281758806,0.008701324462890625,5366.157661700248,0.007151484489440918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,digits10
2,,25,diagonal,2,0.9604897050639956,0.9567567567567568,0.9545454545454546,0.9562841530054644,0.9723756906077348,0.9833333333333333,0.9664804469273743,0.9441340782122905,0.9608938547486033,0.9550561797752809,0.9548022598870056,0.010466552725726755,0.013051986694335938,6488.4086010456085,0.010415887832641602,0.982316206022383,0.9820099255583127,0.9796421961752005,0.9807930607187113,0.9900990099009901,0.9839208410636983,0.9839307787391842,0.9826946847960445,0.9752781211372065,0.9833230389129092,0.9814814814814815,0.003559581340228387,JDE+kNN,digits10
3,,100,diagonal,2,0.9638286032276016,0.9621621621621622,0.9829545454545454,0.9398907103825137,0.9392265193370166,0.9777777777777777,0.9608938547486033,0.9497206703910615,0.9832402234636871,0.9606741573033708,0.9830508474576272,0.016447418374479536,0.01740264892578125,10732.315323400497,0.013973498344421386,0.9850986211587214,0.9875930521091811,0.9858112276372609,0.9814126394052045,0.9863861386138614,0.9851576994434137,0.9820766378244746,0.988257107540173,0.984548825710754,0.9876466954910439,0.9820987654320987,0.0023849561366240052,JDE+kNN,digits10
4,,25,diagonal,4,0.9677239844184753,0.9567567567567568,0.9715909090909091,0.9562841530054644,0.9779005524861878,0.9944444444444445,0.9664804469273743,0.9664804469273743,0.9608938547486033,0.9606741573033708,0.9661016949152542,0.010889032419494502,0.021753311157226562,11854.566262745857,0.017232370376586915,0.9815742286526927,0.9826302729528535,0.9759407772979642,0.9820322180916976,0.989480198019802,0.9839208410636983,0.9789864029666254,0.980840543881335,0.9777503090234858,0.9827053736874614,0.9814814814814815,0.0035244463223723438,JDE+kNN,digits10
5,,100,diagonal,4,0.9688369504730105,0.972972972972973,0.9829545454545454,0.9398907103825137,0.9558011049723757,0.9666666666666667,0.9664804469273743,0.9608938547486033,0.994413407821229,0.9662921348314607,0.9830508474576272,0.014697427422445817,0.026103973388671875,16098.472985100747,0.02079300880432129,0.9820688802324863,0.9832506203473945,0.9833436150524367,0.9826517967781908,0.9814356435643564,0.9808286951144094,0.9802224969097652,0.9820766378244746,0.980840543881335,0.9851760345892526,0.9808641975308642,0.0014602728580765047,JDE+kNN,digits10
6,,25,diagonal,8,0.9610461880912632,0.9459459459459459,0.9659090909090909,0.9344262295081968,0.9779005524861878,0.9666666666666667,0.9608938547486033,0.9553072625698324,0.9664804469273743,0.9719101123595506,0.9661016949152542,0.01217334266254676,0.030454635620117188,17220.723924446105,0.02404463291168213,0.9753910839052742,0.9776674937965261,0.972239358420728,0.9708798017348204,0.9845297029702971,0.9789734075448361,0.9740420271940667,0.9728059332509271,0.9666254635352287,0.9789993823347746,0.9771604938271605,0.0048301568906983575,JDE+kNN,digits10
7,,100,diagonal,8,0.9660545353366722,0.9513513513513514,0.9886363636363636,0.9453551912568307,0.9558011049723757,0.9611111111111111,0.9497206703910615,0.9553072625698324,0.994413407821229,0.9662921348314607,0.9943502824858758,0.01808608432527457,0.0348052978515625,21464.630646800993,0.027599549293518065,0.9759475669325419,0.9764267990074442,0.9821098087600246,0.9776951672862454,0.9678217821782178,0.9752628324056896,0.9765142150803461,0.9740420271940667,0.9752781211372065,0.9814700432365658,0.9728395061728395,0.0039027211795846424,JDE+kNN,digits10
8,,25,diagonal,16,0.9515859766277128,0.9405405405405406,0.9602272727272727,0.9180327868852459,0.9779005524861878,0.9611111111111111,0.9776536312849162,0.9329608938547486,0.9497206703910615,0.9550561797752809,0.943502824858757,0.017924505420703087,0.03915596008300781,22586.881586146355,0.030862069129943846,0.9640140975700241,0.966501240694789,0.9580505860579889,0.9622057001239157,0.9733910891089109,0.9672232529375386,0.9647713226205191,0.9598269468479604,0.9542645241038319,0.9697344039530574,0.9641975308641976,0.005377374742893332,JDE+kNN,digits10
9,,100,diagonal,16,0.9554813578185866,0.9459459459459459,0.9772727272727273,0.9289617486338798,0.9447513812154696,0.9555555555555556,0.9497206703910615,0.9664804469273743,0.9720670391061452,0.949438202247191,0.9661016949152542,0.014009130763603337,0.043506622314453125,26830.788308501244,0.034471535682678224,0.9654980523094046,0.9727047146401985,0.974090067859346,0.9566294919454771,0.9566831683168316,0.9641311069882499,0.9678615574783683,0.9610630407911002,0.965389369592089,0.9728227300802965,0.9635802469135802,0.006054559525911631,JDE+kNN,digits10
