,error,knn__n_neighbors,mean,nca__learn_rate,nca__max_iter,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,0.96,0.1,50,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9682539682539683,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.022564604462390725,0.004866957664489746,6.343001961708069,0.001669764518737793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+NCA+kNN,balance-scale
1,,1,0.96,0.1,250,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9523809523809523,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9508196721311475,0.02124163016568996,0.009733915328979492,36.4144761800766,0.003201723098754883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+NCA+kNN,balance-scale
2,,1,0.9584,0.1,500,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9523809523809523,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.022466001550911805,0.014600872993469238,96.40879254341125,0.004706811904907226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+NCA+kNN,balance-scale
3,,1,0.9584,0.1,1000,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9523809523809523,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.022466001550911805,0.019467830657958984,217.043403506279,0.006207847595214843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+NCA+kNN,balance-scale
4,,1,0.96,0.01,50,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9682539682539683,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.022564604462390725,0.02433478832244873,222.98670229911804,0.007703661918640137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+NCA+kNN,balance-scale
5,,1,0.96,0.01,250,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9523809523809523,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9508196721311475,0.02124163016568996,0.029201745986938477,252.85404970645905,0.009186673164367675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+NCA+kNN,balance-scale
6,,1,0.9584,0.01,500,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9523809523809523,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.022466001550911805,0.03406870365142822,312.754349899292,0.010679960250854492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+NCA+kNN,balance-scale
7,,1,0.9584,0.01,1000,0.9841269841269841,0.9166666666666666,0.9682539682539683,0.9523809523809523,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.022466001550911805,0.03893566131591797,432.52831399440765,0.012170052528381348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+NCA+kNN,balance-scale
8,,2,0.9504,0.1,50,0.9841269841269841,0.9,0.9523809523809523,0.9523809523809523,0.9682539682539683,0.9523809523809523,0.9206349206349206,0.9523809523809523,0.9841269841269841,0.9344262295081968,0.025079704855578037,0.043802618980407715,438.8713159561157,0.013637614250183106,0.9790222222222222,0.9768683274021353,0.9858407079646018,0.9804270462633452,0.9786476868327402,0.9786476868327402,0.9839857651245552,0.9750889679715302,0.9750889679715302,0.9768683274021353,0.9787234042553191,0.003371813476228055,stand+NCA+kNN,balance-scale
9,,2,0.9552,0.1,250,0.9841269841269841,0.9166666666666666,0.9523809523809523,0.9365079365079365,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.02304591713460606,0.04866957664489746,468.94279017448423,0.015106773376464844,0.9799111111111111,0.9768683274021353,0.9858407079646018,0.9804270462633452,0.9804270462633452,0.9804270462633452,0.9839857651245552,0.9786476868327402,0.9768683274021353,0.9750889679715302,0.9804964539007093,0.0031027467598012666,stand+NCA+kNN,balance-scale
10,,2,0.9568,0.1,500,0.9841269841269841,0.9166666666666666,0.9523809523809523,0.9365079365079365,0.9682539682539683,0.9523809523809523,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.02225403388531839,0.05353653430938721,528.9371065378189,0.016566371917724608,0.9797333333333333,0.9768683274021353,0.9858407079646018,0.9804270462633452,0.9804270462633452,0.9786476868327402,0.9839857651245552,0.9786476868327402,0.9786476868327402,0.9750889679715302,0.9787234042553191,0.0030113090584535356,stand+NCA+kNN,balance-scale
11,,2,0.9552,0.1,1000,0.9841269841269841,0.9166666666666666,0.9523809523809523,0.9365079365079365,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.021925413792996624,0.05840349197387695,649.5717175006866,0.018029999732971192,0.9806222222222222,0.9768683274021353,0.9858407079646018,0.9804270462633452,0.9822064056939501,0.9804270462633452,0.9839857651245552,0.9786476868327402,0.9786476868327402,0.9786476868327402,0.9804964539007093,0.002587193030277803,stand+NCA+kNN,balance-scale
12,,2,0.9504,0.01,50,0.9841269841269841,0.9,0.9523809523809523,0.9523809523809523,0.9682539682539683,0.9523809523809523,0.9206349206349206,0.9523809523809523,0.9841269841269841,0.9344262295081968,0.025079704855578037,0.0632704496383667,655.5150162935257,0.0194976806640625,0.9790222222222222,0.9768683274021353,0.9858407079646018,0.9804270462633452,0.9786476868327402,0.9786476868327402,0.9839857651245552,0.9750889679715302,0.9750889679715302,0.9768683274021353,0.9787234042553191,0.003371813476228055,stand+NCA+kNN,balance-scale
13,,2,0.9552,0.01,250,0.9841269841269841,0.9166666666666666,0.9523809523809523,0.9365079365079365,0.9682539682539683,0.9365079365079365,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.02304591713460606,0.06813740730285645,685.3823637008667,0.020958995819091795,0.9799111111111111,0.9768683274021353,0.9858407079646018,0.9804270462633452,0.9804270462633452,0.9804270462633452,0.9839857651245552,0.9786476868327402,0.9768683274021353,0.9750889679715302,0.9804964539007093,0.0031027467598012666,stand+NCA+kNN,balance-scale
14,,2,0.9568,0.01,500,0.9841269841269841,0.9166666666666666,0.9523809523809523,0.9365079365079365,0.9682539682539683,0.9523809523809523,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.02225403388531839,0.07300436496734619,745.2826638936997,0.02242124080657959,0.9797333333333333,0.9768683274021353,0.9858407079646018,0.9804270462633452,0.9804270462633452,0.9786476868327402,0.9839857651245552,0.9786476868327402,0.9786476868327402,0.9750889679715302,0.9787234042553191,0.0030113090584535356,stand+NCA+kNN,balance-scale
15,,2,0.9552,0.01,1000,0.9841269841269841,0.9166666666666666,0.9523809523809523,0.9365079365079365,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9841269841269841,0.9841269841269841,0.9344262295081968,0.021925413792996624,0.07787132263183594,865.0566279888153,0.023886919021606445,0.9806222222222222,0.9768683274021353,0.9858407079646018,0.9804270462633452,0.9822064056939501,0.9804270462633452,0.9839857651245552,0.9786476868327402,0.9786476868327402,0.9786476868327402,0.9804964539007093,0.002587193030277803,stand+NCA+kNN,balance-scale
16,,4,0.9376,0.1,50,0.9523809523809523,0.9,0.9523809523809523,0.9523809523809523,0.9047619047619048,0.9365079365079365,0.9206349206349206,0.9523809523809523,0.9841269841269841,0.9180327868852459,0.024903950900137955,0.08273828029632568,871.3996299505234,0.02535398006439209,0.9672888888888889,0.9661921708185054,0.9752212389380531,0.9644128113879004,0.9715302491103203,0.9661921708185054,0.9661921708185054,0.9644128113879004,0.9661921708185054,0.9626334519572953,0.9698581560283688,0.00361303308988959,stand+NCA+kNN,balance-scale
17,,4,0.9488,0.1,250,0.9682539682539683,0.9166666666666666,0.9523809523809523,0.9523809523809523,0.9206349206349206,0.9523809523809523,0.9682539682539683,0.9682539682539683,0.9682539682539683,0.9180327868852459,0.020794501533310125,0.08760523796081543,901.4711041688919,0.02681739330291748,0.9656888888888889,0.9644128113879004,0.9663716814159292,0.9661921708185054,0.9661921708185054,0.9661921708185054,0.9661921708185054,0.9572953736654805,0.9679715302491103,0.9644128113879004,0.9716312056737588,0.0034015987521748775,stand+NCA+kNN,balance-scale
