,error,itml__gamma,itml__max_iters,itml__num_constraints,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,0.01,50,40,1,0.8269230769230769,0.9545454545454546,0.75,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.6190476190476191,0.9523809523809523,0.8571428571428571,0.8,0.9,0.10131278114677933,0.0041115045547485355,0.7262709140777588,0.0007291078567504883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
1,,0.01,50,80,1,0.8221153846153846,0.9545454545454546,0.7,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.6190476190476191,0.9523809523809523,0.8571428571428571,0.8,0.9,0.10607057997099628,0.008223009109497071,1.477309274673462,0.001439666748046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
2,,0.01,50,160,1,0.8269230769230769,1.0,0.75,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.6190476190476191,0.9047619047619048,0.8571428571428571,0.8,0.9,0.10326006838732969,0.012334513664245605,3.0102707147598267,0.002070116996765137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
3,,0.01,50,320,1,0.8269230769230769,1.0,0.75,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.6190476190476191,0.9047619047619048,0.8571428571428571,0.85,0.85,0.10080992869433053,0.016446018218994142,7.1865112543106076,0.0027024507522583007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
4,,0.01,250,40,1,0.8269230769230769,0.9545454545454546,0.75,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.6190476190476191,0.9523809523809523,0.8571428571428571,0.8,0.9,0.10131278114677933,0.020557522773742676,7.517976570129394,0.003448200225830078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
5,,0.01,250,80,1,0.8221153846153846,0.9545454545454546,0.75,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.6190476190476191,0.9047619047619048,0.8571428571428571,0.8,0.9,0.09626183591812523,0.02466902732849121,8.20081148147583,0.004128074645996094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
6,,0.01,250,160,1,0.8221153846153846,1.0,0.7,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.6190476190476191,0.9047619047619048,0.8571428571428571,0.8,0.9,0.10792203451047344,0.028780531883239747,9.6088543176651,0.004752659797668457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
7,,0.01,250,320,1,0.8076923076923077,1.0,0.7,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.6190476190476191,0.9047619047619048,0.8095238095238095,0.75,0.85,0.10597351314138992,0.032892036437988284,12.982035923004151,0.005383920669555664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
8,,0.01,500,40,1,0.8269230769230769,0.9545454545454546,0.7,0.7142857142857143,0.8571428571428571,0.9047619047619048,0.6190476190476191,0.9523809523809523,0.8571428571428571,0.8,0.9,0.10861703061314915,0.03700354099273682,13.263351941108704,0.0060157299041748045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
9,,0.01,500,80,1,0.8221153846153846,1.0,0.7,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.6190476190476191,0.9047619047619048,0.8571428571428571,0.8,0.9,0.10792203451047344,0.04111504554748535,14.097199606895447,0.006644415855407715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,sonar
