,error,jde__s__n_gen,jde__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,25,full,1,0.98,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.030550504633038926,0.00394291877746582,18.044575333595276,0.0008972406387329102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,iris
1,,25,diagonal,1,0.96,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.03265986323710904,0.00788583755493164,22.276329350471496,0.0014247655868530273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,iris
2,,100,full,1,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.033333333333333326,0.011828756332397461,85.79170212745666,0.0019521713256835938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,iris
3,,100,diagonal,1,0.9533333333333334,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.030550504633038926,0.01577167510986328,101.08382782936096,0.0024797201156616213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,iris
4,,25,full,2,0.96,0.8666666666666667,0.9333333333333333,1.0,1.0,0.8666666666666667,1.0,1.0,1.0,1.0,0.9333333333333333,0.053333333333333316,0.0197145938873291,119.12840316295623,0.003000307083129883,0.9874074074074074,0.9703703703703703,1.0,0.9851851851851852,0.9925925925925926,0.9851851851851852,0.9925925925925926,0.9925925925925926,0.9925925925925926,0.9777777777777777,0.9851851851851852,0.00814814814814816,JDE+kNN,iris
5,,25,diagonal,2,0.9533333333333334,0.8666666666666667,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.04268749491621898,0.023657512664794923,123.36015717983246,0.003529858589172363,0.9785185185185186,0.9851851851851852,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9703703703703703,0.9777777777777777,0.9851851851851852,0.9777777777777777,0.9777777777777777,0.003989010968247786,JDE+kNN,iris
6,,100,full,2,0.96,0.8666666666666667,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,0.9333333333333333,0.04422166387140532,0.027600431442260744,186.87552995681762,0.004048013687133789,0.9911111111111112,0.9851851851851852,1.0,0.9777777777777777,1.0,0.9925925925925926,0.9777777777777777,0.9925925925925926,1.0,0.9925925925925926,0.9925925925925926,0.007978021936495572,JDE+kNN,iris
7,,100,diagonal,2,0.9533333333333334,0.8666666666666667,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,0.04268749491621898,0.03154335021972656,202.1676556587219,0.0045665264129638675,0.9762962962962963,0.9777777777777777,0.9777777777777777,0.9703703703703703,0.9777777777777777,0.9851851851851852,0.9703703703703703,0.9777777777777777,0.9777777777777777,0.9703703703703703,0.9777777777777777,0.0044444444444444505,JDE+kNN,iris
8,,25,full,4,0.9733333333333334,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,0.9333333333333333,0.03265986323710903,0.035486268997192386,220.2122309923172,0.005082249641418457,0.9785185185185186,0.9777777777777777,0.9851851851851852,0.9777777777777777,0.9777777777777777,0.9703703703703703,0.9777777777777777,0.9851851851851852,0.9703703703703703,0.9925925925925926,0.9703703703703703,0.006988134171893791,JDE+kNN,iris
9,,25,diagonal,4,0.9666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,0.9333333333333333,0.033333333333333326,0.0394291877746582,224.44398500919343,0.0056010961532592775,0.9696296296296296,0.9703703703703703,0.9703703703703703,0.9555555555555556,0.9777777777777777,0.9777777777777777,0.9703703703703703,0.9703703703703703,0.9703703703703703,0.9629629629629629,0.9703703703703703,0.006153054713272632,JDE+kNN,iris
10,,100,full,4,0.96,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.03265986323710904,0.04337210655212402,287.9593577861786,0.006110167503356934,0.9822222222222222,0.9703703703703703,1.0,0.9777777777777777,0.9851851851851852,0.9851851851851852,0.9777777777777777,0.9777777777777777,0.9851851851851852,0.9925925925925926,0.9703703703703703,0.008888888888888901,JDE+kNN,iris
