,error,jde__s__n_gen,jde__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,25,full,1,0.9875,1.0,1.0,1.0,1.0,0.975,1.0,0.925,1.0,1.0,0.975,0.02304886114323221,0.0031209707260131834,29.376491951942445,0.001508784294128418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,gaussians
1,,25,diagonal,1,0.99,1.0,1.0,1.0,1.0,0.975,0.975,1.0,1.0,1.0,0.95,0.016583123951777013,0.006241941452026367,36.05462543964386,0.0028358221054077147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,gaussians
2,,100,full,1,0.9875,1.0,1.0,1.0,0.975,0.975,0.975,0.975,1.0,1.0,0.975,0.012500000000000011,0.009362912178039551,140.84406683444976,0.004154777526855469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,gaussians
3,,100,diagonal,1,0.9875,1.0,1.0,1.0,1.0,0.975,0.95,1.0,1.0,1.0,0.95,0.020155644370746392,0.012483882904052734,164.9440958738327,0.0054656982421875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDE+kNN,gaussians
4,,25,full,2,0.985,1.0,1.0,1.0,1.0,0.975,1.0,0.9,0.975,1.0,1.0,0.029999999999999995,0.015604853630065918,194.32058782577514,0.006750249862670898,0.9891666666666666,1.0,0.9944444444444445,0.9944444444444445,0.9972222222222222,0.9916666666666667,0.9944444444444445,0.9638888888888889,0.9777777777777777,0.9861111111111112,0.9916666666666667,0.01027777777777778,stand+JDE+kNN,gaussians
5,,25,diagonal,2,0.985,1.0,1.0,1.0,1.0,0.975,0.95,0.975,1.0,1.0,0.95,0.020000000000000018,0.018725824356079102,200.99872131347655,0.00803074836730957,0.9963888888888889,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9916666666666667,0.9972222222222222,0.9972222222222222,0.9944444444444445,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.0017786456215091182,stand+JDE+kNN,gaussians
6,,100,full,2,0.985,1.0,1.0,0.975,0.975,0.975,0.975,0.975,1.0,1.0,0.975,0.012247448713915901,0.021846795082092287,305.78816270828247,0.009311914443969727,0.9969444444444444,0.9916666666666667,0.9972222222222222,0.9944444444444445,0.9972222222222222,0.9972222222222222,1.0,0.9972222222222222,1.0,1.0,0.9944444444444445,0.002620550314460158,stand+JDE+kNN,gaussians
7,,100,diagonal,2,0.9875,1.0,1.0,1.0,1.0,0.975,0.95,0.975,1.0,1.0,0.975,0.016770509831248438,0.024967765808105467,329.8881917476654,0.01060342788696289,0.9963888888888889,0.9972222222222222,0.9944444444444445,0.9972222222222222,0.9916666666666667,0.9972222222222222,0.9972222222222222,0.9944444444444445,0.9972222222222222,0.9972222222222222,1.0,0.002169513798862952,stand+JDE+kNN,gaussians
8,,25,full,4,0.985,1.0,1.0,1.0,1.0,0.95,1.0,0.925,0.975,1.0,1.0,0.02549509756796392,0.02808873653411865,359.2646836996079,0.011894726753234863,0.9863888888888889,0.9916666666666667,0.9916666666666667,0.9944444444444445,0.9916666666666667,0.9916666666666667,0.9944444444444445,0.9638888888888889,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.0097380823016434,stand+JDE+kNN,gaussians
9,,25,diagonal,4,0.985,1.0,1.0,1.0,1.0,0.95,0.975,0.975,1.0,1.0,0.95,0.020000000000000018,0.031209707260131836,365.9428171873093,0.01317455768585205,0.9936111111111111,0.9916666666666667,0.9916666666666667,0.9972222222222222,0.9916666666666667,0.9972222222222222,0.9944444444444445,0.9972222222222222,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.002499999999999991,stand+JDE+kNN,gaussians
