,cmaes__c__n_neighbors,cmaes__c__weights,cmaes__n_gen,cmaes__transformer,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,1,uniform,50,full,,1,0.949438202247191,0.9473684210526315,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.9444444444444444,0.9411764705882353,0.046172866433502296,0.004464626312255859,7.816686964035034,0.0013614416122436524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
1,1,uniform,50,diagonal,,1,0.9382022471910112,0.9473684210526315,1.0,1.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.9444444444444444,1.0,0.8235294117647058,0.05986995395545592,0.008929252624511719,11.02617712020874,0.002598404884338379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
2,1,uniform,100,full,,1,0.9719101123595506,1.0,0.9375,1.0,1.0,1.0,0.9444444444444444,1.0,0.8888888888888888,1.0,0.9411764705882353,0.03808506409888202,0.013393878936767578,27.94585838317871,0.003829193115234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
3,1,uniform,100,diagonal,,1,0.9382022471910112,0.8947368421052632,1.0,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.9444444444444444,1.0,1.0,0.8823529411764706,0.05254979075862362,0.017858505249023438,34.18755247592926,0.005041956901550293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
4,1,uniform,250,full,,1,0.9325842696629213,0.9473684210526315,1.0,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.9444444444444444,0.9444444444444444,1.0,0.8235294117647058,0.056351862750381204,0.022323131561279297,75.64475257396698,0.006260919570922852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
5,1,uniform,250,diagonal,,1,0.9606741573033708,0.9473684210526315,1.0,1.0,0.9444444444444444,0.9444444444444444,1.0,1.0,0.9444444444444444,0.9444444444444444,0.8823529411764706,0.036811547176303076,0.026787757873535156,91.13946108818054,0.007486963272094726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
6,1,distance,50,full,,1,0.9213483146067416,0.9473684210526315,1.0,0.9444444444444444,0.9444444444444444,0.7777777777777778,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8235294117647058,0.06343848358625259,0.031252384185791016,99.53515582084655,0.008706617355346679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
7,1,distance,50,diagonal,,1,0.9606741573033708,0.9473684210526315,1.0,1.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,1.0,0.9444444444444444,0.9444444444444444,0.9411764705882353,0.02551894495337725,0.035717010498046875,102.707976770401,0.009914112091064454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
8,1,distance,100,full,,1,0.949438202247191,0.9473684210526315,1.0,0.9444444444444444,0.8888888888888888,0.9444444444444444,0.9444444444444444,0.8888888888888888,0.9444444444444444,1.0,1.0,0.03885699787223444,0.040181636810302734,119.50535597801209,0.01113131046295166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
9,1,distance,100,diagonal,,1,0.9606741573033708,0.9473684210526315,1.0,1.0,0.9444444444444444,0.8888888888888888,1.0,1.0,0.9444444444444444,1.0,0.8823529411764706,0.04441141695702211,0.044646263122558594,125.88627548217774,0.012343406677246094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,wine
