,cmaesfme__s__n_gen,cmaesfme__transformer,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,100,full,,1,0.9613733905579399,0.9577464788732394,0.9710144927536232,0.9428571428571428,0.9428571428571428,0.9714285714285714,0.9857142857142858,0.9857142857142858,0.9428571428571428,0.9857142857142858,0.927536231884058,0.020391538668485153,0.004376554489135742,23.164490127563475,0.0018262624740600585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,breast-cancer-wisconsin
1,100,diagonal,,1,0.9628040057224606,0.9577464788732394,0.9420289855072463,0.9857142857142858,0.9285714285714286,0.9714285714285714,1.0,0.9857142857142858,0.9285714285714286,0.9857142857142858,0.9420289855072463,0.025030103712770056,0.008753108978271484,36.97735233306885,0.0036429166793823242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,breast-cancer-wisconsin
2,250,full,,1,0.9470672389127325,0.9295774647887324,0.927536231884058,0.9571428571428572,0.9,0.9428571428571428,0.9857142857142858,0.9857142857142858,0.9285714285714286,0.9714285714285714,0.9420289855072463,0.026400873762960304,0.013129663467407227,93.94781532287598,0.005286550521850586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,breast-cancer-wisconsin
3,250,diagonal,,1,0.9527896995708155,0.9295774647887324,0.9420289855072463,0.9571428571428572,0.9285714285714286,0.9714285714285714,1.0,0.9571428571428572,0.9285714285714286,1.0,0.9130434782608695,0.028723386733655258,0.017506217956542967,128.04089579582214,0.007031750679016113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,breast-cancer-wisconsin
4,500,full,,1,0.9470672389127325,0.9295774647887324,0.9855072463768116,0.9428571428571428,0.9428571428571428,0.9714285714285714,0.9714285714285714,0.9428571428571428,0.9142857142857143,0.9428571428571428,0.927536231884058,0.02120716059748988,0.02188277244567871,240.32608902454376,0.008675122261047363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,breast-cancer-wisconsin
5,500,diagonal,,1,0.9685264663805436,0.9436619718309859,0.9710144927536232,0.9857142857142858,0.9428571428571428,0.9857142857142858,1.0,0.9857142857142858,0.9285714285714286,0.9857142857142858,0.9565217391304348,0.022795019417225185,0.026259326934814455,305.4658234119415,0.010476160049438476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,breast-cancer-wisconsin
6,100,full,,2,0.9470672389127325,0.9295774647887324,0.9420289855072463,0.9285714285714286,0.9142857142857143,0.9428571428571428,0.9857142857142858,0.9857142857142858,0.9285714285714286,0.9857142857142858,0.927536231884058,0.026400873762960318,0.030635881423950195,328.630313539505,0.012092971801757812,0.9759974566841519,0.9665605095541401,0.973015873015873,0.9809220985691574,0.9713831478537361,0.972972972972973,0.9777424483306836,0.9793322734499205,0.9793322734499205,0.9777424483306836,0.9809523809523809,0.004533436849839416,stand+CMAESFme+kNN,breast-cancer-wisconsin
7,100,diagonal,,2,0.9513590844062947,0.9436619718309859,0.927536231884058,0.9571428571428572,0.9285714285714286,0.9571428571428572,0.9857142857142858,0.9857142857142858,0.9285714285714286,1.0,0.8985507246376812,0.030409466754021668,0.035012435913085935,342.44317574501036,0.013878631591796874,0.9748847560006358,0.9729299363057324,0.9746031746031746,0.9777424483306836,0.9777424483306836,0.9697933227344993,0.9713831478537361,0.9745627980922098,0.9777424483306836,0.9713831478537361,0.9809523809523809,0.003402421942081275,stand+CMAESFme+kNN,breast-cancer-wisconsin
8,250,full,,2,0.9256080114449213,0.9436619718309859,0.9130434782608695,0.9428571428571428,0.8571428571428571,0.9,0.9714285714285714,0.9857142857142858,0.9,0.9571428571428572,0.8840579710144928,0.03900435533770979,0.03938899040222168,399.4136387348175,0.015497469902038574,0.9752026704816404,0.9761146496815286,0.9666666666666667,0.9825119236883942,0.9713831478537361,0.9761526232114467,0.9666136724960255,0.9793322734499205,0.9809220985691574,0.9793322734499205,0.973015873015873,0.005366408922757248,stand+CMAESFme+kNN,breast-cancer-wisconsin
9,250,diagonal,,2,0.9399141630901288,0.9154929577464789,0.9420289855072463,0.9428571428571428,0.9142857142857143,0.9714285714285714,0.9714285714285714,0.9142857142857143,0.9285714285714286,0.9857142857142858,0.9130434782608695,0.026187443701026266,0.04376554489135742,433.5067192077637,0.017223453521728514,0.9766332856461611,0.9713375796178344,0.9825396825396825,0.9745627980922098,0.9825119236883942,0.9713831478537361,0.972972972972973,0.9777424483306836,0.9793322734499205,0.9793322734499205,0.9746031746031746,0.004033085766805192,stand+CMAESFme+kNN,breast-cancer-wisconsin
