,cmaes__c__n_neighbors,cmaes__c__weights,cmaes__n_gen,cmaes__transformer,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,1,uniform,50,full,,1,0.8846153846153846,0.9545454545454546,0.95,0.8095238095238095,0.8571428571428571,0.9523809523809523,0.6666666666666666,0.9047619047619048,0.8571428571428571,0.9,1.0,0.09075239278064452,0.005174779891967773,816.9459594488144,0.001604008674621582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
1,1,uniform,50,diagonal,,1,0.8557692307692307,1.0,0.7,0.8095238095238095,0.8095238095238095,0.9047619047619048,0.6666666666666666,0.9047619047619048,0.9523809523809523,0.9,0.9,0.10155815554112875,0.010349559783935546,821.3738143444061,0.002981400489807129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
2,1,uniform,100,full,,1,0.8461538461538461,0.9090909090909091,0.7,0.8095238095238095,0.7619047619047619,1.0,0.7619047619047619,0.9047619047619048,0.9047619047619048,0.75,0.95,0.09561298705610732,0.015524339675903321,2362.7385360002518,0.004455447196960449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
3,1,uniform,100,diagonal,,1,0.8846153846153846,1.0,0.85,0.8571428571428571,0.8095238095238095,0.9047619047619048,0.9047619047619048,0.8571428571428571,0.8095238095238095,0.85,1.0,0.06528500225376711,0.020699119567871092,2371.45645236969,0.005838370323181153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
4,1,uniform,250,full,,1,0.8605769230769231,0.9090909090909091,0.8,0.8095238095238095,0.8571428571428571,0.9047619047619048,0.7619047619047619,0.9047619047619048,0.8095238095238095,0.9,0.95,0.058684922979875764,0.025873899459838867,6280.527691435814,0.007312870025634766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
5,1,uniform,250,diagonal,,1,0.8701923076923077,0.9545454545454546,0.85,0.8095238095238095,0.8095238095238095,0.8571428571428571,0.7142857142857143,0.9047619047619048,0.9523809523809523,0.9,0.95,0.07387114513948467,0.031048679351806642,6302.593543696404,0.008709216117858886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
6,1,distance,50,full,,1,0.8653846153846154,0.9090909090909091,0.8,0.9047619047619048,0.8571428571428571,0.9523809523809523,0.7619047619047619,0.9047619047619048,0.8571428571428571,0.85,0.85,0.05307331059295036,0.03622345924377442,7083.765461206436,0.010097193717956542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
7,1,distance,50,diagonal,,1,0.8701923076923077,0.9090909090909091,0.85,0.8095238095238095,0.9523809523809523,0.9523809523809523,0.8095238095238095,0.8095238095238095,0.7619047619047619,0.9,0.95,0.06742118147770385,0.041398239135742185,7088.27718102932,0.011484050750732422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
8,1,distance,100,full,,1,0.8317307692307693,0.8636363636363636,0.75,0.8095238095238095,0.7619047619047619,1.0,0.6190476190476191,0.9047619047619048,0.8571428571428571,0.8,0.95,0.10372510278234788,0.04657301902770996,8644.256012368201,0.01286773681640625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
9,1,distance,100,diagonal,,1,0.8269230769230769,0.9090909090909091,0.75,0.9047619047619048,0.8095238095238095,0.9523809523809523,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8,0.85,0.10155062653766389,0.051747798919677734,8653.38310983181,0.014258193969726562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
10,1,distance,250,full,,1,0.8317307692307693,0.9545454545454546,0.7,0.7619047619047619,0.8571428571428571,0.9047619047619048,0.7619047619047619,0.8571428571428571,0.7619047619047619,0.75,1.0,0.094168255638156,0.05692257881164551,12550.246520423889,0.015904784202575684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
11,1,distance,250,diagonal,,1,0.8317307692307693,0.9090909090909091,0.8,0.8571428571428571,0.9047619047619048,0.9523809523809523,0.6190476190476191,0.7619047619047619,0.7619047619047619,0.8,0.95,0.09874564442007584,0.062097358703613284,12574.144571781158,0.01729283332824707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
12,4,uniform,50,full,,1,0.8317307692307693,0.9545454545454546,0.8,0.6666666666666666,0.8095238095238095,0.9047619047619048,0.6666666666666666,0.8095238095238095,0.8571428571428571,0.95,0.9,0.09807970756577264,0.06727213859558105,13351.200608563424,0.018678712844848632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
13,4,uniform,50,diagonal,,1,0.8125,0.9090909090909091,0.7,0.8095238095238095,0.8095238095238095,0.8571428571428571,0.7142857142857143,0.7619047619047619,0.7142857142857143,0.95,0.9,0.08509475095147327,0.07244691848754883,13355.894762206077,0.02008371353149414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
14,4,uniform,100,full,,1,0.8653846153846154,1.0,0.8,0.8571428571428571,0.9047619047619048,0.8571428571428571,0.8095238095238095,0.8095238095238095,0.9047619047619048,0.8,0.9,0.0611028648322069,0.0776216983795166,14884.028016066552,0.02148284912109375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
15,4,uniform,100,diagonal,,1,0.8605769230769231,0.9545454545454546,0.9,0.7142857142857143,0.9523809523809523,0.9523809523809523,0.6666666666666666,0.7142857142857143,0.9523809523809523,0.9,0.9,0.10916952434291252,0.08279647827148437,14893.509638023377,0.022887516021728515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
16,4,uniform,250,full,,1,0.8605769230769231,0.9090909090909091,0.85,0.8571428571428571,0.7619047619047619,0.9047619047619048,0.6666666666666666,0.9523809523809523,0.8095238095238095,1.0,0.9,0.0915374721415053,0.08797125816345215,18778.027355408667,0.02427539825439453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
17,4,uniform,250,diagonal,,1,0.8461538461538461,0.9090909090909091,0.8,0.7619047619047619,0.8571428571428571,0.9523809523809523,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.85,0.95,0.08237117002473267,0.09314603805541992,18801.440278816222,0.02556931972503662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
18,4,distance,50,full,,1,0.8461538461538461,0.8181818181818182,0.75,0.9047619047619048,0.8571428571428571,0.9047619047619048,0.7142857142857143,0.9047619047619048,0.8095238095238095,0.85,0.95,0.0706985818887599,0.0983208179473877,19584.297601675986,0.026168417930603028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
19,4,distance,50,diagonal,,1,0.8509615384615384,0.9090909090909091,0.75,0.8095238095238095,0.7619047619047619,0.9047619047619048,0.7142857142857143,0.9047619047619048,0.9047619047619048,0.9,0.95,0.07924489259964725,0.10349559783935547,19588.96170344353,0.026773667335510253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
20,4,distance,100,full,,1,0.8461538461538461,0.9090909090909091,0.7,0.8571428571428571,0.8571428571428571,1.0,0.7142857142857143,0.8095238095238095,0.8095238095238095,0.9,0.9,0.08666105521315773,0.10867037773132324,21123.483056354522,0.02737858295440674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
21,4,distance,100,diagonal,,1,0.8076923076923077,0.9090909090909091,0.8,0.7619047619047619,0.7619047619047619,0.8571428571428571,0.6190476190476191,0.8095238095238095,0.7619047619047619,0.9,0.9,0.08467939685141676,0.11384515762329102,21133.106092143058,0.027976369857788085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
22,4,distance,250,full,,1,0.8461538461538461,0.8636363636363636,0.8,0.8571428571428571,0.8571428571428571,1.0,0.7142857142857143,0.7142857142857143,0.8095238095238095,0.95,0.9,0.08726257252558244,0.11901993751525879,25044.002316117287,0.028580236434936523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAES+kNN,sonar
