,error,jdepur__f__sig,jdepur__s__n_gen,jdepur__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,0.5,100,full,1,0.7728,0.5396825396825397,0.9,0.7777777777777778,0.9047619047619048,0.8095238095238095,0.9206349206349206,0.7777777777777778,0.873015873015873,0.6984126984126984,0.5245901639344263,0.13724990910737145,0.0026509761810302734,116.7276211977005,0.0017228841781616211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
1,,0.5,100,diagonal,1,0.7792,0.7619047619047619,0.7666666666666667,0.7936507936507936,0.7777777777777778,0.7619047619047619,0.7777777777777778,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.7868852459016393,0.015667611532940474,0.005301952362060547,134.65388007164,0.0032509803771972657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
2,,0.5,250,full,1,0.6256,0.6190476190476191,0.7166666666666667,0.6984126984126984,0.746031746031746,0.5555555555555556,0.5873015873015873,0.25396825396825395,0.5238095238095238,0.7936507936507936,0.7704918032786885,0.1523852789945368,0.00795292854309082,401.8805947780609,0.004731535911560059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
3,,0.5,250,diagonal,1,0.7648,0.8095238095238095,0.7,0.7619047619047619,0.7142857142857143,0.7936507936507936,0.8412698412698413,0.7777777777777778,0.7777777777777778,0.746031746031746,0.7213114754098361,0.04244724878687752,0.010603904724121094,444.4747945308685,0.006241750717163086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
4,,0.5,500,full,1,0.8112,0.8095238095238095,0.7166666666666667,0.8253968253968254,0.7619047619047619,0.8095238095238095,0.873015873015873,0.7777777777777778,0.9047619047619048,0.9206349206349206,0.7049180327868853,0.06966453450729015,0.013254880905151367,843.3765740394592,0.007725644111633301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
5,,0.5,500,diagonal,1,0.784,0.7936507936507936,0.7333333333333333,0.7936507936507936,0.7936507936507936,0.8095238095238095,0.7936507936507936,0.8095238095238095,0.8412698412698413,0.7777777777777778,0.6885245901639344,0.04083348306591798,0.01590585708618164,921.7351834774017,0.009241127967834472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
6,,1.0,100,full,1,0.7152,0.746031746031746,0.7166666666666667,0.7777777777777778,0.8095238095238095,0.6507936507936508,0.746031746031746,0.5238095238095238,0.8095238095238095,0.6190476190476191,0.7540983606557377,0.0866890820045158,0.018556833267211914,1034.9010474205018,0.01071932315826416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
7,,1.0,100,diagonal,1,0.7808,0.8253968253968254,0.7666666666666667,0.7777777777777778,0.7142857142857143,0.8095238095238095,0.7936507936507936,0.7936507936507936,0.7936507936507936,0.7619047619047619,0.7704918032786885,0.02899239002570439,0.021207809448242188,1052.3621182441711,0.012234044075012208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
8,,1.0,250,full,1,0.7472,0.746031746031746,0.6833333333333333,0.7777777777777778,0.8095238095238095,0.7142857142857143,0.8253968253968254,0.7777777777777778,0.6984126984126984,0.7777777777777778,0.6557377049180327,0.05358142071791649,0.02385878562927246,1309.780852150917,0.01371147632598877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
9,,1.0,250,diagonal,1,0.776,0.746031746031746,0.6833333333333333,0.7777777777777778,0.7936507936507936,0.8095238095238095,0.7936507936507936,0.746031746031746,0.8095238095238095,0.746031746031746,0.8524590163934426,0.04472241046839587,0.026509761810302734,1351.7846678256988,0.015221881866455077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
10,,1.0,500,full,1,0.7824,0.8095238095238095,0.7666666666666667,0.873015873015873,0.8253968253968254,0.6349206349206349,0.8253968253968254,0.8095238095238095,0.7936507936507936,0.7301587301587301,0.7540983606557377,0.06247738419537814,0.029160737991333008,1757.8171102523804,0.016717147827148438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,balance-scale
