,error,jdeknn__f__n_neighbors,jdeknn__s__n_gen,jdeknn__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,25,diagonal,1,0.8701923076923077,0.8636363636363636,0.8,0.9523809523809523,0.8095238095238095,0.9523809523809523,0.7142857142857143,0.8095238095238095,0.9523809523809523,0.9,0.95,0.08010015387485162,0.0028782129287719727,129.6904397249222,0.0007580041885375977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEkNN+kNN,sonar
1,,1,100,diagonal,1,0.8317307692307693,0.8636363636363636,0.85,0.8095238095238095,0.7619047619047619,0.9047619047619048,0.5714285714285714,0.9047619047619048,0.8095238095238095,0.95,0.9,0.10211735833544373,0.0057564258575439455,661.8243118047715,0.00138092041015625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEkNN+kNN,sonar
2,,4,25,diagonal,1,0.8509615384615384,0.8636363636363636,0.8,0.7619047619047619,0.8571428571428571,0.9523809523809523,0.7619047619047619,0.8571428571428571,0.9523809523809523,0.8,0.9,0.06653497985110282,0.008634638786315919,793.6605262279511,0.001992630958557129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEkNN+kNN,sonar
3,,4,100,diagonal,1,0.8461538461538461,1.0,0.75,0.8095238095238095,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.8095238095238095,0.9,0.95,0.09047493733468007,0.011512851715087891,1344.6356231212617,0.0026073217391967773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEkNN+kNN,sonar
4,,8,25,diagonal,1,0.8317307692307693,1.0,0.8,0.8095238095238095,0.8571428571428571,0.9047619047619048,0.6666666666666666,0.8095238095238095,0.7619047619047619,0.7,1.0,0.10680369599624376,0.014391064643859863,1489.3094422101974,0.0032152652740478514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEkNN+kNN,sonar
5,,8,100,diagonal,1,0.8557692307692307,0.8636363636363636,0.8,0.7619047619047619,0.8571428571428571,1.0,0.7142857142857143,0.8571428571428571,0.9047619047619048,0.8,1.0,0.08894907283042416,0.017269277572631837,1992.268273472786,0.003826808929443359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEkNN+kNN,sonar
6,,1,25,diagonal,2,0.8269230769230769,0.8181818181818182,0.85,0.9047619047619048,0.8095238095238095,0.9047619047619048,0.6666666666666666,0.8095238095238095,0.7619047619047619,0.85,0.9,0.07007906609382006,0.020147490501403808,2121.958713197708,0.004430818557739258,0.9107905982905983,0.8870967741935484,0.9308510638297872,0.9144385026737968,0.8983957219251337,0.9037433155080213,0.93048128342246,0.9197860962566845,0.8877005347593583,0.9202127659574468,0.9148936170212766,0.015125540193447778,stand+JDEkNN+kNN,sonar
7,,1,100,diagonal,2,0.8125,0.8181818181818182,0.7,0.8571428571428571,0.6666666666666666,0.9047619047619048,0.6666666666666666,0.8571428571428571,0.8095238095238095,0.9,0.95,0.09710316890718665,0.023025703430175782,2654.092585277557,0.005031323432922364,0.9241452991452992,0.9301075268817204,0.925531914893617,0.9251336898395722,0.9197860962566845,0.9251336898395722,0.9358288770053476,0.946524064171123,0.9090909090909091,0.9095744680851063,0.9148936170212766,0.011046617374940046,stand+JDEkNN+kNN,sonar
8,,4,25,diagonal,2,0.7980769230769231,0.8181818181818182,0.75,0.8571428571428571,0.7142857142857143,0.7619047619047619,0.7142857142857143,0.8571428571428571,0.8095238095238095,0.8,0.9,0.05963747117368076,0.025903916358947753,2785.928799700737,0.005637216567993164,0.9097222222222222,0.9408602150537635,0.9148936170212766,0.9251336898395722,0.9037433155080213,0.8983957219251337,0.9144385026737968,0.8983957219251337,0.8983957219251337,0.8829787234042553,0.9202127659574468,0.01581755938551293,stand+JDEkNN+kNN,sonar
9,,4,100,diagonal,2,0.8317307692307693,0.9545454545454546,0.7,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.7142857142857143,0.8571428571428571,0.8095238095238095,0.9,0.95,0.08215558650919769,0.028782129287719727,3336.9038965940476,0.006240272521972656,0.9118589743589743,0.8870967741935484,0.925531914893617,0.8983957219251337,0.9144385026737968,0.893048128342246,0.9144385026737968,0.9197860962566845,0.9251336898395722,0.9148936170212766,0.925531914893617,0.013355665025237063,stand+JDEkNN+kNN,sonar
