,error,jdepur__f__sig,jdepur__s__n_gen,jdepur__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,0.5,25,full,1,0.9606741573033708,0.9473684210526315,1.0,0.9444444444444444,1.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,1.0,1.0,0.8823529411764706,0.036811547176303076,0.0022289514541625976,215.48963038921357,0.0014047861099243165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
1,,0.5,25,diagonal,1,0.9325842696629213,0.9473684210526315,0.9375,1.0,0.9444444444444444,0.8333333333333334,0.8888888888888888,0.9444444444444444,1.0,0.9444444444444444,0.8823529411764706,0.04902730799582815,0.004457902908325195,230.47019114494324,0.0026197195053100585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
2,,0.5,100,full,1,0.9438202247191011,0.9473684210526315,1.0,0.9444444444444444,1.0,0.8888888888888888,0.9444444444444444,1.0,0.8333333333333334,1.0,0.8823529411764706,0.05624978005426691,0.006686854362487793,1087.3097402572632,0.0038455724716186523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
3,,0.5,100,diagonal,1,0.8932584269662921,0.9473684210526315,0.8125,1.0,0.8888888888888888,0.7222222222222222,0.8333333333333334,0.8888888888888888,0.9444444444444444,0.9444444444444444,0.9411764705882353,0.07826470407653764,0.00891580581665039,1148.3207993268966,0.005064940452575684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
4,,1.0,25,full,1,0.9662921348314607,1.0,0.9375,1.0,1.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,1.0,0.9411764705882353,0.028124310263944834,0.011144757270812988,1359.0711424589158,0.0062893152236938475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
5,,1.0,25,diagonal,1,0.9325842696629213,0.8947368421052632,0.9375,1.0,0.9444444444444444,0.8888888888888888,0.9444444444444444,0.8888888888888888,0.9444444444444444,1.0,0.8823529411764706,0.04160541041918584,0.013373708724975586,1373.9929212093352,0.00750579833984375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
6,,1.0,100,full,1,0.9325842696629213,0.9473684210526315,0.875,0.9444444444444444,0.8888888888888888,0.8333333333333334,0.9444444444444444,0.9444444444444444,1.0,1.0,0.9411764705882353,0.049875431490385466,0.015602660179138184,2224.79406812191,0.008734011650085449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
7,,1.0,100,diagonal,1,0.9438202247191011,0.8947368421052632,1.0,1.0,1.0,0.8333333333333334,1.0,0.9444444444444444,0.8888888888888888,1.0,0.8823529411764706,0.06098389189417852,0.01783161163330078,2285.697739911079,0.00995330810546875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
8,,10.0,25,full,1,0.949438202247191,1.0,1.0,1.0,0.9444444444444444,0.8333333333333334,1.0,0.9444444444444444,0.8888888888888888,0.9444444444444444,0.9411764705882353,0.05245479797969491,0.02006056308746338,2496.1571957826613,0.011168169975280761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
9,,10.0,25,diagonal,1,0.9101123595505618,0.9473684210526315,0.9375,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.8333333333333334,0.8888888888888888,0.9444444444444444,0.8823529411764706,0.04456892590705844,0.022289514541625977,2511.052441191673,0.012375473976135254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+JDEPur+kNN,wine
