,error,jdeknn__f__n_neighbors,jdeknn__f__weights,jdeknn__s__n_gen,jdeknn__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,uniform,100,full,1,0.9642346208869814,0.971830985915493,0.9855072463768116,0.9571428571428572,0.9428571428571428,0.9428571428571428,1.0,0.9571428571428572,0.9428571428571428,0.9714285714285714,0.9710144927536232,0.018326698212681954,0.005636286735534668,221.2335596561432,0.0008374929428100586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
1,,1,uniform,100,diagonal,1,0.9585121602288984,0.9295774647887324,0.9710144927536232,1.0,0.9571428571428572,0.9428571428571428,0.9714285714285714,0.9428571428571428,0.9428571428571428,0.9571428571428572,0.9710144927536232,0.01943408623134229,0.011272573471069336,246.58674809932708,0.0016305923461914062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
2,,1,uniform,250,full,1,0.9513590844062947,0.9577464788732394,0.927536231884058,0.9571428571428572,0.9428571428571428,0.9571428571428572,0.9857142857142858,0.9714285714285714,0.9142857142857143,0.9857142857142858,0.9130434782608695,0.025205719215417418,0.016908860206604003,791.0299865961075,0.002338147163391113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
3,,1,uniform,250,diagonal,1,0.9484978540772532,0.971830985915493,0.9565217391304348,0.9714285714285714,0.9142857142857143,0.9285714285714286,0.9857142857142858,0.9,0.9142857142857143,0.9857142857142858,0.9565217391304348,0.030098485158697674,0.02254514694213867,853.8168140649796,0.003153491020202637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
4,,1,uniform,500,full,1,0.9556509298998569,0.9577464788732394,0.9710144927536232,0.9428571428571428,0.9428571428571428,0.9571428571428572,1.0,0.9428571428571428,0.9428571428571428,0.9714285714285714,0.927536231884058,0.019757494579432773,0.02818143367767334,1941.2584809780121,0.003853511810302734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
5,,1,uniform,500,diagonal,1,0.9656652360515021,0.971830985915493,0.927536231884058,0.9857142857142858,0.9714285714285714,0.9714285714285714,0.9857142857142858,0.9714285714285714,0.9285714285714286,1.0,0.9420289855072463,0.023470873549072725,0.033817720413208005,2065.6402287960054,0.0046279668807983395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
6,,1,distance,100,full,1,0.9542203147353362,0.9577464788732394,0.9710144927536232,0.9571428571428572,0.9285714285714286,0.9714285714285714,0.9857142857142858,0.9571428571428572,0.9285714285714286,0.9571428571428572,0.927536231884058,0.019067940751114336,0.03945400714874268,2287.6194135427477,0.005327439308166504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
7,,1,distance,100,diagonal,1,0.9527896995708155,0.9577464788732394,0.9565217391304348,0.9428571428571428,0.9428571428571428,0.9714285714285714,1.0,0.9285714285714286,0.9428571428571428,0.9714285714285714,0.9130434782608695,0.023290223023593185,0.04509029388427734,2313.238790202141,0.006114077568054199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
8,,1,distance,250,full,1,0.9656652360515021,0.9436619718309859,0.9855072463768116,0.9857142857142858,0.9285714285714286,0.9571428571428572,1.0,0.9857142857142858,0.9428571428571428,0.9714285714285714,0.9565217391304348,0.022240148756378836,0.050726580619812014,2867.7873782634733,0.006814813613891602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
9,,1,distance,250,diagonal,1,0.9570815450643777,0.9577464788732394,0.9710144927536232,0.9714285714285714,0.9142857142857143,1.0,0.9857142857142858,0.9142857142857143,0.9571428571428572,0.9857142857142858,0.9130434782608695,0.0307967040618794,0.05636286735534668,2931.7801530361176,0.007624387741088867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
10,,1,distance,500,full,1,0.9513590844062947,0.9436619718309859,0.9710144927536232,0.9285714285714286,0.9428571428571428,0.9714285714285714,0.9571428571428572,0.9285714285714286,0.9285714285714286,0.9857142857142858,0.9565217391304348,0.019284301972350537,0.061999154090881345,4039.270809698105,0.008951306343078613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
11,,1,distance,500,diagonal,1,0.9484978540772532,0.9436619718309859,0.9710144927536232,0.9571428571428572,0.9428571428571428,0.9285714285714286,0.9714285714285714,0.9428571428571428,0.9142857142857143,0.9857142857142858,0.927536231884058,0.021416251760161577,0.06763544082641601,4165.461835741997,0.010783886909484864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDEkNN+kNN,breast-cancer-wisconsin
