,error,knn__n_neighbors,mean,rca__chunk_size,rca__num_chunks,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,10,0,0,0,0,0,0,0,0,0,0,0.0,0.006418418884277344,0.1858052968978882,0.004810309410095215,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
1,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,50,0,0,0,0,0,0,0,0,0,0,0.0,0.012836837768554687,0.2326827049255371,0.006633138656616211,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
2,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,100,0,0,0,0,0,0,0,0,0,0,0.0,0.01925525665283203,0.3132918834686279,0.008408093452453613,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
3,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,500,0,0,0,0,0,0,0,0,0,0,0.0,0.025673675537109374,0.5927708387374878,0.010215306282043457,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
4,Cascading:low >= high,1,0,1,1000,0,0,0,0,0,0,0,0,0,0,0.0,0.03209209442138672,0.7502695083618164,0.010215306282043457,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
5,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,2,10,0,0,0,0,0,0,0,0,0,0,0.0,0.03851051330566406,0.7813677310943603,0.012013840675354003,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
6,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,2,50,0,0,0,0,0,0,0,0,0,0,0.0,0.04492893218994141,0.885050106048584,0.013834023475646972,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
7,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,2,100,0,0,0,0,0,0,0,0,0,0,0.0,0.05134735107421875,0.9627312660217285,0.01564624309539795,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
8,Cascading:low >= high,1,0,2,500,0,0,0,0,0,0,0,0,0,0,0.0,0.057765769958496097,1.0273590087890625,0.01564624309539795,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
9,Cascading:low >= high,1,0,2,1000,0,0,0,0,0,0,0,0,0,0,0.0,0.06418418884277344,1.0891113042831422,0.01564624309539795,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
10,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,3,10,0,0,0,0,0,0,0,0,0,0,0.0,0.07060260772705078,1.1306032180786132,0.01743464469909668,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
11,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,3,50,0,0,0,0,0,0,0,0,0,0,0.0,0.07702102661132812,1.1908321619033813,0.0192669153213501,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
12,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,3,100,0,0,0,0,0,0,0,0,0,0,0.0,0.08343944549560547,1.2731208562850953,0.02107272148132324,0,0,0,0,0,0,0,0,0,0,0,0.0,RCA+kNN,digits6
