,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,sdml__balance_param,sdml__num_constraints,sdml__sparsity_param,sdml__use_cov,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,0.9570815450643777,0.9577464788732394,0.9710144927536232,0.9428571428571428,0.9857142857142858,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.927536231884058,0.1,10000,0.01,True,0.02484211785707137,0.004088878631591797,0.7742299556732177,0.0022736787796020508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
1,,1,0.9628040057224606,0.9577464788732394,0.9855072463768116,0.9571428571428572,0.9857142857142858,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9857142857142858,0.9420289855072463,0.1,10000,0.01,False,0.024943775136379256,0.008177757263183594,1.7029179811477662,0.004405832290649414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
2,,1,0.9599427753934192,0.9577464788732394,0.9710144927536232,0.9428571428571428,0.9714285714285714,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9857142857142858,0.9565217391304348,0.1,10000,0.05,True,0.02283862539970158,0.01226663589477539,2.5365597724914553,0.006519222259521484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
3,,1,0.9613733905579399,0.9436619718309859,0.9710144927536232,0.9571428571428572,0.9857142857142858,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9710144927536232,0.1,10000,0.05,False,0.02298056664923867,0.016355514526367188,3.414461946487427,0.008629274368286134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
4,,1,0.9570815450643777,0.9436619718309859,0.9710144927536232,0.9428571428571428,0.9714285714285714,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9565217391304348,0.1,10000,0.1,True,0.02205523280841547,0.020444393157958984,4.315011310577392,0.01073153018951416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
5,,1,0.9542203147353362,0.9436619718309859,0.9565217391304348,0.9428571428571428,0.9714285714285714,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9857142857142858,0.927536231884058,0.1,10000,0.1,False,0.02464577518225709,0.02453327178955078,5.206043076515198,0.012840652465820312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
6,,1,0.9556509298998569,0.9436619718309859,0.9420289855072463,0.9285714285714286,0.9714285714285714,0.9571428571428572,1.0,0.9285714285714286,0.9428571428571428,0.9857142857142858,0.9565217391304348,0.1,10000,0.25,True,0.02254359277808131,0.028622150421142578,6.126356911659241,0.014935612678527832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
7,,1,0.9570815450643777,0.9436619718309859,0.9710144927536232,0.9428571428571428,0.9857142857142858,0.9428571428571428,1.0,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9565217391304348,0.1,10000,0.25,False,0.02383413407897654,0.032711029052734375,7.028494095802307,0.017034339904785156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
8,,1,0.9599427753934192,0.9436619718309859,0.9710144927536232,0.9571428571428572,0.9857142857142858,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9565217391304348,0.1,100000,0.01,True,0.02278635543809805,0.03679990768432617,12.73709578514099,0.019148945808410645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
9,,1,0.9570815450643777,0.9436619718309859,0.9710144927536232,0.9428571428571428,0.9714285714285714,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9565217391304348,0.1,100000,0.01,False,0.02205523280841547,0.04088878631591797,18.4701171875,0.021254849433898926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
10,,1,0.9570815450643777,0.9436619718309859,0.9565217391304348,0.9428571428571428,0.9857142857142858,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9565217391304348,0.1,100000,0.05,True,0.022988100242943624,0.044977664947509766,24.292678332328798,0.02335340976715088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
11,,1,0.9599427753934192,0.9436619718309859,0.9710144927536232,0.9428571428571428,0.9857142857142858,0.9571428571428572,1.0,0.9142857142857143,0.9428571428571428,0.9857142857142858,0.9565217391304348,0.1,100000,0.05,False,0.024512255041357688,0.04906654357910156,30.10502278804779,0.02491445541381836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,SDML+kNN,breast-cancer-wisconsin
