,cmaesfme__s__n_gen,cmaesfme__transformer,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,100,full,,1,0.965,1.0,1.0,0.975,0.95,0.95,0.875,0.925,1.0,1.0,0.975,0.03905124837953327,0.0034254789352416992,24.36371591091156,0.0015854835510253906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,gaussians
1,100,diagonal,,1,0.9925,1.0,1.0,1.0,0.975,0.975,1.0,1.0,1.0,1.0,0.975,0.01145643923738961,0.0068509578704833984,39.708669018745425,0.0029248714447021483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,gaussians
2,250,full,,1,0.97,1.0,1.0,1.0,0.85,0.925,0.95,0.975,1.0,1.0,1.0,0.04716990566028302,0.010276436805725098,98.69605319499969,0.004243302345275879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,gaussians
3,250,diagonal,,1,0.9825,1.0,1.0,1.0,1.0,0.975,0.975,1.0,1.0,1.0,0.875,0.037165171868296265,0.013701915740966797,135.78142881393433,0.005567193031311035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,gaussians
4,500,full,,1,0.98,0.95,1.0,1.0,1.0,0.95,0.95,0.975,1.0,1.0,0.975,0.021794494717703387,0.017127394676208496,255.3229719400406,0.006894159317016602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,gaussians
5,500,diagonal,,1,0.9825,1.0,0.975,1.0,1.0,0.95,1.0,0.975,0.95,1.0,0.975,0.019525624189766652,0.020552873611450195,325.18092052936555,0.00821371078491211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+CMAESFme+kNN,gaussians
6,100,full,,2,0.965,1.0,1.0,0.975,0.95,0.95,0.875,0.95,0.975,1.0,0.975,0.035707142142714254,0.023978352546691895,349.5446364402771,0.00949547290802002,0.9891666666666666,0.9916666666666667,0.9944444444444445,0.9833333333333333,0.9944444444444445,0.9777777777777777,0.9888888888888889,0.9861111111111112,0.9833333333333333,0.9944444444444445,0.9972222222222222,0.006015668841029942,stand+CMAESFme+kNN,gaussians
7,100,diagonal,,2,0.9825,1.0,1.0,1.0,0.975,0.975,0.95,0.975,1.0,1.0,0.95,0.019525624189766652,0.027403831481933594,364.88958954811096,0.010784077644348144,0.9966666666666667,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9916666666666667,1.0,1.0,0.9972222222222222,0.9944444444444445,0.9944444444444445,0.9972222222222222,0.0024216105241892548,stand+CMAESFme+kNN,gaussians
8,250,full,,2,0.98,1.0,1.0,1.0,0.9,0.975,0.95,0.975,1.0,1.0,1.0,0.03122498999199199,0.030829310417175293,423.87697372436526,0.012093329429626464,0.9869444444444444,0.9944444444444445,0.9916666666666667,0.9805555555555555,0.9777777777777777,0.9444444444444444,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9944444444444445,0.9944444444444445,0.015617436440967346,stand+CMAESFme+kNN,gaussians
9,250,diagonal,,2,0.9725,0.975,1.0,1.0,1.0,0.975,0.975,0.975,1.0,1.0,0.825,0.050559371040391723,0.03425478935241699,460.9623493432999,0.013430070877075196,0.9877777777777778,0.9944444444444445,0.9944444444444445,0.9916666666666667,0.9888888888888889,0.9944444444444445,0.9916666666666667,0.9972222222222222,0.9944444444444445,0.9944444444444445,0.9361111111111111,0.01735611039090368,stand+CMAESFme+kNN,gaussians
