,cmaesfme__s__n_gen,cmaesfme__transformer,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,100,full,,1,0.8746438746438746,0.8888888888888888,0.9117647058823529,0.8055555555555556,0.9166666666666666,0.8333333333333334,0.8611111111111112,0.9142857142857143,0.7941176470588235,0.8823529411764706,0.9411764705882353,0.047487742340663774,0.0034462928771972655,122.44041419029236,0.0010522365570068359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAESFme+kNN,ionosphere
1,100,diagonal,,1,0.886039886039886,0.9444444444444444,0.8823529411764706,0.9166666666666666,0.9444444444444444,0.8888888888888888,0.8611111111111112,0.8857142857142857,0.7647058823529411,0.9411764705882353,0.8235294117647058,0.054833898530575235,0.006892585754394531,142.81943726539612,0.001854538917541504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAESFme+kNN,ionosphere
2,250,full,,1,0.8774928774928775,0.8888888888888888,0.9705882352941176,0.8333333333333334,0.9166666666666666,0.8611111111111112,0.8888888888888888,0.8285714285714286,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.056455954715008964,0.010338878631591797,452.3396264076233,0.00262143611907959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAESFme+kNN,ionosphere
3,250,diagonal,,1,0.8974358974358975,0.9166666666666666,0.9411764705882353,0.8333333333333334,0.9444444444444444,0.8888888888888888,0.9166666666666666,0.9142857142857143,0.7941176470588235,0.9411764705882353,0.8823529411764706,0.047057444253792886,0.013785171508789062,504.2605142831802,0.003357076644897461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAESFme+kNN,ionosphere
4,500,full,,1,0.886039886039886,0.9166666666666666,0.8823529411764706,0.8333333333333334,0.9722222222222222,0.8333333333333334,0.8888888888888888,0.8571428571428571,0.8235294117647058,0.9411764705882353,0.9117647058823529,0.0473154028915761,0.017231464385986328,1139.022012591362,0.004115438461303711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAESFme+kNN,ionosphere
5,500,diagonal,,1,0.886039886039886,0.9444444444444444,0.8823529411764706,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.9722222222222222,0.8857142857142857,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.04854894673713956,0.020677757263183594,1239.8686242341996,0.004857826232910156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAESFme+kNN,ionosphere
6,100,full,,2,0.8945868945868946,0.8888888888888888,0.9117647058823529,0.8611111111111112,0.9166666666666666,0.8611111111111112,0.9166666666666666,0.8857142857142857,0.8529411764705882,0.8823529411764706,0.9705882352941176,0.03358931466033466,0.02412405014038086,1362.309038424492,0.005533385276794434,0.9873377651155429,0.9841269841269841,0.9873817034700315,0.9873015873015873,0.9873015873015873,0.9936507936507937,0.9936507936507937,0.9841772151898734,0.9905362776025236,0.9779179810725552,0.9873817034700315,0.0044606714906336355,CMAESFme+kNN,ionosphere
7,100,diagonal,,2,0.8917378917378918,0.8888888888888888,0.9117647058823529,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8857142857142857,0.8529411764705882,0.9411764705882353,0.8823529411764706,0.021249173272354382,0.027570343017578124,1382.6880614995957,0.006216359138488769,0.9851218740107629,0.9809523809523809,0.9905362776025236,0.9873015873015873,0.9873015873015873,0.9777777777777777,0.9809523809523809,0.9968354430379747,0.9905362776025236,0.9747634069400631,0.9842271293375394,0.006341489692901625,CMAESFme+kNN,ionosphere
8,250,full,,2,0.9088319088319088,0.9166666666666666,0.9411764705882353,0.8888888888888888,0.9166666666666666,0.9166666666666666,0.9444444444444444,0.8285714285714286,0.8235294117647058,0.9705882352941176,0.9411764705882353,0.04634066531429831,0.03101663589477539,1692.2082506418228,0.006898665428161621,0.9898702120924343,0.9841269841269841,0.9905362776025236,0.9904761904761905,0.9873015873015873,0.9904761904761905,0.9873015873015873,0.990506329113924,0.9905362776025236,0.9936908517350158,0.9936908517350158,0.0027821019324472942,CMAESFme+kNN,ionosphere
9,250,diagonal,,2,0.9002849002849003,0.9166666666666666,0.9117647058823529,0.8055555555555556,0.9444444444444444,0.9444444444444444,0.9166666666666666,0.8857142857142857,0.7941176470588235,0.9705882352941176,0.9117647058823529,0.054863737949069714,0.034462928771972656,1744.1291385173797,0.007572078704833984,0.9873377651155429,0.9841269841269841,0.9873817034700315,0.9968253968253968,0.9809523809523809,0.9809523809523809,0.9904761904761905,0.9841772151898734,0.9905362776025236,0.9873817034700315,0.9905362776025236,0.0047135342351719645,CMAESFme+kNN,ionosphere
