,error,itml__gamma,itml__max_iters,itml__num_constraints,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,0.01,50,1000,1,0.9794101279910963,0.972972972972973,0.9943181818181818,0.9672131147540983,0.9723756906077348,0.9777777777777777,0.9776536312849162,0.9608938547486033,1.0,0.9719101123595506,1.0,0.013094169540866736,0.006546425819396973,14.55261754989624,0.003331494331359863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
1,,0.01,50,2000,1,0.9810795770728993,0.9783783783783784,0.9943181818181818,0.9726775956284153,0.9723756906077348,0.9777777777777777,0.9776536312849162,0.9608938547486033,1.0,0.9775280898876404,1.0,0.012196405639145562,0.013092851638793946,47.45264067649841,0.006567811965942383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
2,,0.01,50,4000,1,0.9788536449638287,0.9783783783783784,0.9886363636363636,0.9726775956284153,0.9668508287292817,0.9777777777777777,0.9776536312849162,0.9608938547486033,0.994413407821229,0.9719101123595506,1.0,0.011579008860495283,0.01963927745819092,136.00115284919738,0.009812164306640624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
3,,0.01,50,8000,1,0.9788536449638287,0.972972972972973,0.9886363636363636,0.9726775956284153,0.9668508287292817,0.9777777777777777,0.9776536312849162,0.9608938547486033,0.994413407821229,0.9775280898876404,1.0,0.011526504027490354,0.02618570327758789,368.1793200492859,0.013052058219909669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
4,,0.01,250,1000,1,0.9805230940456316,0.9783783783783784,0.9943181818181818,0.9726775956284153,0.9668508287292817,0.9833333333333333,0.9776536312849162,0.9608938547486033,0.994413407821229,0.9775280898876404,1.0,0.011941605087675044,0.03273212909698486,381.77089993953706,0.016281557083129884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
5,,0.01,250,2000,1,0.9810795770728993,0.972972972972973,0.9943181818181818,0.9726775956284153,0.9723756906077348,0.9777777777777777,0.9776536312849162,0.9608938547486033,1.0,0.9831460674157303,1.0,0.012399847320891857,0.03927855491638184,413.42588527202605,0.019525742530822753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
6,,0.01,250,4000,1,0.9805230940456316,0.9783783783783784,0.9943181818181818,0.9726775956284153,0.9723756906077348,0.9777777777777777,0.9776536312849162,0.9608938547486033,0.994413407821229,0.9775280898876404,1.0,0.011424153790852638,0.04582498073577881,496.31105134487154,0.02277867794036865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
7,,0.01,250,8000,1,0.9805230940456316,0.9783783783783784,0.9943181818181818,0.9781420765027322,0.9668508287292817,0.9777777777777777,0.9776536312849162,0.9608938547486033,0.994413407821229,0.9775280898876404,1.0,0.01170380312927509,0.05237140655517578,722.5794128894806,0.026033735275268553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
8,,0.01,500,1000,1,0.9782971619365609,0.9783783783783784,0.9943181818181818,0.9726775956284153,0.9668508287292817,0.9777777777777777,0.9776536312849162,0.9608938547486033,0.994413407821229,0.9606741573033708,1.0,0.013281977294390547,0.05891783237457275,735.6947151660919,0.02917957305908203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
9,,0.01,500,2000,1,0.9794101279910963,0.972972972972973,0.9943181818181818,0.9726775956284153,0.9668508287292817,0.9777777777777777,0.9776536312849162,0.9608938547486033,0.994413407821229,0.9775280898876404,1.0,0.012115438556844941,0.06546425819396973,766.1654640436172,0.03233792781829834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
10,,0.01,500,4000,1,0.9799666110183639,0.972972972972973,0.9943181818181818,0.9726775956284153,0.9668508287292817,0.9777777777777777,0.9776536312849162,0.9608938547486033,1.0,0.9775280898876404,1.0,0.012893646924614135,0.0720106840133667,845.3149081707,0.03547017574310303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
11,,0.01,500,8000,1,0.9805230940456316,0.9783783783783784,0.9886363636363636,0.9781420765027322,0.9723756906077348,0.9777777777777777,0.9776536312849162,0.9608938547486033,0.994413407821229,0.9775280898876404,1.0,0.010605566565329018,0.07855710983276368,1064.1729542255403,0.03863403797149658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
12,,0.01,1000,1000,1,0.9799666110183639,0.9783783783783784,1.0,0.9726775956284153,0.9723756906077348,0.9777777777777777,0.9776536312849162,0.9553072625698324,1.0,0.9662921348314607,1.0,0.014568584472247,0.08510353565216064,1076.4899234771729,0.041745972633361814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ITML+kNN,digits10
