,cmaes__f__n_neighbors,cmaes__s__n_gen,cmaes__transformer,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
62,8,250,diagonal,,64,0.96,0.975,0.975,0.975,0.975,1.0,0.925,0.9,0.9,1.0,0.975,0.035707142142714234,0.2510459661483765,130.0592078924179,0.03535904884338379,0.9797222222222223,0.9694444444444444,0.9888888888888889,0.9833333333333333,0.975,0.9944444444444445,0.9972222222222222,0.9861111111111112,0.9138888888888889,0.9916666666666667,0.9972222222222222,0.02360457425851876,stand+CMAES+kNN,gaussians
63,1,50,diagonal,,128,0.965,0.975,1.0,1.0,1.0,0.825,0.925,0.975,1.0,1.0,0.95,0.0526782687642637,0.25503082275390626,130.9980462551117,0.03590669631958008,0.9688888888888889,0.9388888888888889,0.975,0.9611111111111111,0.9888888888888889,0.9083333333333333,0.9861111111111112,0.9666666666666667,0.9861111111111112,0.9972222222222222,0.9805555555555555,0.025694069066327072,stand+CMAES+kNN,gaussians
64,1,100,diagonal,,128,0.95,1.0,1.0,1.0,1.0,0.975,0.975,0.975,0.975,0.625,0.975,0.10897247358851683,0.25901567935943604,132.499489402771,0.03645215034484863,0.9436111111111111,0.9833333333333333,0.9861111111111112,0.9916666666666667,0.9972222222222222,0.9944444444444445,0.9861111111111112,0.9972222222222222,0.975,0.5444444444444444,0.9805555555555555,0.13323520694760216,stand+CMAES+kNN,gaussians
65,1,250,diagonal,,128,0.94,1.0,1.0,0.975,0.925,1.0,0.925,0.975,1.0,1.0,0.6,0.11683321445547923,0.2630005359649658,136.0926693201065,0.036998963356018065,0.9461111111111111,0.9944444444444445,0.9944444444444445,0.9388888888888889,0.9333333333333333,0.9972222222222222,0.9805555555555555,0.9972222222222222,0.9888888888888889,0.9777777777777777,0.6583333333333333,0.09846193724693697,stand+CMAES+kNN,gaussians
66,4,50,diagonal,,128,0.975,0.975,1.0,0.975,0.95,0.95,0.975,0.975,1.0,1.0,0.95,0.019364916731037102,0.2669853925704956,136.85529856681825,0.03754446506500244,0.9761111111111112,0.9861111111111112,0.9972222222222222,0.925,0.9666666666666667,0.9805555555555555,0.9944444444444445,0.9861111111111112,0.9944444444444445,0.9777777777777777,0.9527777777777777,0.021415928074884873,stand+CMAES+kNN,gaussians
67,4,100,diagonal,,128,0.9625,0.975,0.975,1.0,1.0,1.0,0.8,0.975,1.0,1.0,0.9,0.0614918693812442,0.2709702491760254,138.39427778720855,0.038094067573547365,0.9566666666666667,0.9777777777777777,0.9722222222222222,0.9833333333333333,0.9777777777777777,0.9916666666666667,0.8388888888888889,0.9944444444444445,0.9916666666666667,0.975,0.8638888888888889,0.05342006836109162,stand+CMAES+kNN,gaussians
68,4,250,diagonal,,128,0.97,1.0,1.0,1.0,1.0,0.975,0.95,0.9,0.925,0.95,1.0,0.034999999999999996,0.2749551057815552,142.24156436920165,0.038643169403076175,0.9688888888888889,0.9916666666666667,0.9944444444444445,0.9694444444444444,0.9944444444444445,0.9861111111111112,0.9888888888888889,0.9611111111111111,0.9083333333333333,0.8972222222222223,0.9972222222222222,0.034911705207477724,stand+CMAES+kNN,gaussians
69,8,50,diagonal,,128,0.9725,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.975,0.95,0.05963430220938281,0.27893996238708496,143.03621747493744,0.03919086456298828,0.9777777777777777,0.9861111111111112,0.9916666666666667,0.9833333333333333,0.9805555555555555,0.9944444444444445,0.9,0.9944444444444445,0.9888888888888889,0.9722222222222222,0.9861111111111112,0.026701366312662036,stand+CMAES+kNN,gaussians
70,8,100,diagonal,,128,0.975,0.975,1.0,1.0,0.95,0.925,0.95,0.975,1.0,1.0,0.975,0.025,0.28292481899261473,144.6372670650482,0.03973643779754639,0.9733333333333334,0.9833333333333333,0.9972222222222222,0.9638888888888889,0.9805555555555555,0.9805555555555555,0.9472222222222222,0.9861111111111112,0.9888888888888889,0.9916666666666667,0.9138888888888889,0.024126723056231644,stand+CMAES+kNN,gaussians
71,8,250,diagonal,,128,0.9375,0.925,0.975,0.95,0.925,0.975,0.925,0.9,0.825,1.0,0.975,0.04776243293635699,0.2869096755981445,148.6390947341919,0.040280938148498535,0.9586111111111111,0.9194444444444444,0.9722222222222222,0.9555555555555556,0.9555555555555556,0.9888888888888889,0.9833333333333333,0.95,0.8722222222222222,0.9916666666666667,0.9972222222222222,0.03658766742233519,stand+CMAES+kNN,gaussians
