,error,knn__n_neighbors,lsml__max_iter,lsml__num_constraints,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,50,40,0.6809895833333334,0.7272727272727273,0.5921052631578947,0.6883116883116883,0.6623376623376623,0.7532467532467533,0.6493506493506493,0.6493506493506493,0.7272727272727273,0.7402597402597403,0.618421052631579,0.05218880830869124,0.005005669593811035,0.2699939966201782,0.0007826805114746094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
1,,1,50,80,0.6927083333333334,0.7402597402597403,0.6578947368421053,0.6883116883116883,0.6363636363636364,0.7402597402597403,0.6753246753246753,0.7012987012987013,0.7532467532467533,0.7272727272727273,0.6052631578947368,0.04670150390700984,0.01001133918762207,0.4778773069381714,0.0014843225479125976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
2,,1,50,160,0.7057291666666666,0.7402597402597403,0.6710526315789473,0.7142857142857143,0.6753246753246753,0.7402597402597403,0.6363636363636364,0.7532467532467533,0.7792207792207793,0.7142857142857143,0.631578947368421,0.04756744205238253,0.015017008781433106,0.6168933153152466,0.0021934270858764648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
3,,1,50,320,0.69140625,0.7272727272727273,0.6710526315789473,0.7272727272727273,0.6753246753246753,0.7012987012987013,0.6753246753246753,0.7012987012987013,0.7272727272727273,0.6753246753246753,0.631578947368421,0.029705643207283586,0.02002267837524414,0.9884517669677735,0.0029042243957519533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
4,,1,250,40,0.6809895833333334,0.7012987012987013,0.6052631578947368,0.7142857142857143,0.6363636363636364,0.7272727272727273,0.6363636363636364,0.7142857142857143,0.7792207792207793,0.6753246753246753,0.618421052631579,0.052995522113518406,0.025028347969055176,1.1105913877487184,0.003626418113708496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
5,,1,250,80,0.6979166666666666,0.7532467532467533,0.6447368421052632,0.6753246753246753,0.7012987012987013,0.7142857142857143,0.6753246753246753,0.7272727272727273,0.7662337662337663,0.7012987012987013,0.618421052631579,0.04364560750982029,0.03003401756286621,1.2286555528640748,0.004358911514282226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
6,,1,250,160,0.69140625,0.7012987012987013,0.6578947368421053,0.7012987012987013,0.6623376623376623,0.7272727272727273,0.6233766233766234,0.7272727272727273,0.7532467532467533,0.6883116883116883,0.6710526315789473,0.03689526930474445,0.03503968715667725,1.3736828565597534,0.005071115493774414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
7,,1,250,320,0.7005208333333334,0.7402597402597403,0.6710526315789473,0.7272727272727273,0.7012987012987013,0.7532467532467533,0.6753246753246753,0.6493506493506493,0.7142857142857143,0.7272727272727273,0.6447368421052632,0.0363509946984515,0.04004535675048828,1.7163094758987427,0.005775737762451172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
8,,1,500,40,0.6966145833333334,0.7142857142857143,0.6973684210526315,0.6883116883116883,0.6623376623376623,0.6883116883116883,0.7012987012987013,0.6883116883116883,0.7792207792207793,0.7142857142857143,0.631578947368421,0.036169208356477585,0.04505102634429932,1.8183069229125977,0.0065038204193115234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
9,,1,500,80,0.6875,0.7272727272727273,0.6973684210526315,0.6753246753246753,0.7142857142857143,0.7272727272727273,0.6623376623376623,0.6363636363636364,0.7532467532467533,0.7142857142857143,0.5657894736842105,0.0521807058605372,0.05005669593811035,1.9996569633483887,0.0072236299514770504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LSML+kNN,pima-indians-diabetes
