,cmaesfme__s__n_gen,cmaesfme__transformer,error,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,50,diagonal,,1,0.8028846153846154,0.8636363636363636,0.55,0.7619047619047619,0.9047619047619048,0.7619047619047619,0.7142857142857143,0.7619047619047619,0.9047619047619048,0.85,0.95,0.11186900422618064,0.0022964715957641602,11.216049075126648,0.0007474184036254883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAESFme+kNN,sonar
1,100,diagonal,,1,0.8125,0.8636363636363636,0.8,0.9047619047619048,0.9523809523809523,0.6666666666666666,0.6190476190476191,0.8095238095238095,0.8095238095238095,0.8,0.9,0.09867699252628229,0.0045929431915283205,33.53543918132782,0.00140380859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAESFme+kNN,sonar
2,250,diagonal,,1,0.8221153846153846,0.9090909090909091,0.75,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7619047619047619,0.8095238095238095,0.8,0.9,0.06197574488181074,0.00688941478729248,83.86643574237823,0.0020482778549194337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,CMAESFme+kNN,sonar
3,50,diagonal,,2,0.7596153846153846,0.8636363636363636,0.55,0.7619047619047619,0.8095238095238095,0.6190476190476191,0.6190476190476191,0.7142857142857143,0.8095238095238095,0.9,0.95,0.12540867770700542,0.009185886383056641,95.08248481750488,0.0026743412017822266,0.9027777777777778,0.8763440860215054,0.8936170212765957,0.8770053475935828,0.9144385026737968,0.893048128342246,0.9197860962566845,0.93048128342246,0.893048128342246,0.9095744680851063,0.9202127659574468,0.01783008229590724,CMAESFme+kNN,sonar
4,100,diagonal,,2,0.7980769230769231,0.8636363636363636,0.65,0.9523809523809523,0.8571428571428571,0.6666666666666666,0.6190476190476191,0.8095238095238095,0.8571428571428571,0.8,0.9,0.10809836951326472,0.0114823579788208,117.40187492370606,0.0033133506774902345,0.905448717948718,0.9139784946236559,0.8829787234042553,0.893048128342246,0.9144385026737968,0.9037433155080213,0.93048128342246,0.9251336898395722,0.8983957219251337,0.8936170212765957,0.898936170212766,0.014357661930839587,CMAESFme+kNN,sonar
5,250,diagonal,,2,0.7692307692307693,0.8181818181818182,0.65,0.8095238095238095,0.8571428571428571,0.7619047619047619,0.6666666666666666,0.8095238095238095,0.6666666666666666,0.8,0.85,0.07493325178306645,0.01377882957458496,167.73287148475646,0.003942728042602539,0.9006410256410257,0.8978494623655914,0.8829787234042553,0.9090909090909091,0.893048128342246,0.93048128342246,0.9358288770053476,0.9037433155080213,0.8823529411764706,0.8723404255319149,0.898936170212766,0.019301117089369896,CMAESFme+kNN,sonar
6,50,diagonal,,4,0.75,0.8181818181818182,0.45,0.7619047619047619,0.8095238095238095,0.6666666666666666,0.6190476190476191,0.8095238095238095,0.8571428571428571,0.85,0.85,0.12547621287917793,0.01607530117034912,178.9489205598831,0.004568672180175782,0.8643162393162394,0.8333333333333334,0.8723404255319149,0.8663101604278075,0.8770053475935828,0.8556149732620321,0.8877005347593583,0.8663101604278075,0.8449197860962567,0.8829787234042553,0.8563829787234043,0.01613465370889739,CMAESFme+kNN,sonar
7,100,diagonal,,4,0.7788461538461539,0.7727272727272727,0.6,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.6190476190476191,0.8095238095238095,0.8571428571428571,0.8,0.95,0.1091862965952222,0.018371772766113282,201.2683106660843,0.005190920829772949,0.8600427350427351,0.8978494623655914,0.8829787234042553,0.8235294117647058,0.8502673796791443,0.8556149732620321,0.8823529411764706,0.8449197860962567,0.8663101604278075,0.8457446808510638,0.851063829787234,0.02110586186799215,CMAESFme+kNN,sonar
8,250,diagonal,,4,0.7596153846153846,0.8636363636363636,0.6,0.8571428571428571,0.8095238095238095,0.6666666666666666,0.6666666666666666,0.7619047619047619,0.7619047619047619,0.8,0.8,0.08297201706313068,0.02066824436187744,251.59930722713472,0.005812692642211914,0.8579059829059829,0.8709677419354839,0.8617021276595744,0.8823529411764706,0.8663101604278075,0.8663101604278075,0.8770053475935828,0.8449197860962567,0.8235294117647058,0.8351063829787234,0.851063829787234,0.017904587685694237,CMAESFme+kNN,sonar
9,50,diagonal,,8,0.7067307692307693,0.6818181818181818,0.5,0.7142857142857143,0.8571428571428571,0.8095238095238095,0.47619047619047616,0.8095238095238095,0.7142857142857143,0.7,0.8,0.12211479747628097,0.0229647159576416,262.81535630226136,0.006435775756835937,0.8162393162393162,0.8064516129032258,0.8138297872340425,0.8074866310160428,0.8288770053475936,0.8235294117647058,0.8342245989304813,0.8288770053475936,0.8128342245989305,0.7978723404255319,0.8085106382978723,0.011326626302484981,CMAESFme+kNN,sonar
10,100,diagonal,,8,0.7740384615384616,0.8636363636363636,0.65,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.8095238095238095,0.8,0.9,0.12001355665445126,0.025261187553405763,285.13474640846255,0.0070534229278564455,0.8199786324786325,0.8333333333333334,0.7712765957446809,0.7914438502673797,0.8502673796791443,0.8235294117647058,0.8556149732620321,0.8021390374331551,0.8235294117647058,0.8138297872340425,0.8351063829787234,0.024823262274051388,CMAESFme+kNN,sonar
11,250,diagonal,,8,0.7307692307692307,0.6818181818181818,0.55,0.8095238095238095,0.9047619047619048,0.6190476190476191,0.5714285714285714,0.8095238095238095,0.6666666666666666,0.85,0.85,0.12172157356180642,0.02755765914916992,335.4657429695129,0.007670140266418457,0.8141025641025641,0.8118279569892473,0.7659574468085106,0.8449197860962567,0.8128342245989305,0.8609625668449198,0.8021390374331551,0.8181818181818182,0.7967914438502673,0.8085106382978723,0.8191489361702128,0.02446725645248792,CMAESFme+kNN,sonar
12,50,diagonal,,16,0.6971153846153846,0.6363636363636364,0.65,0.7142857142857143,0.8095238095238095,0.6190476190476191,0.5714285714285714,0.8095238095238095,0.7142857142857143,0.7,0.75,0.07514475701254725,0.029854130744934083,346.68179204463956,0.008289098739624023,0.7419871794871795,0.7473118279569892,0.723404255319149,0.732620320855615,0.7272727272727273,0.7379679144385026,0.7967914438502673,0.7379679144385026,0.7486631016042781,0.7287234042553191,0.7393617021276596,0.019852281339335642,CMAESFme+kNN,sonar
13,100,diagonal,,16,0.7211538461538461,0.6363636363636364,0.7,0.8571428571428571,0.7619047619047619,0.5238095238095238,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.85,0.75,0.11185502172710823,0.03215060234069824,369.00118215084075,0.008922672271728516,0.7259615384615384,0.7634408602150538,0.675531914893617,0.6684491978609626,0.7112299465240641,0.7379679144385026,0.7914438502673797,0.7165775401069518,0.7005347593582888,0.75,0.7446808510638298,0.036834028868044495,CMAESFme+kNN,sonar
