,error,knn__n_neighbors,mean,rca__chunk_size,rca__num_chunks,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,10,0,0,0,0,0,0,0,0,0,0,0.0,0.008169960975646973,0.163492751121521,0.0011595726013183595,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
1,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,50,0,0,0,0,0,0,0,0,0,0,0.0,0.016339921951293947,0.20834901332855224,0.0020740270614624024,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
2,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,100,0,0,0,0,0,0,0,0,0,0,0.0,0.024509882926940917,0.27062315940856935,0.0034000158309936525,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
3,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,1,500,0,0,0,0,0,0,0,0,0,0,0.0,0.03267984390258789,0.5415162086486817,0.005361604690551758,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
4,Cascading:low >= high,1,0,1,1000,0,0,0,0,0,0,0,0,0,0,0.0,0.04084980487823486,0.7411684989929199,0.005361604690551758,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
5,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,2,10,0,0,0,0,0,0,0,0,0,0,0.0,0.04901976585388183,0.7628234148025512,0.007375168800354004,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
6,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,2,50,0,0,0,0,0,0,0,0,0,0,0.0,0.05718972682952881,0.8148472309112549,0.009291505813598633,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
7,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,2,100,0,0,0,0,0,0,0,0,0,0,0.0,0.06535968780517579,0.8853313207626343,0.011654114723205567,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
8,Cascading:low >= high,1,0,2,500,0,0,0,0,0,0,0,0,0,0,0.0,0.07352964878082276,0.9569565773010253,0.011654114723205567,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
9,Cascading:low >= high,1,0,2,1000,0,0,0,0,0,0,0,0,0,0,0.0,0.08169960975646973,1.0015480518341064,0.011654114723205567,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
10,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,3,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0898695707321167,1.0561593770980835,0.012597966194152831,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
11,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,3,50,0,0,0,0,0,0,0,0,0,0,0.0,0.09803953170776367,1.1044256448745728,0.013696408271789551,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
12,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,3,100,0,0,0,0,0,0,0,0,0,0,0.0,0.10620949268341065,1.1851519107818604,0.01472303867340088,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
13,Cascading:low >= high,1,0,3,500,0,0,0,0,0,0,0,0,0,0,0.0,0.11437945365905762,1.238761830329895,0.01472303867340088,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
14,Cascading:low >= high,1,0,3,1000,0,0,0,0,0,0,0,0,0,0,0.0,0.12254941463470459,1.2717636823654175,0.01472303867340088,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
15,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,5,10,0,0,0,0,0,0,0,0,0,0,0.0,0.13071937561035157,1.2945772886276246,0.01574728488922119,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
16,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,5,50,0,0,0,0,0,0,0,0,0,0,0.0,0.13888933658599853,1.3898354291915893,0.01675758361816406,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
17,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0,5,100,0,0,0,0,0,0,0,0,0,0,0.0,0.1470592975616455,1.4866053104400634,0.017919087409973146,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
18,Cascading:low >= high,1,0,5,500,0,0,0,0,0,0,0,0,0,0,0.0,0.15522925853729247,1.5267228603363037,0.017919087409973146,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
19,Cascading:low >= high,1,0,5,1000,0,0,0,0,0,0,0,0,0,0,0.0,0.16339921951293945,1.543528962135315,0.017919087409973146,0,0,0,0,0,0,0,0,0,0,0,0.0,stand+RCA+kNN,digits6
