,error,jde__s__n_gen,jde__transformer,knn__n_neighbors,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,25,diagonal,1,0.9953703703703703,0.990990990990991,1.0,1.0,1.0,0.990990990990991,1.0,0.9904761904761905,0.9904761904761905,0.9904761904761905,1.0,0.004662356451786325,0.004927992820739746,1022.3538636684418,0.0024703502655029296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,mice-protein
1,,100,diagonal,1,0.9962962962962963,0.990990990990991,1.0,1.0,0.990990990990991,1.0,1.0,1.0,0.9904761904761905,0.9904761904761905,1.0,0.004542512930441341,0.009855985641479492,4811.703806328774,0.004842281341552734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JDE+kNN,mice-protein
2,,25,diagonal,2,0.987037037037037,0.9819819819819819,0.9809523809523809,0.972972972972973,1.0,0.990990990990991,1.0,0.9904761904761905,0.9714285714285714,0.9809523809523809,1.0,0.01035645065601305,0.014783978462219238,5834.057669997215,0.007056236267089844,0.9982510288065843,0.9948400412796697,0.9989743589743589,0.9989680082559339,0.9989680082559339,0.9979360165118679,1.0,0.9989743589743589,0.9989743589743589,0.997948717948718,0.9969230769230769,0.0013872834782129085,JDE+kNN,mice-protein
3,,100,diagonal,2,0.9861111111111112,0.990990990990991,0.9809523809523809,0.9819819819819819,0.972972972972973,0.990990990990991,1.0,0.9904761904761905,0.9714285714285714,0.9904761904761905,0.9904761904761905,0.008541229395908194,0.019711971282958984,9623.407612657547,0.009282970428466797,0.9970164609053498,0.9979360165118679,0.997948717948718,0.9927760577915377,0.9958720330237358,0.9938080495356038,0.9989680082559339,0.9938461538461538,0.9989743589743589,1.0,1.0,0.0025844720697164804,JDE+kNN,mice-protein
4,,25,diagonal,4,0.9657407407407408,0.963963963963964,0.9714285714285714,0.954954954954955,0.963963963963964,0.963963963963964,0.972972972972973,0.9619047619047619,0.9428571428571428,0.9714285714285714,0.9904761904761905,0.011802552645625387,0.02463996410369873,10645.761476325988,0.011499524116516113,0.9904320987654321,0.9876160990712074,0.9948717948717949,0.9907120743034056,0.9886480908152735,0.9958720330237358,0.9907120743034056,0.9876923076923076,0.9928205128205129,0.9917948717948718,0.9835897435897436,0.0034994148308121493,JDE+kNN,mice-protein
5,,100,diagonal,4,0.9703703703703703,0.9819819819819819,0.9809523809523809,0.9819819819819819,0.972972972972973,0.9369369369369369,0.963963963963964,0.9428571428571428,0.9714285714285714,0.9809523809523809,0.9904761904761905,0.0167973341648664,0.029567956924438477,14435.11141898632,0.013661766052246093,0.9881687242798354,0.9958720330237358,0.9866666666666667,0.9845201238390093,0.9896800825593395,0.9742002063983488,0.9927760577915377,0.9723076923076923,0.9948717948717949,0.9917948717948718,0.9989743589743589,0.008485014841396871,JDE+kNN,mice-protein
6,,25,diagonal,8,0.9305555555555556,0.9459459459459459,0.9428571428571428,0.8558558558558559,0.9459459459459459,0.9459459459459459,0.9279279279279279,0.9523809523809523,0.8857142857142857,0.9619047619047619,0.9428571428571428,0.03173285869977736,0.03449594974517822,15457.465282654763,0.01580214500427246,0.9636831275720165,0.9700722394220846,0.961025641025641,0.936016511867905,0.9628482972136223,0.9742002063983488,0.9721362229102167,0.9692307692307692,0.9620512820512821,0.9753846153846154,0.9538461538461539,0.011239285558071674,JDE+kNN,mice-protein
7,,100,diagonal,8,0.9268518518518518,0.9099099099099099,0.9428571428571428,0.918918918918919,0.9459459459459459,0.9099099099099099,0.9279279279279279,0.8666666666666667,0.9047619047619048,0.9809523809523809,0.9619047619047619,0.03086186150107665,0.03942394256591797,19246.815225315095,0.017951369285583496,0.9579218106995885,0.9731682146542827,0.9651282051282051,0.9484004127966976,0.9422084623323014,0.9195046439628483,0.9742002063983488,0.9323076923076923,0.961025641025641,0.9825641025641025,0.9805128205128205,0.020362036596118505,JDE+kNN,mice-protein
8,,25,diagonal,16,0.8537037037037037,0.8918918918918919,0.8666666666666667,0.7837837837837838,0.8468468468468469,0.9009009009009009,0.8198198198198198,0.8380952380952381,0.8,0.9047619047619048,0.8857142857142857,0.04086196455042542,0.044351935386657715,20269.169088983537,0.020088338851928712,0.8904320987654321,0.8957688338493293,0.88,0.848297213622291,0.8978328173374613,0.8947368421052632,0.9060887512899897,0.9046153846153846,0.8861538461538462,0.9107692307692308,0.88,0.017242350534151317,JDE+kNN,mice-protein
9,,100,diagonal,16,0.8407407407407408,0.8558558558558559,0.8857142857142857,0.8198198198198198,0.8378378378378378,0.8018018018018018,0.8558558558558559,0.7619047619047619,0.8,0.8952380952380953,0.8952380952380953,0.042727512355937594,0.04927992820739746,24058.519031643867,0.022232747077941893,0.8811728395061729,0.8988648090815273,0.8912820512820513,0.8586171310629515,0.8720330237358102,0.8245614035087719,0.9112487100103199,0.8451282051282051,0.877948717948718,0.9220512820512821,0.9097435897435897,0.029856071536363535,JDE+kNN,mice-protein
