,error,knn__n_neighbors,lmnn__k,lmnn__learn_rate,lmnn__max_iter,lmnn__regularization,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
0,,1,1,1e-07,50,0.1,0.9907663896583564,1.0,1.0,0.9819819819819819,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.009316722619462,0.008361744880676269,27.43754460811615,0.0022790193557739257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
1,,1,1,1e-07,50,0.5,0.9907663896583564,1.0,1.0,0.9819819819819819,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.009316722619462,0.016723489761352538,55.31151463985443,0.004465770721435547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
2,,1,1,1e-07,50,0.9,0.9907663896583564,1.0,1.0,0.9819819819819819,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.009316722619462,0.02508523464202881,82.33707718849182,0.006647276878356934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
3,,1,1,1e-07,250,0.1,0.9889196675900277,1.0,1.0,0.972972972972973,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9722222222222222,0.9906542056074766,0.9716981132075472,0.011534371144252483,0.033446979522705075,219.72634806632996,0.008826589584350586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
4,,1,1,1e-07,250,0.5,0.989843028624192,1.0,1.0,0.972972972972973,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.01048177579792798,0.04180872440338135,356.7672637939453,0.011490988731384277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
5,,1,1,1e-07,250,0.9,0.9907663896583564,1.0,1.0,0.9819819819819819,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.009316722619462,0.05017046928405762,493.78571379184723,0.016512560844421386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
6,,1,1,1e-07,500,0.1,0.9907663896583564,1.0,1.0,0.972972972972973,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9722222222222222,1.0,0.9811320754716981,0.01086097992914694,0.058532214164733885,768.54537525177,0.021528458595275878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
7,,1,1,1e-07,500,0.5,0.9916897506925207,1.0,1.0,0.9819819819819819,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9722222222222222,1.0,0.9811320754716981,0.009652936163407877,0.06689395904541015,1042.9292897224427,0.028216004371643066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
8,,1,1,1e-07,500,0.9,0.9889196675900277,1.0,1.0,0.9819819819819819,0.9908256880733946,1.0,0.9907407407407407,0.9907407407407407,0.9537037037037037,1.0,0.9811320754716981,0.013602581609711695,0.07525570392608642,1318.669155550003,0.035013008117675784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
9,,1,1,1e-07,1000,0.1,0.9916897506925207,1.0,1.0,0.990990990990991,1.0,1.0,1.0,0.9907407407407407,0.9537037037037037,1.0,0.9811320754716981,0.014036180849830942,0.0836174488067627,1875.080416917801,0.0418184757232666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
10,,1,1,1e-07,1000,0.5,0.9953831948291783,1.0,1.0,0.9819819819819819,1.0,1.0,1.0,1.0,0.9814814814814815,1.0,0.9905660377358491,0.007384141584648541,0.09197919368743897,2434.179316520691,0.04676499366760254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
11,,1,1,1e-07,1000,0.9,0.9963065558633426,1.0,1.0,0.990990990990991,1.0,1.0,0.9907407407407407,1.0,0.9907407407407407,1.0,0.9905660377358491,0.004527852455901716,0.10034093856811524,2988.341166114807,0.04973082542419434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
12,,1,2,1e-07,50,0.1,0.9907663896583564,1.0,1.0,0.9819819819819819,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.009316722619462,0.1087026834487915,3020.044736170769,0.05183632373809814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
13,,1,2,1e-07,50,0.5,0.9907663896583564,1.0,1.0,0.9819819819819819,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.009316722619462,0.11706442832946777,3050.707772755623,0.053955698013305665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
14,,1,2,1e-07,50,0.9,0.9907663896583564,1.0,1.0,0.9819819819819819,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,0.9906542056074766,0.9716981132075472,0.009316722619462,0.12542617321014404,3081.540696310997,0.056036186218261716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
15,,1,2,1e-07,250,0.1,0.9916897506925207,1.0,1.0,0.972972972972973,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,1.0,0.9811320754716981,0.009555577349998174,0.1337879180908203,3231.443313264847,0.0581475019454956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
16,,1,2,1e-07,250,0.5,0.9907663896583564,1.0,1.0,0.972972972972973,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9814814814814815,1.0,0.9716981132075472,0.01092114183751261,0.1421496629714966,3380.3149495124817,0.060240530967712404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
17,,1,2,1e-07,250,0.9,0.9907663896583564,1.0,1.0,0.972972972972973,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9722222222222222,1.0,0.9811320754716981,0.01086097992914694,0.15051140785217285,3529.017259860039,0.06233294010162353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
18,,1,2,1e-07,500,0.1,0.9916897506925207,1.0,1.0,0.972972972972973,1.0,1.0,0.9907407407407407,0.9907407407407407,0.9722222222222222,1.0,0.9905660377358491,0.010381019720973252,0.15887315273284913,3827.8818674325944,0.06461582183837891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,stand+LMNN+kNN,digits6
